	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
4212	4255	main-news	headlines	2013	627	none	none	Forex &amp; Gold 25 August 2012	Forex & Gold 19 July 2012	2.2
2275	2278	main-forum	deft-forum	2014	278	none	none	Why are Russians in Damascus?	Russians in Damascus!	4.2
1729	1729	main-captions	images	2015	694	none	none	Two dogs on the beach.	A dog walks on the beach.	2.4
5	5	main-captions	MSRvid	2012test	11	none	none	Some men are fighting.	Two men are fighting.	4.25
1301	1301	main-captions	images	2014	441	none	none	A person is jumping a bicycle and performing a trick.	A person riding a dirt bike in the outdoors.	2.25
1082	1082	main-captions	images	2014	113	none	none	A passenger train waiting in a station.	A passenger train waiting at the city train station.	4.0
5269	5312	main-news	headlines	2015	896	none	none	Iran, six global powers sign landmark nuclear deal	Iran, six world powers clinch breakthrough nuclear deal	5.0
3699	3742	main-news	deft-news	2014	292	none	none	saudi arabia is an absolute monarchy that has taken steps towards reform.	saudi arabia is an absolute monarchy and has a consultative council appointed by the government.	3.4
4010	4053	main-news	headlines	2013	376	none	none	Jaya Prada all set to join BJP	Jaya Prada likely to join BJP, Amar Singh to decide for her	3.8
2298	2301	main-forum	deft-forum	2014	301	none	none	How long after the obliteration should the kid return to school?	How long after the obliteration should it no longer bother the kid?	3.0
858	858	main-captions	MSRvid	2012train	532	none	none	A woman is seasoning a piece of meat.	A man is loading a rifle with bullets.	0.0
1590	1590	main-captions	images	2015	279	none	none	A little boy and a little girl playing together outside.	A young boy and a young girl walking towards each other	2.0
1259	1259	main-captions	images	2014	381	none	none	Two young people are sitting at a table next to a sliding glass door, with one person pointing at the other.	Two people sit facing each other at a table as one points at the other.	4.2
5536	5579	main-news	headlines	2016	217	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Cars, drivers plunge into river after Wash. I-5 bridge collapse	Cars plunge into river as US bridge collapses	3.0
1220	1220	main-captions	images	2014	327	none	none	Two dogs in a fenced kennel look ahead.	Two woman pose in a dining room with a baby.	0.0
5194	5237	main-news	headlines	2015	708	none	none	Russia Warns It May Not Sign Landmark UN Arms Treaty	UN closes in on landmark arms treaty	1.6
1283	1283	main-captions	images	2014	415	none	none	Three cows grazing in a field.	Several sheep grazing in the field.	0.8
2601	2610	main-news	MSRpar	2012test	258	none	none	Some 14,000 customers were without power in the area, Oklahoma Gas and Electric said.	About 38,000 OGE Energy Corp. customers are without power, the company said on its Web site.	2.75
598	598	main-captions	MSRvid	2012train	153	none	none	A woman is swimming.	A man is singing.	0.067
2792	2816	main-news	MSRpar	2012test	556	none	none	The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53.	The broader Standard & Poor's 500 Index .SPX crept up 4.3 points, or 0.44 percent, to 980.52.	1.2
4987	5030	main-news	headlines	2015	185	none	none	Coronation Street's Bill Roache Arrested	Coronation Street stars hail 'amazing' new set	1.2
60	60	main-captions	MSRvid	2012test	87	none	none	A cat is playing a key board.	A man is playing two keyboards.	1.6
5537	5580	main-news	headlines	2016	227	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Death toll in Syria now tops 100,000	Death toll in Syria over 100,000 so far	5.0
3661	3704	main-news	deft-news	2014	254	none	none	a key european arms control treaty must be maintained.	the cfe treaty is a key european arms control treaty.	2.2
5077	5120	main-news	headlines	2015	422	none	none	World powers, Iran under Rouhani revive nuclear talks	World powers seek rare progress in Iran nuclear talks	3.8
1205	1205	main-captions	images	2014	308	none	none	An airplane facing the camera.	A lone cow sits in the cold of the yard.	0.0
4674	4717	main-news	headlines	2014	457	none	none	Maldives holds fresh election for president	Maldives holds fresh presidential election	4.6
2778	2802	main-news	MSRpar	2012test	536	none	none	A nationally board certified teacher with a master's degree, Kelley makes a salary of $65,000 in his 30th year.	A nationally board certified teacher with a master's degree, Kelley, in his 30th year teaching, makes $65,000.	4.75
279	279	main-captions	MSRvid	2012test	415	none	none	A woman is riding a horse on a beach.	A man is carrying another man on his back.	0.4
1695	1695	main-captions	images	2015	580	none	none	A man standing on a boat is pulling another boat close by with a bamboo stick.	a man in a black hat standing in front of a brick wall and a sign	0.0
5701	5744	main-news	headlines	2016	1456	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Severe Gales As Storm Clodagh Hits Britain	Merkel pledges NATO solidarity with Latvia	0.0
109	109	main-captions	MSRvid	2012test	160	none	none	Lionel Richie is dancing on the ceiling.	Lionel Ritchie dances while standing on the ceiling.	4.0
4738	4781	main-news	headlines	2014	540	none	none	12 killed, 25 injured in bomb blast in NW Pakistan	6 killed, 12 injured in blast in NW Pakista	2.6
3811	3854	main-news	headlines	2013	130	none	none	Syria tells Russia some troops have pulled out of Homs	Syria says troops have begun pullout – video	3.4
3222	3249	main-news	MSRpar	2012train	462	none	none	Several states and the federal government later passed similar or more strict bans.	Following California's lead, several states and the federal government passed similar or tougher bans.	4.0
1199	1199	main-captions	images	2014	295	none	none	A woman posing in front of an apartment building in the snow.	White bus parked in grass in front of building.	0.0
1123	1123	main-captions	images	2014	173	none	none	Two people sitting at a table at a restaurant.	A group of people sitting around a table on a porch.	1.0
30	30	main-captions	MSRvid	2012test	47	none	none	A man is riding a mechanical bull.	A man rode a mechanical bull.	4.0
273	273	main-captions	MSRvid	2012test	407	none	none	A woman is filing her fingernails with an emery board.	A woman is feeding her baby with a bottle.	0.5
2462	2465	main-news	MSRpar	2012test	29	none	none	Microsoft acquired Virtual PC when it bought the assets of Connectix earlier this year.	Microsoft acquired Virtual PC from its developer, Connectix, earlier this year.	4.4
2188	2191	main-forum	deft-forum	2014	191	none	none	- Admin DrPizza and i'd forgotten what a whiny little bed wetter you are.	and i'd forgotten what a whiny little bed wetter you are.	3.8
624	624	main-captions	MSRvid	2012train	192	none	none	A man is riding a motorcycle on the highway.	A man is riding a motorcycle.	3.5
3465	3508	main-news	deft-news	2014	58	none	none	the treaty was amended in 1999 after the collapse of the soviet union.	the treaty was amended in 1999 to reflect changes since the soviet breakup.	4.0
2244	2247	main-forum	deft-forum	2014	247	none	none	I'm so sorry to hear this Kelly.	I'm so sorry, Kelly.	4.0
1774	1774	main-captions	images	2015	831	none	none	Brown dog running on grass.	The dog is running on grass.	4.0
4173	4216	main-news	headlines	2013	583	none	none	China mine accident kills 10	China truck accident kills 20	1.6
1289	1289	main-captions	images	2014	426	none	none	A buddha statue holding a candle is sitting on a table.	A man fishing on a small boat while on a lake.	0.0
5407	5450	main-news	headlines	2015	1240	none	none	President Obama reveals plans to withdraw troops from Afghanistan by 2016	US Government Shutdown: Obama tells Republicans to lift threat to US economy if they want talks	0.8
5029	5072	main-news	headlines	2015	291	none	none	Classic crossword - Saturday 1st June	Classic crossword - Saturday 20th April	1.6
2866	2890	main-news	MSRpar	2012test	665	none	none	The US Senate judiciary committee overcame a significant hurdle yesterday in the battle to create a trust fund to pay victims of asbestos exposure.	The Senate judiciary committee on Tuesday overcame a significant hurdle in the battle to create a trust fund to pay victims of asbestos exposure but the most difficult obstacles remain.	3.75
740	740	main-captions	MSRvid	2012train	351	none	none	A woman tosses a cat in the air, and the cat hangs off a rod on the ceiling.	A person throws a cat in the air and it grabs onto the ceiling.	3.5
5577	5620	main-news	headlines	2016	579	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Man kills 4 in Calif. before police shoot him dead	Police: Gunman killed 6 in California shootings	2.0
5500	5543	main-news	headlines	2015	1481	none	none	Angela Merkel headed for narrow win in German elections	Malawi's new president sworn in after disputed elections	0.4
85	85	main-captions	MSRvid	2012test	123	none	none	A woman is slicing tomato.	A man is slicing onion.	1.6
5232	5275	main-news	headlines	2015	799	none	none	Bomb attacks kill 20 in Baghdad's Christian areas	Bombs Kill 35 in Baghdad Christian Area	3.0
4351	4394	main-news	headlines	2014	59	none	none	Mandela hospitalized, responding to treatment	Mandela hospitalised after he stops talking	3.4
3339	3367	main-news	MSRpar	2012train	636	none	none	The broad Standard & Poor's 500 Index <.SPX> advanced 11 points, or 1.25 percent, to 931.	The Standard & Poor's 500 Index gained 10.89, or 1.2 percent, to 931.12 as of 12:01 p.m. in New York.	3.0
1962	1962	main-captions	images	2015	1382	none	none	Two people sit on a dock near the water.	Two people sit on the end of a dock in the middle of still water.	3.8
960	960	main-captions	MSRvid	2012train	688	none	none	A woman cuts up a vegetable.	A woman is slicing egg plant.	2.25
3119	3145	main-news	MSRpar	2012train	288	none	none	Along with chipmaker Intel, the companies include Sony Corp., Microsoft Corp., Hewlett-Packard Co., IBM Corp., Gateway Inc. and Nokia Corp.	Along with chip maker Intel, the companies include Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia and others.	4.8
3084	3110	main-news	MSRpar	2012train	242	none	none	The army said the raid, which comes just days after Israeli troops shot and killed Abdullah Kawasme, the Hamas leader in the city, targeted militants in Hamas.	The arrests came just days after Israeli troops shot and killed Abdullah Kawasme, the militant group's leader in Hebron.	3.0
2986	3010	main-news	MSRpar	2012train	83	none	none	Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder.	Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.	3.0
76	76	main-captions	MSRvid	2012test	113	none	none	A person is peeling an onion.	A person is peeling an eggplant.	2.0
4740	4783	main-news	headlines	2014	542	none	none	Chinese court upholds death penalties for Mekong murderers	Court upholds death sentences for Mekong murderers	4.4
5444	5487	main-news	headlines	2015	1343	none	none	World News Update, what you need to know	Labour's 50p tax rate: what you need to know	0.6
3715	3758	main-news	headlines	2013	8	none	none	Syria says suicide bomber kills 10 in Damascus	Damascus 'suicide bombing' kills 10	4.0
3012	3036	main-news	MSRpar	2012train	117	none	none	The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server.	The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.	2.8
3690	3733	main-news	deft-news	2014	283	none	none	officials state that decision about the treaty will depend on u.s. action on its plans to deploy missile defense systems in poland and the czech republic.	russian military officials stated the decision would depend on whether the united states proceeds with its plan to deploy missile defense components in poland and the czech republic.	4.0
5316	5359	main-news	headlines	2015	1000	none	none	The Note's Must-Reads for Friday May 24, 2013	The Note's Must-Reads for Friday, August 23, 2013	2.2
1751	1751	main-captions	images	2015	767	none	none	A young girl doing a back flip in the water.	a young girl wearing purple running through water	2.8
1596	1596	main-captions	images	2015	311	none	none	A yellow dog is playing in a grassy area near flowers.	A girl is playing on a swing.	0.4
928	928	main-captions	MSRvid	2012train	637	none	none	A monkey is walking through the water.	A guy is playing a trumpet.	0.0
3407	3450	main-news	deft-news	2014	0	none	none	mexico wishes to guarantee citizens' safety.	mexico wishes to avoid more violence.	4.0
3598	3641	main-news	deft-news	2014	191	none	none	brazil's strategic affairs minister roberto mangabeira unger stated brazil's new national defense plan calls for establishing partnerships with countries including russia and france to build a state-of-the-art weapons industry.	unger stated brazil's new national defense plan calls for establishing partnerships with countries including russia and france to build a state-of-the-art weapons industry.	3.8
320	320	main-captions	MSRvid	2012test	481	none	none	A dog biting on a can.	A dog opens a can of food.	1.75
4297	4340	main-news	headlines	2013	740	none	none	DR Congo rebels kill park rangers	Rebels kill two park rangers in eastern Congo	4.0
3817	3860	main-news	headlines	2013	139	none	none	UN security council orders global sanctions against Haqqani network in Afghanistan	UN orders global sanctions against Haqqani network	4.4
5164	5207	main-news	headlines	2015	640	none	none	A look at major terror attacks in East Africa	UN Security Council slams deadly terrorist attack in Kenyan capital	1.6
3245	3272	main-news	MSRpar	2012train	496	none	none	Perry has called lawmakers into two special sessions to address congressional redistricting.	Perry has since called two special legislative sessions to try force the redistricting plan through.	3.75
3728	3771	main-news	headlines	2013	24	none	none	Annan warns talks of Syria risks	Putin, Annan meet on Syria crisis	2.0
572	572	main-captions	MSRvid	2012train	114	none	none	A woman is adding oil to a pan.	A man is pouring oil into a pan.	3.0
699	699	main-captions	MSRvid	2012train	293	none	none	A woman is dancing in the rain.	A woman is adding oil to a dish.	0.25
4501	4544	main-news	headlines	2014	243	none	none	France pledges military aid in Mali	Most French support military operation in Mali	1.4
1047	1047	main-captions	images	2014	66	none	none	Black and white cat lying under bush.	The black and white cat with yellow eyes lounges in the dirt.	2.4
4954	4997	main-news	headlines	2015	104	none	none	The Note's Must-Reads for Friday May 24, 2013	The Note's Must-Reads for Tuesday October 29, 2013	2.0
5357	5400	main-news	headlines	2015	1117	none	none	118 people killed in twin blasts in Nigeria	Ten killed in new blast in Russia	1.4
3996	4039	main-news	headlines	2013	359	none	none	Man convicted in Vatican leaks case	"Butler to be tried in ""Vatileaks"" case"	2.6
2790	2814	main-news	MSRpar	2012test	554	none	none	Costa's semifinal opponent is Spaniard Juan Carlos Ferrero, whom he beat in last year's final.	Costa will play Juan Carlos Ferrero next in a rematch of last year's final.	3.75
1159	1159	main-captions	images	2014	230	none	none	Red double decker bus.	A red, double-decker bus.	5.0
4791	4834	main-news	headlines	2014	604	none	none	Singapore stocks end up 0.26 percent	Singapore stocks end up 0.11 pct	2.0
5460	5503	main-news	headlines	2015	1388	none	none	US believes Syrian government used chemical weapons	US suspects Syria used chemical weapons	5.0
4957	5000	main-news	headlines	2015	112	none	none	Turkish search ends as last missing miners found	Turkish Search Ends as Last Missing Miners Found	5.0
5425	5468	main-news	headlines	2015	1294	none	none	Car bomb kills 20 in northwest Syria	Car bomb kills 40 in northwest Pakistan	1.2
166	166	main-captions	MSRvid	2012test	245	none	none	A man is dancing outside.	A man is playing flute.	1.0
1682	1682	main-captions	images	2015	543	none	none	A young boy jumping in the air at the beach.	A boy jumping in the air on the beach.	4.8
3	3	main-captions	MSRvid	2012test	6	none	none	Three men are playing chess.	Two men are playing chess.	2.6
4360	4403	main-news	headlines	2014	69	none	none	Tokyo to host 2020 Olympic Games	Wrestling to feature in 2020 Tokyo Olympics	1.4
5544	5587	main-news	headlines	2016	268	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Over 100 dead as typhoon slams central Philippines	At least 100 dead as typhoon batters Philippines	5.0
2978	3002	main-news	MSRpar	2012train	70	none	none	During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.	Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.	4.75
4157	4200	main-news	headlines	2013	561	none	none	Spain asks for bank rescue	Spaniard on trial for Cuban dissident’s death	0.2
5046	5089	main-news	headlines	2015	336	none	none	Death Toll in Bangladesh Collapse at 194	At least 200 killed in Bangladesh building collapse	3.4
1444	1444	main-captions	images	2014	660	none	none	A white leather couch with a purse and throw blanket on it.	A television with a show on.	0.0
1860	1860	main-captions	images	2015	1111	none	none	The black dog is walking through the tall grass.	The black dog is running through the grass.	3.8
471	471	main-captions	MSRvid	2012test	710	none	none	A baby is crawling happily.	A baby sneezed and scared another baby.	1.2
449	449	main-captions	MSRvid	2012test	678	none	none	The couple danced in the church.	A couple slow dances.	3.2
3420	3463	main-news	deft-news	2014	13	none	none	brazilian police surrounding slums north of rio de janeiro to rid them of violent drug traffickers.	the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs.	3.8
4878	4921	main-news	headlines	2014	711	none	none	U.S. drone strike kills 5 in Pakistan	Pakistan drone strike kills up to six	3.0
2104	2107	main-forum	deft-forum	2014	107	none	none	There is no freedom of religion.	There is no freedom of speech.	1.2
3763	3806	main-news	headlines	2013	70	none	none	Navy Jet Crashes Into Apartment Building	US Navy Jet Crashes into Apartment Block	4.2
221	221	main-captions	MSRvid	2012test	325	none	none	A man is swimming.	A woman is slicing meat.	0.0
1658	1658	main-captions	images	2015	487	none	none	A black and white dog is running through the field.	A black and white dog is running in the grass.	4.8
270	270	main-captions	MSRvid	2012test	402	none	none	A person is cutting some burrata cheese.	The person is slicing cheese.	3.8
2172	2175	main-forum	deft-forum	2014	175	none	none	No Thatcherite can ever call themselves a libertarian.	Ergo it offends me when Thatcherites call themselves libertarian.	2.4
3683	3726	main-news	deft-news	2014	276	none	none	the book states that the drug conveys a completely positive image.	the official stated that this was a complete technology transfer.	0.0
55	55	main-captions	MSRvid	2012test	81	none	none	A man is playing the guitar.	A man is playing the drums.	1.556
378	378	main-captions	MSRvid	2012test	571	none	none	The cat is drinking milk.	A cat is licking from a saucer of milk.	4.4
288	288	main-captions	MSRvid	2012test	430	none	none	The elephants sprayed water on themselves.	Elephants spray themselves with water.	3.6
2877	2901	main-news	MSRpar	2012test	679	none	none	The rule bars groups from airing ads that promote, support, attack or oppose a candidate at any time.	It upheld fallback rules that bar the same groups from airing ads that promote, support, attack or oppose a candidate at any time.	3.75
853	853	main-captions	MSRvid	2012train	525	none	none	A kitten is eating its food from a plate.	A kitten eats some food.	4.0
4225	4268	main-news	headlines	2013	646	none	none	South Africa mine clash kills at least 30	South Africa train crash kills 26	0.8
2419	2422	main-forum	deft-forum	2014	422	none	none	If evidence is not provided to support a position; then it should be rejected.	If a position is unverifiable; then it should be rejected.	4.8
186	186	main-captions	MSRvid	2012test	274	none	none	An orangutan is riding a bus.	A monkey is riding on a bus.	3.6
2235	2238	main-forum	deft-forum	2014	238	none	none	My parents have told me it is bad for you.	My Sheriff has told me its bad for you.	2.8
2716	2731	main-news	MSRpar	2012test	431	none	none	A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building.	Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building.	3.2
4931	4974	main-news	headlines	2015	49	none	none	Renowned Spanish flamenco guitarist Paco De Lucia dies	Spanish flamenco guitarist Paco de Lucia dies at 66	4.6
1650	1650	main-captions	images	2015	469	none	none	A dog leaping over a hurdle.	A dog leaps over the hurdle.	4.8
1932	1932	main-captions	images	2015	1308	none	none	Two people holding hands and walking in a field.	Two men walking past a mural of a car.	1.2
2658	2673	main-news	MSRpar	2012test	352	none	none	Gillette shares rose $1.45, or 4.5 percent, to $33.95 in afternoon New York Stock Exchange trading.	Shares of Gillette closed down 45 cents at $33.70 in trading Wednesday on the New York Stock Exchange.	2.0
115	115	main-captions	MSRvid	2012test	167	none	none	A woman is using a sewing machine.	A woman is sewing on a machine.	5.0
3178	3204	main-news	MSRpar	2012train	399	none	none	According to market research from The NPD Group, the number of people downloading music dropped from 14.5 million in April to 10.4 million in June.	The number of households acquiring music fell from a high of 14.5 million in April to 12.7 million in May and 10.4 million in June, according to NPD.	3.5
4436	4479	main-news	headlines	2014	164	none	none	Jesse Jackson Jr. and wife to plead guilty to fraud	Jesse Jackson Jr., Wife to Plead Guilty to Fraud	4.6
963	963	main-captions	MSRvid	2012train	693	none	none	A dog is running around a yard.	A black pet dog runs around in the garden of a house.	3.2
2789	2813	main-news	MSRpar	2012test	553	none	none	A statement released by DEI said Green would begin driving the car on an interim basis beginning next week in the Winston Open at Lowe's Motor Speedway.	It was announced that Green will replace Park in the Dale Earnhardt Inc. No. 1 Chevrolet, beginning with the Winston Open at Lowe's Motor Speedway next week.	3.25
5102	5145	main-news	headlines	2015	485	none	none	Egypt poll: 98 per cent vote 'yes' for new constitution	Egypt holding key vote on constitution	2.4
2963	2987	main-news	MSRpar	2012train	50	none	none	So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.	So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.	3.75
5260	5303	main-news	headlines	2015	867	none	none	US seeks to reassure wary Gulf allies over Iran deal	Hagel seeks to reassure jittery Gulf allies after Iran deal	4.0
1941	1941	main-captions	images	2015	1332	none	none	A young woman leans over her plate at a meal.	A young woman, topless except for paint or mud.	0.8
1421	1421	main-captions	images	2014	626	none	none	A large jet on the ground at the airport.	A large airplane parked at the airport at night.	3.6
2568	2577	main-news	MSRpar	2012test	212	none	none	Further out the curve, the benchmark 10-year note US10YT=RR shed 25/32 in price, taking its yield to 3.26 percent from 3.17 percent.	Early Wednesday, the benchmark 10-year US10YT=RR had lost 16/32 in price, driving its yield up to 3.33 percent from 3.26 percent late Tuesday.	3.0
3505	3548	main-news	deft-news	2014	98	none	none	syria denies having an undeclared nuclear program.	syria denies the existence of an undeclared nuclear program.	5.0
5396	5439	main-news	headlines	2015	1216	none	none	Margaret Thatcher dies after stroke	Margaret Thatcher dies at 87	4.2
4944	4987	main-news	headlines	2015	83	none	none	Iraqi Bomb Attacks Kill At Least 13	Iraqi Car Bomb Near Church Kills At Least 14	3.0
1836	1836	main-captions	images	2015	1037	none	none	Two constructions workers sit on a beam taking a break.	The man is putting on his shirt near an elevator.	0.0
2414	2417	main-forum	deft-forum	2014	417	none	none	lol Looking forward to seeing your built-in's!	Look forward to seeing it!	1.8
2722	2737	main-news	MSRpar	2012test	438	none	none	Congress twice before passed similar restrictions only to see President Bill Clinton veto them.	Congress twice passed similar bills, but then-President Clinton vetoed them both times.	4.6
539	539	main-captions	MSRvid	2012train	70	none	none	Someone is boiling okra in a pot.	Someone is cooking okra in a pan.	4.4
1672	1672	main-captions	images	2015	517	none	none	Two dogs playing with a ball in a puddle.	Two dogs stand in a puddle, and one has a yellow tennis ball.	3.8
1906	1906	main-captions	images	2015	1226	none	none	A white dog with red ears is running in the snow.	a wet black dog with a red collar is in the river	0.6
4474	4517	main-news	headlines	2014	207	none	none	Venezuela's Hugo Chavez dies of cancer	Hugo Chavez: Venezuelan officials for unity	1.8
707	707	main-captions	MSRvid	2012train	306	none	none	A woman is cutting a squash.	A woman is cutting big pepper.	2.2
5174	5217	main-news	headlines	2015	662	none	none	Birthday of DPRK to Be Celebrated in Peru	Curiosity Rover Celebrates 1 Year on Mars	0.4
2886	2910	main-news	MSRpar	2012test	688	none	none	On Saturday, a 149mph serve against Agassi equalled Rusedski's world record.	On Saturday, Roddick equalled the world record with a 149 m.p.h. serve in beating Andre Agassi.	3.5
331	331	main-captions	MSRvid	2012test	496	none	none	A man is dieing in an operating room.	A man is kissing a woman in stage.	0.4
3476	3519	main-news	deft-news	2014	69	none	none	abuja is the capital of	tskhinvali is the capital of georgia.	0.8
2348	2351	main-forum	deft-forum	2014	351	none	none	Classical Gas We are all vessels filled with many wonders.	Time of the Season by the Zombies We are all vessels filled with many wonders.	2.4
5619	5662	main-news	headlines	2016	900	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	US Attorney General Holder resigns	Attorney General Eric Holder to Resign	5.0
5489	5532	main-news	headlines	2015	1458	none	none	Pakistani Taliban chief killed in US drone strike	Funeral for Pakistan Taliban chief 'set to take place'	1.6
