	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
935	935	main-captions	MSRvid	2012train	647	none	none	The man rode his motorcycle down the highway.	A person is driving a motorcycle on a road.	3.75
1308	1308	main-captions	images	2014	448	none	none	a train rides on his tracks.	The train comes down the track, between two rows of trees.	3.0
4674	4717	main-news	headlines	2014	457	none	none	Maldives holds fresh election for president	Maldives holds fresh presidential election	4.6
4142	4185	main-news	headlines	2013	542	none	none	Ryanair in new bid for Aer Lingus	Ryanair chief hails report findings	1.2
2808	2832	main-news	MSRpar	2012test	577	none	none	"Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy ""could very well be embarking on a period of extended growth""."	"Greenspan told Congress on Tuesday the U.S. economy ""could very well be embarking on a period of sustained growth""."	3.2
5247	5290	main-news	headlines	2015	837	none	none	Prime Minister to seek nuclear deal, investments during Japan visit	Manmohan hopes to clinch nuclear deal with Japan	3.0
4527	4570	main-news	headlines	2014	277	none	none	Obama declares health care law is working	Obama pledges to make new health care law work	3.0
4210	4253	main-news	headlines	2013	625	none	none	Inflation falls to 15-month low: what the analysts say	Inflation falls to 15-month low	4.6
150	150	main-captions	MSRvid	2012test	221	none	none	A woman cracks two eggs into a glass bowl.	A woman is cracking an egg into a bowl.	3.8
2758	2782	main-news	MSRpar	2012test	506	none	none	SARS has killed 296 people on China's mainland and infected more than 5,200.	Throughout China's mainland, the disease has killed 300 people and infected more than 5,270.	3.2
1477	1477	main-captions	images	2014	716	none	none	sheep standing in afield.	A large dog stands next to a sheep in a field.	2.8
3084	3110	main-news	MSRpar	2012train	242	none	none	The army said the raid, which comes just days after Israeli troops shot and killed Abdullah Kawasme, the Hamas leader in the city, targeted militants in Hamas.	The arrests came just days after Israeli troops shot and killed Abdullah Kawasme, the militant group's leader in Hebron.	3.0
1754	1754	main-captions	images	2015	774	none	none	A small boy in a bathrobe is sitting in a metal chair.	A boy in a robe sits in a chair.	4.2
4321	4364	main-news	headlines	2014	20	none	none	100 killed in new Darfur tribal clashes	'9 Dead' in New Darfur Tribal Clash	2.8
5629	5672	main-news	headlines	2016	972	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Sierra Leone in Ebola lockdown	Sierra Leone Reaches Final Day of Ebola Lockdown	3.0
4299	4342	main-news	headlines	2013	742	none	none	74 dead in Egypt soccer violence	At least 73 die in Egyptian soccer pitch invasion	3.2
3814	3857	main-news	headlines	2013	134	none	none	Strong earthquake hits Mexico	Strong earthquake strikes near Acapulco	3.6
3122	3148	main-news	MSRpar	2012train	291	none	none	Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.	Shares jumped almost 7 percent in pre-open trading, rising to $18.26 from $17.05 at Tuesday's close.	2.5
3024	3048	main-news	MSRpar	2012train	136	none	none	The figures are becoming catastrophic, said Dr. Patrick Pelloux, the president of the association of emergency room physicians.	"This is unacceptable,"" said Patrick Pelloux, the president of France's Association of Emergency Doctors."	2.5
3855	3898	main-news	headlines	2013	184	none	none	Islamist Morsi Wins Egypt's Presidential Election	Al-Shater to run in presidential election in Egypt	1.0
123	123	main-captions	MSRvid	2012test	182	none	none	A man is spinning.	A man is dancing.	1.6
4297	4340	main-news	headlines	2013	740	none	none	DR Congo rebels kill park rangers	Rebels kill two park rangers in eastern Congo	4.0
4942	4985	main-news	headlines	2015	77	none	none	Gunmen Kill Eight In Second Kenya Attack	Gunmen 'Kill 15' In Second Kenya Attack	3.0
974	974	main-captions	MSRvid	2012train	706	none	none	The lady put the dried noodles in the hot water to cook.	A woman places a container of noodles in a pan of water.	4.333
2172	2175	main-forum	deft-forum	2014	175	none	none	No Thatcherite can ever call themselves a libertarian.	Ergo it offends me when Thatcherites call themselves libertarian.	2.4
2243	2246	main-forum	deft-forum	2014	246	none	none	Mann's work was all about math.	Mann's work and the HS was all about Tree rings.	1.6
4339	4382	main-news	headlines	2014	42	none	none	Schumacher in a coma after ski accident	Michael Schumacher still in a coma fighting for his life following skiing accident	4.0
3053	3077	main-news	MSRpar	2012train	183	none	none	Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe.	Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.	4.25
2514	2523	main-news	MSRpar	2012test	122	none	none	After 26 hours of surgery and a year of anticipation, the boys were separated Sunday at Children's Medical Center of Dallas.	Two-year-old Egyptian twin boys, born with their heads conjoined, have been separated after 26 hours of surgery at the Children's Medical Centre in Dallas.	3.2
2244	2247	main-forum	deft-forum	2014	247	none	none	I'm so sorry to hear this Kelly.	I'm so sorry, Kelly.	4.0
4502	4545	main-news	headlines	2014	245	none	none	Egyptians vote on divisive constitution	Egyptians vote on constitution change	4.0
1382	1382	main-captions	images	2014	565	none	none	A wooden bicycle with an awning.	A group of elderly people sitting around a dining table.	0.0
5394	5437	main-news	headlines	2015	1211	none	none	Many dead as asylum boat sinks off Australia	Mandela spends third day in hospital	0.0
3543	3586	main-news	deft-news	2014	136	none	none	saferworld team leader on transfer controls and small arms roy isbister stated-- the eu embargo prohibits direct or indirect supply of military equipment for use in myanmar.	saferworld team leader on transfer controls and small arms roy isbister stated that -- the eu embargo explicitly states that no military equipment should be supplied either directly or indirectly for use in myanmar.	5.0
3504	3547	main-news	deft-news	2014	97	none	none	the number of executions increased in iran last year amid a campaign that is aimed at improving security in society.	the number of executions increased dramatically in 2007 amid a campaign which iranian authorities state is aimed at improving security in society.	3.4
1571	1571	main-captions	images	2015	232	none	none	a boy jumps into the blue pool water.	The young boy is jumping into the pool on his belly.	3.4
505	505	main-captions	MSRvid	2012train	27	none	none	A woman is frying a food.	A woman is deep frying food.	4.25
5667	5710	main-news	headlines	2016	1246	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Kranjcar leaves it late to rescue QPR against Moses-inspired Stoke	Harry Kane leaves it late to rescue a point for Tottenham Hotspur	0.0
132	132	main-captions	MSRvid	2012test	195	none	none	A man and woman are driving down the street in a jeep.	A man and woman are driving down the road in an open air vehicle.	4.0
1805	1805	main-captions	images	2015	918	none	none	A man on a bike nest to a river.	A man on a bike does a very high jump.	1.2
4639	4682	main-news	headlines	2014	408	none	none	At least 45 killed in Spain train crash	At least 13 killed in triple car bombings in Iraq's Diyala	1.0
18	18	main-captions	MSRvid	2012test	28	none	none	A cat is rubbing against baby's face.	A cat is rubbing against a baby.	3.8
5261	5304	main-news	headlines	2015	869	none	none	Ukraine hosts ‚Äėunity talks‚Äô	Pope hits out at ‚Äėwar to sell arms‚Äô in Syria	0.0
3703	3746	main-news	deft-news	2014	296	none	none	iguaran stated that the detainees will be accused of homicide, criminal collaboration, kidnappings and the funding of terrorism.	iguaran stated that the detainees were also involved in the murders of police members of an anti-kidnapping group.	3.8
2168	2171	main-forum	deft-forum	2014	171	none	none	There is no more egg cell post-fertilization.	There is no more sperm cell.	2.4
409	409	main-captions	MSRvid	2012test	618	none	none	A woman is swimming in the beach.	A woman splashes around in the ocean's waves.	3.2
1257	1257	main-captions	images	2014	376	none	none	There are several sheared sheep in a pen.	Three white sheep in an enclosure.	2.4
5701	5744	main-news	headlines	2016	1456	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Severe Gales As Storm Clodagh Hits Britain	Merkel pledges NATO solidarity with Latvia	0.0
5056	5099	main-news	headlines	2015	368	none	none	Iran excluded from Syria peace talks: UN	Many killed in Syrian air strike	0.4
392	392	main-captions	MSRvid	2012test	594	none	none	A person is adding food in a pan.	A woman puts rice into a pan.	3.0
2691	2706	main-news	MSRpar	2012test	395	none	none	The vulnerability affects Windows NT 4.0, NT 4.0 Terminal Services Edition, XP and 2000, as well as Windows Server 2003.	Microsoft issued a patch for the vulnerability, which affects Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP and Windows Server 2003.	2.75
3678	3721	main-news	deft-news	2014	271	none	none	both tajikistan and uzbekistan share a border with afghanistan and have experienced raids by taliban-backed islamic militants in recent years.	neighboring kyrgyzstan has also experienced raids by taliban-backed islamic militants in recent years.	1.8
2387	2390	main-forum	deft-forum	2014	390	none	none	Zimmerman says that he was sucker punched by his car.	"His ""friends"" say that he was confronted by his car."	2.4
4141	4184	main-news	headlines	2013	541	none	none	Japan closes last nuclear reactor	Japan switches off last nuclear power plant this weekend	4.2
1494	1494	main-captions	images	2014	743	none	none	A small cat laying on a wooden beam looking up at the camera.	The small dog is wearing a sweater and looking up at the camera.	0.8
1244	1244	main-captions	images	2014	359	none	none	Two cows standing in a large field.	Horse standing in a field.	1.6
2204	2207	main-forum	deft-forum	2014	207	none	none	I didn't say we had gotten soft since / Rand.	I said YOU had gotten soft.	1.2
2429	2432	main-forum	deft-forum	2014	432	none	none	Cone threw an  game.	Addie Joss Cone threw an  game.	4.2
2183	2186	main-forum	deft-forum	2014	186	none	none	h and i both read the books and thought the movie moved so quickly.	I haven't read the books, but I saw the movie today.	3.0
2451	2454	main-news	MSRpar	2012test	8	none	none	In afternoon trading in Europe, France's CAC-40 advanced and Britain's FTSE 100 each gained 0.7 percent, while Germany's DAX index rose 0.6 percent.	In Europe, France's CAC-40 rose 1.3 percent, Britain's FTSE 100 declined 0.2 percent and Germany's DAX index gained 0.6 percent.	2.0
2611	2620	main-news	MSRpar	2012test	272	none	none	I don't know if the person I'm talking to now may end up being someone else at another time that may not follow the rules, Parrish said.	I don't know whether the person I'm talking to now may end up being someone else, Parrish said.	3.4
2322	2325	main-forum	deft-forum	2014	325	none	none	Charlie Rangel Censured Did anyone see the footage of this?	Did anyone see the footage of this?	3.0
5244	5287	main-news	headlines	2015	830	none	none	Kerry's plan for restarting talks calls for release of 103 Palestinian inmates	Kerry plan to include prisoner release, settlement freeze	3.4
3366	3394	main-news	MSRpar	2012train	672	none	none	The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.	The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds.	4.8
715	715	main-captions	MSRvid	2012train	315	none	none	A man is diving into a swimming pool.	A man is singing into a microphone.	0.667
5177	5220	main-news	headlines	2015	668	none	none	Australia leader ousted in snap leadership vote	Australian PM Gillard ousted in leadership vote	4.0
1113	1113	main-captions	images	2014	155	none	none	A potted plant in sunlight from a window.	A potted plant with only a few sprouting.	2.8
4968	5011	main-news	headlines	2015	135	none	none	Lebanon's PM forms 'unity cabinet' Lebanon's prime minister has formed a cabinet more than 10 months after taking office, taking in a wide range of political groups after bridging serious divisions am	BEIRUT: Lebanon's prime minister formed a cabinet more than 10 months after taking office yesterday, including a wide range of political groups after bridging serious divisions among them mostly over	4.6
5430	5473	main-news	headlines	2015	1302	none	none	Doha gas blast kills 12, injures dozens	Syria missile kills 26, including 8 kids	0.6
2776	2800	main-news	MSRpar	2012test	531	none	none	NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade.	Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.	3.2
204	204	main-captions	MSRvid	2012test	298	none	none	A woman holds a kangaroo.	A woman is picking up a kangaroo.	3.25
1051	1051	main-captions	images	2014	70	none	none	Black and white photo of couch with purse at one end.	a black and white photo of a cow under a tree.	0.0
4318	4361	main-news	headlines	2014	17	none	none	Palestinians clash with Israeli forces in West Bank, Jerusalem	Palestinians clash with security forces in W. Bank	4.2
3801	3844	main-news	headlines	2013	119	none	none	Capello quits as England manager	Capello resigns as England manager	5.0
1850	1850	main-captions	images	2015	1078	none	none	Two females jump off of swings.	Two girls jump out of swings.	4.6
4032	4075	main-news	headlines	2013	403	none	none	String of Iraq blasts kills at least 32	Strong Italy Quake Kills at Least Six	0.0
