	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
846	846	main-captions	MSRvid	2012train	516	none	none	A large bird standing on a table picks up a plastic glass containing liquid and places it in a bowl of something.	A bird picks up a plastic cup containing a liquid with it's beak and puts the cup into a bowl.	3.5
5019	5062	main-news	headlines	2015	270	none	none	Wreckage of Air Algerie plane carrying 116 people found in Mali	Wreckage from AirAlgerie flight AH5017 found in Mali	3.4
3686	3729	main-news	deft-news	2014	279	none	none	executive director of the arms control association in washington daryl kimball stated that-- the iaea report is 1 in a series of bad signs.	executive director of the arms control association in washington daryl kimball stated the israeli document could affect the debate over india.	3.6
1631	1631	main-captions	images	2015	399	none	none	Two women contestants are walking their dogs in a dog show.	Two women walk there dogs at a dog show.	4.8
2733	2757	main-news	MSRpar	2012test	466	none	none	When police removed the four from the home, they weighed 136 pounds combined.	Each boy weighed less than 50 pounds when they were removed from the home Oct. 10.	3.0
4188	4231	main-news	headlines	2013	601	none	none	Anti-Putin protesters form human chain in Moscow	Anti-Putin protesters form human chain	3.8
3983	4026	main-news	headlines	2013	344	none	none	Romanian president declared victory	Chinese president concludes state visit to Denmark	0.6
3694	3737	main-news	deft-news	2014	287	none	none	the resolution requires all 192 united nations member states to adopt laws to prevent terrorists, black marketeers and other non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons or the materials to make them.	resolution 1540 requires all countries to adopt laws to prevent non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons, the materials to make them, and the missiles and other systems to deliver them.	3.6
1487	1487	main-captions	images	2014	730	none	none	A person sitting on a motorcycle while a man stands by.	A man stands next to a helmeted man on a motorcycle in an empty parking lot.	3.0
5393	5436	main-news	headlines	2015	1210	none	none	D.C. Votes to Decriminalize Marijuana	DC votes to decriminalize pot	5.0
1185	1185	main-captions	images	2014	271	none	none	Two brown horses standing in grassy field.	Two men sailing in a small sailboat.	0.0
309	309	main-captions	MSRvid	2012test	461	none	none	A man is playing a violin.	A woman is using a sewing machine.	0.0
1375	1375	main-captions	images	2014	556	none	none	A double decker bus drives on a city street.	A red double decker bus driving down a street.	3.6
1070	1070	main-captions	images	2014	96	none	none	The black and white bull is looking at the camera.	A black and white dog looking at the camera.	2.0
5686	5729	main-news	headlines	2016	1330	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	North Korea to put US citizen on trial	N Korea hit with new US sanctions	2.0
4259	4302	main-news	headlines	2013	689	none	none	Spain jobless rate hits new high	Spain's jobless claims hit new high	4.2
1950	1950	main-captions	images	2015	1350	none	none	A brown dog is splashing water everywhere by shaking the water off of itself.	A white dog is standing by a river shaking himself dry.	2.4
3413	3456	main-news	deft-news	2014	6	none	none	fulvio berghella stated that the digital worm named sq hell was particularly virulent and replicated itself at the rate of 8000 times an hour.	fulvio berghella stated that the digital worm named sq hell has a very high capacity to replicate itself and the digital worm named sq hell is slowing down the poste italiane computer network and making some computers inoperable.	3.6
5213	5256	main-news	headlines	2015	757	none	none	Malaysians vote in polls for stability or change	Malaysia elections: Malaysians vote with power at stake for first time	3.4
1718	1718	main-captions	images	2015	666	none	none	Many people run in a race on a street.	A puppy running along a street.	1.0
4349	4392	main-news	headlines	2014	57	none	none	California wildfire: 1,900 on the lines as firefighters labor to limit damage (+video)	California wildfire grows but officials say fire crews making progress	3.8
2324	2327	main-forum	deft-forum	2014	327	none	none	That's just not how legal briefs are written.	That just isn't how legal reasoning works.	3.2
5224	5267	main-news	headlines	2015	780	none	none	Cyclone leaves trail of destruction in India	Cyclone Phailin evacuation kept Indian villagers alive	2.4
2963	2987	main-news	MSRpar	2012train	50	none	none	So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.	So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.	3.75
4262	4305	main-news	headlines	2013	695	none	none	Civilian, defector killed in Syria, says NGO	Syria gunmen kill three Syrian officers: NGO	1.0
5509	5552	main-news	headlines	2016	12	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Driver backs into stroller with child, drives off	Driver backs into mom, stroller with child then drives off	4.0
4850	4893	main-news	headlines	2014	677	none	none	Obama cancels Moscow meeting with Putin	Obama canceled meeting with Putin	4.0
4056	4099	main-news	headlines	2013	433	none	none	4 French Soldiers Reported Killed in Afghanistan	British Soldier Killed In Afghanistan	1.0
2599	2608	main-news	MSRpar	2012test	256	none	none	Their contract will expire at 12:01 a.m. Wednesday instead of 12:01 a.m. Sunday, said Rian Wathen, organizing director for United Food and Commercial Workers Local 700.	It has outraged the membership, said Rian Wathen, organizing director of United Food and Commercial Workers Local 700.	2.5
3154	3180	main-news	MSRpar	2012train	357	none	none	He said the attackers left behind leaflets urging staff at the Ishtar Sheraton to stop working at the hotel and demanding U.S. forces leave Iraq.	He said the attackers left behind leaflets urging workers at the Ishtar Sheraton to stop working at the hotel.	3.0
5364	5407	main-news	headlines	2015	1133	none	none	World’s largest building opened in west China	Italy’s centre-left splinters in presidential vote	0.0
3937	3980	main-news	headlines	2013	284	none	none	U.N. observer patrol arrives at Syria massacre site	UN observers reach Syria massacre village	4.4
338	338	main-captions	MSRvid	2012test	503	none	none	The little girl played on the grass with a dog and a ball.	A baby plays with a dog and ball.	3.8
5130	5173	main-news	headlines	2015	546	none	none	Colorado wildfire destroys more than 90 homes as winds worsen	Colorado wildfire may be biggest property destroyer in state history	3.6
1820	1820	main-captions	images	2015	979	none	none	A dog in the snow.	Two dogs in snow.	3.0
3138	3164	main-news	MSRpar	2012train	324	none	none	The 51-year-old nurse worked at North York General Hospital, the epicentre of the latest outbreak.	Emile Laroza, 51, contracted SARS while working as a nurse at North York General Hospital, the epicentre of the second SARS outbreak.	3.0
5487	5530	main-news	headlines	2015	1448	none	none	British Nobel-Winning Author Doris Lessing Dies	Nobel Prize winning author Doris Lessing dies	4.2
2919	2943	main-news	MSRpar	2012test	731	none	none	Toll, Australia's second-largest transport company, last week offered NZ75 a share for Tranz Rail.	Toll last week offered to buy the company for NZ75c a share, or $NZ158 million.	3.5
5036	5079	main-news	headlines	2015	308	none	none	China's Peace Ark departs for the Philippines Thursday	China sends aid team to Philippines	4.0
2410	2413	main-forum	deft-forum	2014	413	none	none	It's about the baggage attached.	It's not the same thing.	0.0
3680	3723	main-news	deft-news	2014	273	none	none	the gang engaged in illegal activities including racketeering, blackmail, arms smuggling, cigarette smuggling and money laundering and allegedly used proceeds to fund terrorist groups in chechnya.	the dans stated the gang engaged in illegal activities including racketeering, blackmail, arms smuggling, cigarette smuggling and money laundering.	3.0
3230	3257	main-news	MSRpar	2012train	473	none	none	In January 2000, notebooks represented less than 25 percent of sales volume.	That compares with January 2000, when laptops represented less than 25 percent of sales volume, NPD said.	4.0
3876	3919	main-news	headlines	2013	207	none	none	Nadal tumbles into French Open final	Nadal through to seventh French Open final	4.0
185	185	main-captions	MSRvid	2012test	273	none	none	The man is eating pizza.	A man is eating a slice of pizza.	4.8
991	991	main-captions	MSRvid	2012train	732	none	none	A monkey is karate kicking at someone's gloved hand.	A monkey pratices martial arts.	3.5
3367	3395	main-news	MSRpar	2012train	673	none	none	The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.	The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.	0.6
3959	4002	main-news	headlines	2013	314	none	none	Palestinians: 2 Gaza militants killed in Israeli airstrike on coastal strip	Officials: Gaza man killed in Israeli airstrike (AP)	3.0
1726	1726	main-captions	images	2015	683	none	none	Man standing on top of jagged rocks near the ocean.	A man is standing on top of rocks overlooking the ocean.	4.6
5474	5517	main-news	headlines	2015	1413	none	none	US delays missile test as tensions rise	William Hague: US decision to halt missile test 'sensible'	3.4
2890	2914	main-news	MSRpar	2012test	693	none	none	"Mr. Bankhead said the crime scenes indicated that the killer was ""very methodical."""	GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical.	4.0
4194	4237	main-news	headlines	2013	609	none	none	Libya PM names new cabinet after protests over original	Libyan assembly rejects new cabinet, dismisses PM	1.2
3092	3118	main-news	MSRpar	2012train	254	none	none	The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.	The arm was kept in a separate room, but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.	4.0
2802	2826	main-news	MSRpar	2012test	569	none	none	"One question was whether France, which infuriated Washington by leading the charge against U.N. authorization for the war, would vote ""Yes"" or abstain."	France, which infuriated Washington by leading the charge against U.N. approval for the war, also sought changes.	3.0
3907	3950	main-news	headlines	2013	247	none	none	12 killed in Gaza in Israeli airstrikes	Ictu, Ibec in move on airline strike	0.4
3194	3220	main-news	MSRpar	2012train	423	none	none	The currency briefly weakened slightly on Monday to trade at 55.34/39, not far from its record low of 55.75.	The currency briefly weakened on Monday morning but rebounded to trade at 55.25/29, little changed from Friday.	2.25
3327	3355	main-news	MSRpar	2012train	624	none	none	"Halliburton on Tuesday reiterated its contention that KBR had ""delivered fuel to Iraq at the best value, the best price and the best terms""."	We believe KBR delivered fuel to Iraq at the best value, the best price and the best terms, Halliburton spokeswoman Wendy Hall said.	4.0
4082	4125	main-news	headlines	2013	464	none	none	Pakistan begins demolition of bin Laden compound	Pakistan demolishes Osama bin Laden hideout	2.8
4323	4366	main-news	headlines	2014	22	none	none	12 killed in bus accident in Pakistan	10 killed in road accident in NW Pakistan	3.2
4177	4220	main-news	headlines	2013	587	none	none	Kuwait: Activists storm Syrian embassy; two injured	Activists storm Syria embassy in Kuwait	3.4
886	886	main-captions	MSRvid	2012train	573	none	none	A woman is applying cosmetics to her face.	A woman is putting on makeup.	4.6
594	594	main-captions	MSRvid	2012train	149	none	none	A man is playing a guitar and singing.	A man is playing a guitar.	3.2
1405	1405	main-captions	images	2014	601	none	none	A living room with a dining table in the background.	View of a living room with a dining room in the background.	4.2
147	147	main-captions	MSRvid	2012test	215	none	none	A man is walking slowly across a rope bridge.	A boy is walking across a bridge.	3.0
