	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2511	2520	main-news	MSRpar	2012test	119	none	none	My judgment is 95 percent of that information should be declassified, become uncensored, so the American people would know.	"My judgment is 95 percent of that information could be declassified, become uncensored so the American people would know,"" Mr. Shelby said on NBC's ""Meet the Press."""	3.4
2017	2020	main-forum	deft-forum	2014	20	none	none	My parents have told me it is bad for you.	My teachers have told me it is bad for you.	2.8
5058	5101	main-news	headlines	2015	381	none	none	Canada train plot suspects reject charges	Canadians released in Egypt, not yet heading home	1.0
5446	5489	main-news	headlines	2015	1357	none	none	Abdullah Widens Lead in Afghan Presidential Poll	Explosions heard near Afghan presidential palace	1.0
2438	2441	main-forum	deft-forum	2014	441	none	none	Specifically a Baptist.	Specifically Gnostic.	1.2
4909	4952	main-news	headlines	2014	746	none	none	Egypt ministry again urges end to pro-Morsi protests	Egypt: Child killed in Cairo clashes after pro-Morsi protest	2.8
714	714	main-captions	MSRvid	2012train	314	none	none	A man is being put into an abulance.	A man is pouring pasta onto a plate.	0.0
1605	1605	main-captions	images	2015	336	none	none	A girl in orange lights a candle.	A girl in an orange shirt lights candles.	4.0
1988	1988	main-captions	images	2015	1475	none	none	Girl stands in subway waiting on something.	A girl stands in a dimly lit area.	2.0
1804	1804	main-captions	images	2015	909	none	none	A man on skis on a snow-covered hill with mountains in the background	A dog enjoys a romp in the water with mountains and sand in the background.	0.6
3914	3957	main-news	headlines	2013	256	none	none	China stocks open flat Monday	Chinese stocks open mixed Wednesday	1.4
209	209	main-captions	MSRvid	2012test	307	none	none	A man is mowing a lawn.	A woman is cutting a lemon.	0.2
3925	3968	main-news	headlines	2013	271	none	none	Santorum Romping To Minnesota Victory	Santorum wins Kansas caucuses	1.0
2211	2214	main-forum	deft-forum	2014	214	none	none	I thought that was mostly just the Dutch.	It is mostly just the Dutch.	4.0
851	851	main-captions	MSRvid	2012train	521	none	none	A person is riding a jetski in the waves.	A woman is riding a seadoo.	2.0
3246	3273	main-news	MSRpar	2012train	499	none	none	AirTran officials and a Boeing official declined to comment yesterday.	Trish York, a spokeswoman for Boeing, declined to comment on the deal.	4.0
752	752	main-captions	MSRvid	2012train	367	none	none	Two boys are talking on the phone.	A woman is talking on a telephone.	1.8
4780	4823	main-news	headlines	2014	591	none	none	Ex-Virginia governor Bob McDonnell charged with corruption	Virginia's ex-Gov. Bob McDonnell, wife charged with corruption	3.8
1911	1911	main-captions	images	2015	1245	none	none	An owl has its wings up and widespread during the day.	The bird has its wings spread as it flies.	2.4
1413	1413	main-captions	images	2014	614	none	none	A bicycle is parked by a shop.	A green bike parked outside a book store.	3.8
2552	2561	main-news	MSRpar	2012test	189	none	none	But the FBI never kept tabs on al-Bayoumi - even though it had received information that he was a Saudi agent, the document says.	But the bureau never kept tabs on al-Bayoumi—despite receiving prior information he was a secret Saudi agent, the report says.	4.75
2908	2932	main-news	MSRpar	2012test	718	none	none	Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.	Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury.	4.6
762	762	main-captions	MSRvid	2012train	382	none	none	A woman is cutting flowers.	A man is holding huge sunflowers.	1.0
399	399	main-captions	MSRvid	2012test	603	none	none	A person peels shrimp.	The lady peeled the shrimp.	3.5
2467	2470	main-news	MSRpar	2012test	37	none	none	He was also expected to visit Yemen and Bahrain during his tour of the region.	Khatami, who arrived in Beirut Monday, was also to visit Syria, Yemen and Bahrain.	3.4
4539	4582	main-news	headlines	2014	290	none	none	Exclusive-UPDATE 2-Egypt pro-Mursi alliance signals flexibility in talks	EXCLUSIVE-UPDATE 1-Egypt pro-Mursi alliance signals flexibility in talks	4.6
4046	4089	main-news	headlines	2013	420	none	none	'Scores of bodies' found in Syria	Eight more bodies found on ship	1.4
2599	2608	main-news	MSRpar	2012test	256	none	none	Their contract will expire at 12:01 a.m. Wednesday instead of 12:01 a.m. Sunday, said Rian Wathen, organizing director for United Food and Commercial Workers Local 700.	It has outraged the membership, said Rian Wathen, organizing director of United Food and Commercial Workers Local 700.	2.5
355	355	main-captions	MSRvid	2012test	528	none	none	A man is riding a horse and jumping over obstacles.	A man is kicking a soccer ball.	0.333
3417	3460	main-news	deft-news	2014	10	none	none	the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia.	the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.	4.6
2737	2761	main-news	MSRpar	2012test	471	none	none	In 2001, President Bush named Kathy Gregg to the Student Loan Marketing Association board of directors.	In 2001, President Bush named her to the Student Loan Marketing Association, the largest U.S. lender for students.	3.231
3026	3050	main-news	MSRpar	2012train	138	none	none	The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.	The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.	4.0
2072	2075	main-forum	deft-forum	2014	75	none	none	Should I just tell her how I feel?	Should I just wait it out and see how it goes?	2.2
2781	2805	main-news	MSRpar	2012test	540	none	none	Druce will face murder charges, Conte said.	Conte said Druce will be charged with murder.	5.0
1769	1769	main-captions	images	2015	821	none	none	Two little girls are playing on a trampoline.	Two little boys are playing on a playground.	1.4
4826	4869	main-news	headlines	2014	645	none	none	Snowden thanks Russia for asylum	Snowden thanks Russia for granting asylum	5.0
2647	2662	main-news	MSRpar	2012test	334	none	none	Standing with reporters and photographers about 150 yards from the prison gates was Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.	The whole thing is a travesty, fumed Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.	1.5
1838	1838	main-captions	images	2015	1040	none	none	A black, brown and white dog running through a field.	A white and brown dog runs in a field.	2.83
4300	4343	main-news	headlines	2013	743	none	none	Unrest in tense Nigeria leaves at least 95 dead	Southwest China quakes kill at least 50	0.2
578	578	main-captions	MSRvid	2012train	123	none	none	A man is running.	A man is dancing.	1.25
829	829	main-captions	MSRvid	2012train	491	none	none	A girl is eating a cupcake.	A man is playing a trumpet.	0.0
3807	3850	main-news	headlines	2013	125	none	none	The Note's Must Reads for Wednesday July 4, 2012	The Note's Must-Reads for Wednesday, May 30, 2012	2.0
3675	3718	main-news	deft-news	2014	268	none	none	this is particularly true in the poorest countries.	this was particularly after ethiopia withdraws its forces.	0.4
4380	4423	main-news	headlines	2014	96	none	none	Dolce and Gabbana convicted of tax evasion	Dolce and Gabbana Fined in Italian Tax Case	3.0
2436	2439	main-forum	deft-forum	2014	439	none	none	Do you notice the nonsensical things you are saying?	And to be fair, do you notice the nonsensical things you are saying?	4.57142857142857
4421	4464	main-news	headlines	2014	146	none	none	8 arrested after deadly Bangladesh building collapse	Workers protest after Bangladesh building collapse	2.2
5414	5457	main-news	headlines	2015	1266	none	none	Israel frees second group of Palestinian prisoners	Israel releases 26 Palestinian prisoners	3.8
3614	3657	main-news	deft-news	2014	207	none	none	do quy doan is a spokesman for the vietnamese ministry of culture and information.	grenell is spokesman for the u.s. mission to the united nations.	0.8
4399	4442	main-news	headlines	2014	120	none	none	Egypt increases security before pro-Morsi protests	Egypt bracing for massive protests	3.0
1807	1807	main-captions	images	2015	928	none	none	Two dogs are running on the grass.	Two dogs running in the dirt	3.6
5323	5366	main-news	headlines	2015	1025	none	none	Syrian opposition offers Assad truce in Homs for duration of Ramadan	Syrian opposition offers Assad's forces truce for duration of Ramadan	4.6
4768	4811	main-news	headlines	2014	576	none	none	Kenyan police arrest key Al-Shabaab recruiter, financier	Kenya: Pair Arrested By Anti-Terror Police	3.2
1665	1665	main-captions	images	2015	505	none	none	A wet child shivers under a towel at a pool.	A wet child is shivering in a towel in front of a pool.	4.6
3694	3737	main-news	deft-news	2014	287	none	none	the resolution requires all 192 united nations member states to adopt laws to prevent terrorists, black marketeers and other non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons or the materials to make them.	resolution 1540 requires all countries to adopt laws to prevent non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons, the materials to make them, and the missiles and other systems to deliver them.	3.6
4968	5011	main-news	headlines	2015	135	none	none	Lebanon's PM forms 'unity cabinet' Lebanon's prime minister has formed a cabinet more than 10 months after taking office, taking in a wide range of political groups after bridging serious divisions am	BEIRUT: Lebanon's prime minister formed a cabinet more than 10 months after taking office yesterday, including a wide range of political groups after bridging serious divisions among them mostly over	4.6
3433	3476	main-news	deft-news	2014	26	none	none	myanmar was formerly known as burma.	myanmar was formerly called burma.	5.0
1103	1103	main-captions	images	2014	143	none	none	A boat with four sails is sailing on water.	Sail boat sailing on the water.	3.6
3509	3552	main-news	deft-news	2014	102	none	none	shingarev said it is very difficult to make a nuclear weapon from the plutonium in this fuel.	donohue said it is very difficult to manipulate radioactive isotopes without leaving a trail.	0.6
836	836	main-captions	MSRvid	2012train	499	none	none	The man ran and jumped against the wall.	A man jumps into a wall.	3.4
2083	2086	main-forum	deft-forum	2014	86	none	none	that is not an answer.	no, it's not an answer.	4.8
2554	2563	main-news	MSRpar	2012test	192	none	none	He was released on $3-million bail and immediately returned to Las Vegas, where he had been filming a video.	After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video.	3.75
5028	5071	main-news	headlines	2015	289	none	none	Chinese News Agency Slams Delays in Search for Jet	Ten Chinese vessels on standby for jet search	3.2
3196	3222	main-news	MSRpar	2012train	425	none	none	On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.	On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.	3.75
1316	1316	main-captions	images	2014	461	none	none	A young girl riding a brown horse.	A woman in riding a brown horse.	3.8
4341	4384	main-news	headlines	2014	45	none	none	Bradley Cooper and JJ Abrams in talks about filming a Lance Armstrong biopic	Bradley Cooper in talks to play Lance Armstrong in biopic	4.0
4545	4588	main-news	headlines	2014	297	none	none	Meteorite hits central Russia, more than 500 people hurt	Meteorite hits central Russia, 400 hurt	3.0
4467	4510	main-news	headlines	2014	199	none	none	Alleged cop killer died from shot to head	Alleged cop killer died from gunshot	4.2
5127	5170	main-news	headlines	2015	543	none	none	Asian markets mixed on China trade data	Asian markets slump on central bank stimulus fears	1.4
2005	2008	main-forum	deft-forum	2014	8	none	none	War in the middle east.	A WAR in the middle east.	5.0
5082	5125	main-news	headlines	2015	437	none	none	Obama Urges Restraint from Israelis, Palestinians	Obama meets Israeli, Palestinian negotiators	1.8
533	533	main-captions	MSRvid	2012train	60	none	none	A woman is chopping broccoli.	A woman is chopping garlic.	2.6
