	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
322	322	main-captions	MSRvid	2012test	483	none	none	A man is mowing grass.	A man is busting concrete.	0.833
2290	2293	main-forum	deft-forum	2014	293	none	none	It's definitely NOT what it used to be.	voted Voted It's definitely NOT what it used to be.	4.0
5404	5447	main-news	headlines	2015	1234	none	none	Death toll in India building collapse hits 42	Toll from India building collapse hits 25	3.2
4947	4990	main-news	headlines	2015	89	none	none	Japan's opposition party chief criticizes Abe's economic policies	Zimbabwe‚Äôs opposition MDC party challenges Robert Mugabe‚Äôs election win	0.0
3426	3469	main-news	deft-news	2014	19	none	none	the african union has proposed a peacekeeping mission to help somalia's struggling transitional government stabilize somalia.	the african union has proposed a peacekeeping mission to aid the struggling transitional government in stabilizing somalia, particularly after the withdrawal of ethiopian forces.	3.6
4198	4241	main-news	headlines	2013	613	none	none	Cause of Whitney Houston's death could take weeks	Investigators seek answers to Whitney Houston's death	1.8
1893	1893	main-captions	images	2015	1199	none	none	a group of teenagers are jumping in the air on the beach.	A group of young people jump up in the air while on the beach.	4.8
1765	1765	main-captions	images	2015	807	none	none	A man riding a motorcycle while wearing a black uniform.	A white motorcycle is being ridden around a race track.	1.4
2237	2240	main-forum	deft-forum	2014	240	none	none	How would Martin not know that that was not the case?	How would Martin or anyone else know his intentions based on his actions?	2.4
2004	2007	main-forum	deft-forum	2014	7	none	none	The prices for everything you need have gone up due to inflation.	The prices of everything you own IE assets have gone down.	2.0
4595	4638	main-news	headlines	2014	358	none	none	UN says US drones violate Pakistan's sovereignty	UN: US drone strikes violate Pakistan's sovereignty	4.4
2182	2185	main-forum	deft-forum	2014	185	none	none	Alright just got in.	not well Alright just got in.	4.0
5442	5485	main-news	headlines	2015	1341	none	none	5 killed in S China road cave-in	02:41 156 killed in China earthquake	1.2
1444	1444	main-captions	images	2014	660	none	none	A white leather couch with a purse and throw blanket on it.	A television with a show on.	0.0
3514	3557	main-news	deft-news	2014	107	none	none	china has been praised by the international community for efforts to resolve the korean peninsula nuclear issue.	china has been praised especially by the asia-pacific states for efforts to resolve the korean peninsula nuclear issue.	4.2
2464	2467	main-news	MSRpar	2012test	33	none	none	It's the first such drill since the September 11 terrorist attacks on New York and Washington.	It is the nation's first large-scale counterterrorism exercise since the Sept. 11 terrorist attacks.	4.0
832	832	main-captions	MSRvid	2012train	495	none	none	A woman is squeezing some cucumber slices.	A woman is getting doused in green slime.	0.75
1110	1110	main-captions	images	2014	151	none	none	A motorcycle parked next to a car.	A BMW motorcycle parked between two cars.	3.0
1507	1507	main-captions	images	2015	32	none	none	A young girl holds up a peace sign.	A little girl holds onto a pole on a city street.	0.6
3189	3215	main-news	MSRpar	2012train	416	none	none	The new policy gives greatest weight to grades, test scores and a student's high school curriculum.	Academic achievement -- including grades, test scores and high school curriculum -- are given the highest priority.	4.5
4495	4538	main-news	headlines	2014	236	none	none	Sri Lanka's Tamils Vote for Greater Autonomy	Syria talks for Cameron and Putin	0.4
3728	3771	main-news	headlines	2013	24	none	none	Annan warns talks of Syria risks	Putin, Annan meet on Syria crisis	2.0
3979	4022	main-news	headlines	2013	340	none	none	Golf: Westwood takes lead in Dubai Desert Classic	Westwood in front a Dubai Desert Classic	4.0
5055	5098	main-news	headlines	2015	365	none	none	7 killed by Shiite al-Houthi fighters in northern Yemen	At least 5 killed in sectarian conflict in north Yemen	3.0
184	184	main-captions	MSRvid	2012test	272	none	none	A cheetah is running.	A cheetah is running across a field.	3.8
3355	3383	main-news	MSRpar	2012train	659	none	none	If it's a Bill Gates Comdex keynote, it must be time for new Tablet PCs.	If it's the Sunday night before Comdex, it must be time for yet another Bill Gates keynote.	3.067
20	20	main-captions	MSRvid	2012test	30	none	none	A man pours oil into a pot.	A man pours wine in a pot.	3.2
3486	3529	main-news	deft-news	2014	79	none	none	activists have stated that russia is imprisoning people without evidence of illegal activity.	russia imprisons people without evidence of illegal activity.	4.2
1190	1190	main-captions	images	2014	279	none	none	Old green bottle sitting on a table.	Three men in suits sitting at a table.	0.4
547	547	main-captions	MSRvid	2012train	82	none	none	A girl is putting gel in her hair.	A woman is putting gel on her hair.	2.6
2726	2750	main-news	MSRpar	2012test	455	none	none	Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church's upcoming 104th anniversary celebration, worshippers said.	Congregants of Turner Monumental AME Church said Shelia Chaney Wilson, 43, was agitated when she came to the church, in the Kirkwood neighborhood on the city's east side.	3.6
5551	5594	main-news	headlines	2016	314	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Chinese satellite spots large object in search area	Malaysia: Chinese satellite found object in ocean	3.0
3018	3042	main-news	MSRpar	2012train	125	none	none	Additionally, the h2210’s cradle has room to charge a second battery.	The cradle for the h2200 has space for recharging a second battery.	4.75
453	453	main-captions	MSRvid	2012test	685	none	none	The man is playing the drums.	A man pours cleaner in his sink.	0.0
1234	1234	main-captions	images	2014	345	none	none	A living room with table, chair and sofa alongside a large palm.	A living room with a blue sofa, camp bed, wooden bench and dresser.	2.4
5428	5471	main-news	headlines	2015	1299	none	none	North Korea test fires 30 missiles into the sea	N Korea 'fires 100 shells' into the sea	2.8
678	678	main-captions	MSRvid	2012train	264	none	none	A man is swinging in a rope.	A gibbon is swinging in the trees.	1.25
3560	3603	main-news	deft-news	2014	153	none	none	it is a serious threat to international security.	it presents a major threat to global security.	4.2
5553	5596	main-news	headlines	2016	366	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	U.S. and Russia reach a deal on Syria's chemical weapons	China welcomes US, Russia deal on Syria chemical weapons	3.0
3281	3309	main-news	MSRpar	2012train	555	none	none	The bodies of some of the dead, pulled out from under the train, were laid out beside the tracks while emergency services brought in wooden coffins.	The bodies of many of the dead, pulled from under the partially derailed train, were laid out by the tracks awaiting identification.	3.25
4936	4979	main-news	headlines	2015	60	none	none	Palestinian prisoners arrive at Muqata in Ramallah	Pakistani prisoner assaulted in Jammu jail	1.0
1949	1949	main-captions	images	2015	1348	none	none	A dog with floppy ears walking towards the camera in the woods.	A child in front of his own reflection turning towards the camera and smiling.	1.2
5192	5235	main-news	headlines	2015	704	none	none	Extension likely for Iran nuclear talks	Oil slips below $108 ahead of Iran nuclear talks	1.4
383	383	main-captions	MSRvid	2012test	583	none	none	A man is tying on a stenographers machine.	the man used a stenograph.	2.25
5210	5253	main-news	headlines	2015	753	none	none	Car Bomb Kills 37 in Northwest Pakistan	Bomb kills three in northwest Pakistan	2.6
3699	3742	main-news	deft-news	2014	292	none	none	saudi arabia is an absolute monarchy that has taken steps towards reform.	saudi arabia is an absolute monarchy and has a consultative council appointed by the government.	3.4
3177	3203	main-news	MSRpar	2012train	398	none	none	"Officials are trying to retrieve the bodies from the water,"" police officer J.D. Tambe told Reuters, adding 26 of the dead were women."	"Officials are trying to retrieve the bodies from the water,"" police official J.D. Tambe told Reuters."	3.0
5268	5311	main-news	headlines	2015	893	none	none	Son of top Muslim Brotherhood leader killed	Egypt arrests Muslim Brotherhood leader Badie	1.4
5656	5699	main-news	headlines	2016	1169	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Hard-line Jewish leader shot in Jerusalem	Israeli leader urges calm in Jerusalem	1.0
3492	3535	main-news	deft-news	2014	85	none	none	myanmar government has stated myanmar will become opium-free by 2014.	myanmar government stated myanmar is on track to be drug-free by 2014.	4.6
1694	1694	main-captions	images	2015	575	none	none	The man is sitting at the top of a rocky mountain.	A person sticks their head out of a tent at the top of a mountain.	2.4
4596	4639	main-news	headlines	2014	359	none	none	Obama Praises Mandela 'Inspiration'	Obama hails Mandela's inspiration effect	4.8
4243	4286	main-news	headlines	2013	666	none	none	Syrian forces move to retake Aleppo	Syrian Regime Bids To Retake City Of Aleppo	4.4
4267	4310	main-news	headlines	2013	702	none	none	German parliament overwhelmingly backs Greek rescue deal	German parliament endorses Greek bailout	4.4
2168	2171	main-forum	deft-forum	2014	171	none	none	There is no more egg cell post-fertilization.	There is no more sperm cell.	2.4
4646	4689	main-news	headlines	2014	420	none	none	China's new stealth frigate commissioned	Belarus, Latvia to set up border commission	0.2
2485	2488	main-news	MSRpar	2012test	64	none	none	US Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline, which transports crude from Colombia's second-biggest oil field.	U.S. Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline.	3.2
4466	4509	main-news	headlines	2014	198	none	none	Bangladesh Opposition Leader Sentenced to Death for War Crimes	Bangladesh: Fugitive Sentenced to Death by War Crimes Tribunal	3.6
1129	1129	main-captions	images	2014	186	none	none	Parked white double decker bus.	A red and white double decker bus is parked.	4.2
5610	5653	main-news	headlines	2016	839	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	US Attorney General Holder resigns	US Attorney general Eric Holder to resign	4.0
146	146	main-captions	MSRvid	2012test	214	none	none	An animal run in circles.	A squirrel runs in circles.	3.8
1394	1394	main-captions	images	2014	585	none	none	Two women stand in a living room with a black dog.	Two women standing in a living room with a black dog looking towards the camera.	4.0
1257	1257	main-captions	images	2014	376	none	none	There are several sheared sheep in a pen.	Three white sheep in an enclosure.	2.4
2844	2868	main-news	MSRpar	2012test	637	none	none	But the prime minister told the BBC he wasn't bothered by polls and that he would continue to do what he believed to be right.	He said he wasn't bothered by polls and that he would continue to do what he believed to be right, in both foreign and domestic policy.	3.4
