	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
3271	3299	main-news	MSRpar	2012train	536	none	none	Thanks to the euro's rise against the Japanese currency, the dollar was at 117.24 yen, well above the overnight 10-month low of 116 yen.	The euro's rise against the yen and speculation of Japanese intervention helped the dollar firm to 117.25 yen , well above a 10-month low of 116 yen hit on Thursday.	4.25
2745	2769	main-news	MSRpar	2012test	482	none	none	The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared.	The Metropolitan Transportation Authority, which plans to appeal, was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates.	2.8
3727	3770	main-news	headlines	2013	23	none	none	White House in damage control over Obama Supreme Court remarks	Fact check: Obama's Supreme Court remarks	3.6
4361	4404	main-news	headlines	2014	71	none	none	Housing starts up 6.8% in May	May Housing Starts Up 6.8%	4.6
5299	5342	main-news	headlines	2015	960	none	none	Headlines in major Iranian newspapers on Dec 30	Headlines in major Iranian newspapers on July 6	2.2
688	688	main-captions	MSRvid	2012train	279	none	none	The boy cut the grass by the curb with scissors.	A boy cuts grass with scissors.	3.75
2640	2649	main-news	MSRpar	2012test	317	none	none	Gyorgy Heizler, head of the local disaster unit, said the coach was carrying 38 passengers.	The head of the local disaster unit, Gyorgy Heizler, said the coach driver had failed to heed red stop lights.	3.0
5197	5240	main-news	headlines	2015	712	none	none	China stocks open higher Monday	China stocks close lower on Thursday	1.0
3436	3479	main-news	deft-news	2014	29	none	none	human rights violations in myanmar include summary executions, torture and the recruitment of child soldiers.	these human rights violations include summary executions, torture and the recruitment of child	4.2
3352	3380	main-news	MSRpar	2012train	652	none	none	Stripping out the extraordinary items, fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year.	Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier.	1.0
2698	2713	main-news	MSRpar	2012test	406	none	none	Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20, 1999.	Harris and Klebold killed 12 students, a teacher and themselves at the school.	3.8
1166	1166	main-captions	images	2014	241	none	none	A train sitting on the tracks near a field.	A train traveling down the tracks.	2.2
3673	3716	main-news	deft-news	2014	266	none	none	china is a member of the ballistic missile club.	russia is a member of the quartet on the middle east.	0.0
5235	5278	main-news	headlines	2015	804	none	none	Japan scrambles jets against Russian military planes	Separatists down Ukraine military plane, several dead	0.8
2783	2807	main-news	MSRpar	2012test	543	none	none	Nick Markakis, a left-hander from Young Harris Junior College in Georgia, went to the Orioles with the seventh pick.	Next, Baltimore took Nick Markakis, a left-handed pitcher and outfielder from Young Harris Junior College in Georgia.	3.8
547	547	main-captions	MSRvid	2012train	82	none	none	A girl is putting gel in her hair.	A woman is putting gel on her hair.	2.6
4689	4732	main-news	headlines	2014	478	none	none	Senior Pakistani Taliban commander captured in Afghanistan	Pakistan Shi'ites demand protection from militants	0.6
5221	5264	main-news	headlines	2015	775	none	none	ICC Champions Trophy: India vs South Africa	Champions Trophy: India v South AfricaLive	4.33
2637	2646	main-news	MSRpar	2012test	313	none	none	Defense lawyers had said a change of venue was needed because massive pretrial publicity had tainted the jury pool against their client.	Defense lawyers had requested a change of venue for two reasons: They argued that massive pretrial publicity had tainted the jury pool against their client.	4.75
1779	1779	main-captions	images	2015	851	none	none	Child sliding in the snow.	Man sleeping on the street.	0.0
424	424	main-captions	MSRvid	2012test	635	none	none	An overweight man is skipping rope.	A young man is dancing.	0.8
3254	3281	main-news	MSRpar	2012train	508	none	none	PNC regrets its involvement in the deals, Chairman and Chief Executive Officer James Rohr said in a statement.	James Rohr, chairman and chief executive officer, said PNC regretted the incident.	4.333
1382	1382	main-captions	images	2014	565	none	none	A wooden bicycle with an awning.	A group of elderly people sitting around a dining table.	0.0
5365	5408	main-news	headlines	2015	1137	none	none	Israeli lightly hurt by stones in West Bank	Israeli troops kill Palestinian in West Bank raid	1.2
1443	1443	main-captions	images	2014	659	none	none	A plane being readied for take-off.	A small turboprop plane being loaded on the tarmac.	3.4
3761	3804	main-news	headlines	2013	68	none	none	Thousands of troops to march for Jubilee	Thousands flock to Amsterdam for Queen's Day	1.2
3465	3508	main-news	deft-news	2014	58	none	none	the treaty was amended in 1999 after the collapse of the soviet union.	the treaty was amended in 1999 to reflect changes since the soviet breakup.	4.0
2801	2825	main-news	MSRpar	2012test	568	none	none	"He said European governments ""have blocked all new bio-crops because of unfounded, unscientific fears."	They have blocked all new bio-crops because of unfounded, unscientific fears, Bush said.	3.2
4676	4719	main-news	headlines	2014	459	none	none	New World Trade Center declared tallest building in U.S.	One World Trade Center Named Tallest US Building	4.2
4744	4787	main-news	headlines	2014	546	none	none	Israeli forces detain 5 Palestinians in West Bank	Israeli Forces Arrest Five Palestinians across West Bank	4.8
4994	5037	main-news	headlines	2015	212	none	none	N. Korea's Kim hails execution of powerful uncle	North Korea's Kim seen behind sacking of powerful uncle	4.6
5048	5091	main-news	headlines	2015	341	none	none	President mourns death of Mandela	World mourns passing of Mandela	3.4
224	224	main-captions	MSRvid	2012test	329	none	none	A woman is dancing.	A woman is kneading dough.	0.4
5255	5298	main-news	headlines	2015	855	none	none	NATO: 5 Americans killed in southern Afghanistan	Roadside bomb kills 3 policemen in southern Afghanistan	1.6
1290	1290	main-captions	images	2014	428	none	none	Three people sitting at dinner table smiling at camera.	Two elderly women sit at a dinner table with a man.	2.0
659	659	main-captions	MSRvid	2012train	242	none	none	A man and a woman are walking in the woods.	A man and woman are walking through the jungle.	3.4
4217	4260	main-news	headlines	2013	634	none	none	Armstrong steps down from Livestrong	Armstrong standing down from Livestrong	4.6
3947	3990	main-news	headlines	2013	299	none	none	BBC director general resigns over 'shoddy journalism'	BBC Director General Resigns amid Newsnight Scandal	3.6
11	11	main-captions	MSRvid	2012test	18	none	none	A woman picks up and holds a baby kangaroo.	A woman picks up and holds a baby kangaroo in her arms.	4.6
3715	3758	main-news	headlines	2013	8	none	none	Syria says suicide bomber kills 10 in Damascus	Damascus 'suicide bombing' kills 10	4.0
3362	3390	main-news	MSRpar	2012train	667	none	none	Our strong preference is to achieve a financial restructuring out of court, and we remain hopeful we can do so, chief executive Marce Fuller said.	Our strong preference is to achieve a financial restructuring out of court, Mirant CEO Marce Fuller said in a prepared statement early Friday.	4.0
1247	1247	main-captions	images	2014	365	none	none	Two women are posing for the camera and giving the thumbs up sign.	Two smiling young women giving the thumbs up sign.	4.4
585	585	main-captions	MSRvid	2012train	132	none	none	Two robots kiss.	Two robots are kissing.	5.0
2818	2842	main-news	MSRpar	2012test	591	none	none	Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson's family.	Members of Kathleen Peterson's family were not present.	1.0
4392	4435	main-news	headlines	2014	111	none	none	Egyptian court bans Muslim Brotherhood	Egypt court bans Muslim Brotherhood 'activities'	3.8
5129	5172	main-news	headlines	2015	545	none	none	Foreign exchange rates in India	Foreign exchange rates in Singapore	1.4
2754	2778	main-news	MSRpar	2012test	494	none	none	The venture owns five oil refineries and more than 2,100 filling stations in Russia and Ukraine.	TNK-BP has six oil producing units, five refineries and 2,100 filling stations.	3.0
2470	2473	main-news	MSRpar	2012test	41	none	none	Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said that scenario is one among many that investigators are considering.	Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said investigators are considering the scenario.	4.25
1692	1692	main-captions	images	2015	569	none	none	A grey hound is active in a grassy field.	A bunch of bikes racing on a track.	0.0
2290	2293	main-forum	deft-forum	2014	293	none	none	It's definitely NOT what it used to be.	voted Voted It's definitely NOT what it used to be.	4.0
4567	4610	main-news	headlines	2014	325	none	none	41 killed, 22 wounded in violent attacks in Iraq	15 killed, 90 wounded in fresh attacks in Iraq	1.8
3175	3201	main-news	MSRpar	2012train	396	none	none	Officers threw him to the ground and handcuffed him, and Reyna dropped a knee into his back, according to testimony.	That's when officers threw him to the ground and handcuffed him, according to testimony.	3.25
1803	1803	main-captions	images	2015	906	none	none	A white dog running through the snow	The black and white dog runs through the grass.	1.4
2805	2829	main-news	MSRpar	2012test	573	none	none	Its legal representatives began meeting with plaintiffs' attorneys last week to discuss a settlement.	Attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.	3.25
4360	4403	main-news	headlines	2014	69	none	none	Tokyo to host 2020 Olympic Games	Wrestling to feature in 2020 Tokyo Olympics	1.4
371	371	main-captions	MSRvid	2012test	558	none	none	A man and woman is riding in a car.	A woman is frying shrimp.	0.4
2989	3013	main-news	MSRpar	2012train	87	none	none	Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.	The company has publicly identified Linux as one of its biggest competitive threats.	3.4
4824	4867	main-news	headlines	2014	642	none	none	Egypt shuts down Muslim Brotherhood newspaper	Egypt: Muslim Brotherhood deputy head arrested	1.4
1102	1102	main-captions	images	2014	141	none	none	a dog napping under a small table.	A dog sleeping under a table.	4.6
1269	1269	main-captions	images	2014	393	none	none	A young boy coloring with a red and blue crayon.	A young blonde girl in riding gear sits on top of a gray and white horse.	0.0
1070	1070	main-captions	images	2014	96	none	none	The black and white bull is looking at the camera.	A black and white dog looking at the camera.	2.0
853	853	main-captions	MSRvid	2012train	525	none	none	A kitten is eating its food from a plate.	A kitten eats some food.	4.0
3829	3872	main-news	headlines	2013	153	none	none	Barack Obama's bodyguards sent back to US after prostitution scandal	Barclays boss falls to rate fixing scandal	0.4
1295	1295	main-captions	images	2014	433	none	none	Four women and two men sit at a long table in a restaurant.	A group of people sit at a table in an Italian restaurant.	3.0
2760	2784	main-news	MSRpar	2012test	508	none	none	The lawyer representing Torch Concepts, Rich Marsden did not respond to repeated phone calls.	Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment.	2.75
5464	5507	main-news	headlines	2015	1393	none	none	Chinese president meets Greek PM, calling for stronger partnership	Chinese president meets Indian vice president	1.8
3089	3115	main-news	MSRpar	2012train	249	none	none	The Portuguese weather service said Europe's heatwave was caused by a mass of hot, dry air moving from the southeast.	The heatwave was due to a mass of hot, dry air from the southeast, said Mario Almeida of Portugal's weather service.	4.056
1932	1932	main-captions	images	2015	1308	none	none	Two people holding hands and walking in a field.	Two men walking past a mural of a car.	1.2
1701	1701	main-captions	images	2015	597	none	none	A man and a woman looking at the camera.	A man and a woman laughing.	2.33
5696	5739	main-news	headlines	2016	1417	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	UN chief welcomes peaceful presidential elections in Guinea	UN chief condemns attack against peacekeepers in Mali	1.0
1603	1603	main-captions	images	2015	328	none	none	A dog runs through a field chasing a ball.	A child runs through the grass.	0.2
4218	4261	main-news	headlines	2013	635	none	none	US drone strike kills 5 militants in Pakistan	U.S. drone strikes kill 16 suspected militants in Yemen	1.8
3147	3173	main-news	MSRpar	2012train	342	none	none	The technology-packed Nasdaq Composite Index <.IXIC> dropped 37.78 points, or 1.94 percent, to 1,912.36.	The Nasdaq composite index fell 2.95, or 0.2 percent, for the week to 1,912.36 after stumbling 37.78 yesterday.	2.0
2837	2861	main-news	MSRpar	2012test	626	none	none	In an interview, Healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.	In an interview, Ms. Healey, who is a criminologist, said many lawmakers here and across the country shared a wariness toward capital punishment.	4.6
5639	5682	main-news	headlines	2016	1042	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Suspected Boko Haram suicide bombers in Nigeria kill 24	Suspected Boko Haram attacks kill dozens in Nigeria	4.0
4040	4083	main-news	headlines	2013	412	none	none	US Hands Over Bagram Prison to Afghan Authorities	U.S. transfers Bagram prison to Afghan control	4.8
2932	2956	main-news	MSRpar	2012train	6	none	none	U.S. prosecutors have arrested more than 130 individuals and have seized more than $17 million in a continuing crackdown on Internet fraud and abuse.	More than 130 people have been arrested and $17 million worth of property seized in an Internet fraud sweep announced Friday by three U.S. government agencies.	4.6
3207	3233	main-news	MSRpar	2012train	439	none	none	She survives him as do their four children -- sons Anthony and Kelly, daughters Linda Hope and Nora Somers -- and four grandchildren.	Hope is survived by his wife; sons Anthony and Kelly; daughters Linda and Nora Somers; and four grandchildren.	3.8
3776	3819	main-news	headlines	2013	89	none	none	Israeli air strikes kill 16 in Gaza	Israel air strikes kill 4 in Gaza; death toll now at 38	2.2
4949	4992	main-news	headlines	2015	95	none	none	Ukraine's opposition chief wants more protests	Ukraine protesters topple Lenin statue	2.4
1910	1910	main-captions	images	2015	1234	none	none	One child pulls another, sitting in a red wagon, along the sand.	A young boy pulls another boy wearing a silly hat in a radio flyer wagon.	3.4
133	133	main-captions	MSRvid	2012test	196	none	none	The shirtless man sat in a chair.	A shirtless man is sitting on a chair.	3.8
2493	2496	main-news	MSRpar	2012test	77	none	none	In addition, it offered the United States and Israel a way to work around Mr. Arafat.	When the prime minister's position was established in the spring, it offered the United States and Israel a way to work around Arafat.	3.6
4935	4978	main-news	headlines	2015	58	none	none	Pakistan imposes temporary ban on 2 TV channels	Pakistan Dismisses Case against FBI Agent	1.4
1533	1533	main-captions	images	2015	135	none	none	Smiling man with reflective classes.	A gentleman smiling and showing his reflective sunglasses.	4.6
5073	5116	main-news	headlines	2015	413	none	none	Flash floods kill 58 in eastern Afghanistan	Bomb wounds 16 in eastern Afghanistan	0.8
3012	3036	main-news	MSRpar	2012train	117	none	none	The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server.	The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.	2.8
1981	1981	main-captions	images	2015	1442	none	none	Two dogs are peeing at a red fire hydrant.	Two dogs are urinating on the red fire hydrant.	5.0
633	633	main-captions	MSRvid	2012train	202	none	none	A cat stares into the camera.	A cat addresses the camera.	3.0
2666	2681	main-news	MSRpar	2012test	363	none	none	"Mr Hadley, who has a new partner and child, said: ""I am absolutely delighted."	"In a statement issued by his solicitors, Mr Hadley said: ""I am absolutely delighted with the outcome of proceedings."	3.4
1135	1135	main-captions	images	2014	197	none	none	A pot of liquid is at the center of a tinfoil covered plate.	A pot of food is placed in the center of a red tablecloth.	1.4
3105	3131	main-news	MSRpar	2012train	270	none	none	Doctors had planned to deliver him two weeks early, on or around November 14.	A Caesarean had originally been planned in mid- November, two weeks early.	3.6
1368	1368	main-captions	images	2014	542	none	none	A women laying across two men sitting on a sofa.	Two men in shorts are sitting on a sofa.	2.0
137	137	main-captions	MSRvid	2012test	201	none	none	A cat is playing a piano.	A man is playing a guitar.	0.6
5114	5157	main-news	headlines	2015	510	none	none	Suicide bomber kills 20 in Iraq	Suicide bomber attacks primary school in Iraq, kills 15	3.0
4802	4845	main-news	headlines	2014	617	none	none	In Pakistan, army adamant on fighting the other Taliban	Pak army adamant on fighting the other Taleban	4.8
2883	2907	main-news	MSRpar	2012test	685	none	none	There were a number of bureaucratic and administrative missed signals -- there's not one person who's responsible here, Gehman said.	In turning down the NIMA offer, Gehman said, ''there were a number of bureaucratic and administrative missed signals here.	3.75
4853	4896	main-news	headlines	2014	680	none	none	Egypt court orders Mubarak release	Egypt court turns down Mubarak's release request	2.0
3004	3028	main-news	MSRpar	2012train	107	none	none	July 1st is the sixth anniversary of Hong Kong's return to Chinese rule.	The rally overshadowed ceremonies marking the sixth anniversary of Hong Kong's return to China on 1 July 1997.	2.667
3453	3496	main-news	deft-news	2014	46	none	none	2 of the individuals arrested were released.	2 of the zambians arrested are juveniles.	1.6
4098	4141	main-news	headlines	2013	487	none	none	U.S. drone strike kills 10 in northwest Pakistan	US drone in Pakistan kills 10 suspected militants	3.8
2582	2591	main-news	MSRpar	2012test	233	none	none	The Rev. Christopher J. Coyne, spokesman for the archdiocese, wouldn't comment Friday.	The Rev. Christopher Coyne, spokesman for the archdiocese, did not immediately return several calls seeking comment.	3.8
1312	1312	main-captions	images	2014	454	none	none	A man riding a small bicycle.	A man is doing a wheelie on a bike.	2.8
90	90	main-captions	MSRvid	2012test	131	none	none	A man rides off on a motorcycle.	A man is riding on a motorcycle.	4.4
2080	2083	main-forum	deft-forum	2014	83	none	none	We are all vessels filled with many wonders.	Chuck Close We are all vessels filled with many wonders.	3.6
5218	5261	main-news	headlines	2015	764	none	none	Philippine quake death toll climbs to 73	Death toll in Philippines quake jumps to 85	2.8
2077	2080	main-forum	deft-forum	2014	80	none	none	Is it legal to grow?	Yes, it's legal to grow.	2.6
4642	4685	main-news	headlines	2014	412	none	none	Suspected US drone kills 3 militants in Pakistan	U.S. drone kills 4 militants in Pakistan	3.4
3493	3536	main-news	deft-news	2014	86	none	none	jewish-american group the anti-defamation league (adl) published full-page advertisements in swiss and international papers in april 2008 accusing switzerland of funding terrorism through the deal.	the anti-defamation league took out full-page advertisments in swiss and international newspapers earlier in april 2008 accusing switzerland of funding terrorism through the deal.	4.4
5070	5113	main-news	headlines	2015	409	none	none	Volcano erupts in Indonesia -100,000 evacuated and airports closed	Volcanic eruption closes 3 airports	3.0
1817	1817	main-captions	images	2015	965	none	none	A brown dog chews on an orange ball.	A dog has an orange ball in its mouth.	4.0
41	41	main-captions	MSRvid	2012test	61	none	none	A woman is playing an electric guitar.	A woman is playing a guitar.	3.6
3088	3114	main-news	MSRpar	2012train	247	none	none	Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.	Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft.	4.4
5510	5553	main-news	headlines	2016	15	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Spain Princess Testifies in Historic Fraud Probe	Spain princess testifies in historic fraud probe	5.0
1165	1165	main-captions	images	2014	238	none	none	A man riding a white horse in an arena.	A man riding a white horse.	4.0
2870	2894	main-news	MSRpar	2012test	669	none	none	Michelle Wie chips Sunday during her 1-up victory over Virada Nirapathpongporn in the 27th U.S. Women's Amateur Public Links Championship.	Now she has her first trophy after victory in the US Women's Amateur Public Links here on Sunday.	2.75
1116	1116	main-captions	images	2014	161	none	none	There is a small desk and chair in front of the laundry room.	A room with tan walls and a washer and dryer.	1.4
3330	3358	main-news	MSRpar	2012train	627	none	none	The Cleveland Cavaliers won the right to draft James by winning the NBA's annual lottery Thursday night.	"Such was the case Thursday night when the Cleveland Cavaliers won the ""LeBron James Lottery,"" otherwise known as the NBA draft lottery."	4.0
3413	3456	main-news	deft-news	2014	6	none	none	fulvio berghella stated that the digital worm named sq hell was particularly virulent and replicated itself at the rate of 8000 times an hour.	fulvio berghella stated that the digital worm named sq hell has a very high capacity to replicate itself and the digital worm named sq hell is slowing down the poste italiane computer network and making some computers inoperable.	3.6
3166	3192	main-news	MSRpar	2012train	380	none	none	The Bishop of Armidale, Peter Brain, was forthright.	He hasn't got much choice, said the Bishop of Armidale, Peter Brain.	2.0
3391	3434	main-news	MSRpar	2012train	725	none	none	LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force.	The rebels are also calling for the deployment of a U.S.-led peacekeeping force.	3.0
1971	1971	main-captions	images	2015	1399	none	none	A black dog is running in the grass.	A black and a brown dog running in the grass.	3.2
3482	3525	main-news	deft-news	2014	75	none	none	china is north korea's closest ally.	north korea is a reclusive state.	1.2
3340	3368	main-news	MSRpar	2012train	638	none	none	But they don’t realize that until it’s too late (of course) because they’re potential victims in a horror movie.	But they don't realize that until it's too late (of course) because they're potential victims.	3.667
4403	4446	main-news	headlines	2014	125	none	none	Israeli envoys summoned over settlement plans	Britain summons Israeli envoy over settlements	2.5
1811	1811	main-captions	images	2015	946	none	none	A woman standing in front of trees and smiling.	A man is walking by trees in front of the city skyline.	2.0
1417	1417	main-captions	images	2014	619	none	none	Red double decker bus driving through the streets.	Red double decker bus driving down a street.	4.6
1873	1873	main-captions	images	2015	1148	none	none	A black dog is running in snow.	A black dog is swimming with a ball in it's mouth.	1.8
3231	3258	main-news	MSRpar	2012train	474	none	none	Argentine Guillermo Coria and Netherlander Martin Verkerk are in the other half.	The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling.	3.0
4426	4469	main-news	headlines	2014	151	none	none	Stomach bug to cause ailing Nadal to miss Australian Open	Rafa Nadal to miss Australian Open	3.4
4115	4158	main-news	headlines	2013	507	none	none	Suicide bomber attacks Algerian security base	Suicide bomber targets Nigerian church	0.8
345	345	main-captions	MSRvid	2012test	515	none	none	A boy is making some dance steps.	A boy is pouring something from a pitcher.	0.4
5146	5189	main-news	headlines	2015	591	none	none	Gang violence kills 16 in Venezuelan prison	Sixteen killed in Venezuela prison	4.0
731	731	main-captions	MSRvid	2012train	341	none	none	A woman is slicing an onion.	A woman is cutting a carrot.	1.4
4265	4308	main-news	headlines	2013	700	none	none	Red Cross says negotiating halt to fighting in Syria to take aid	Red Cross negotiating Syria ceasefire to bring aid	4.4
2505	2508	main-news	MSRpar	2012test	98	none	none	A three-judge panel of the 11th U.S. Circuit Court of Appeals ruled late Friday that the small size, limited use and secular purpose make the image legitimate.	A three-judge panel of the 8th U.S. Circuit Court of Appeals in St. Louis overturned a ruling issued last year that supported the ordinance.	2.8
3487	3530	main-news	deft-news	2014	80	none	none	restraining extremist groups is becoming increasingly difficult because of how the groups are financed.	bruguiere stated-- restraining extremist groups particularly across europe was becoming increasingly difficult because of how the groups are financed.	3.8
3554	3597	main-news	deft-news	2014	147	none	none	the villagers are inadvertently involving themselves in drug trafficking.	105 inmates are serving sentences for drug trafficking.	1.4
26	26	main-captions	MSRvid	2012test	40	none	none	The woman is playing the flute.	A woman is playing a flute.	5.0
4187	4230	main-news	headlines	2013	600	none	none	What the Pope's butler saw – aide arrested over Vatican leaks	Pope’s butler arrested in scandal over Vatican leaks	3.4
444	444	main-captions	MSRvid	2012test	670	none	none	The rhino grazed on the grass.	A rhino is grazing in a field.	4.0
2968	2992	main-news	MSRpar	2012train	57	none	none	Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.	A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.	4.8
897	897	main-captions	MSRvid	2012train	596	none	none	A woman is doing a joker make up on a man.	The girl applied face makeup to a man.	1.8
3911	3954	main-news	headlines	2013	252	none	none	EU heaps new sanctions on Syria	EU imposes new sanctions on Syrian regime	4.4
117	117	main-captions	MSRvid	2012test	172	none	none	A man is running on the road.	A car is driving down the road.	1.0
2362	2365	main-forum	deft-forum	2014	365	none	none	I'm going to shout for justice for Trayvon.	The people shouting for justice for Trayvon are all hypocrites.	1.6
1879	1879	main-captions	images	2015	1163	none	none	A person on a snowmobile.	A person on a snowmobile in mid jump.	3.6
4821	4864	main-news	headlines	2014	639	none	none	Faction Names Bianca Ojukwu APGA National Leader	Bianca Ojukwu becomes APGA national leader	4.2
602	602	main-captions	MSRvid	2012train	157	none	none	A woman is grating onion.	A woman grates onions.	5.0
1042	1042	main-captions	images	2014	61	none	none	The skinny cows are standing on the grass.	The white ducks are standing on the ground.	0.6
3388	3426	main-news	MSRpar	2012train	713	none	none	"The pill, which they call the ""polypill,"" would contain aspirin, a cholesterol-lowering drug, three blood pressure-lowering drugs at half the standard dose and folic acid."	The ingredients of such a polypill would contain aspirin, a cholesterol-lowering statin, three blood pressure-lowering agents in half dose, and folic acid.	5.0
4812	4855	main-news	headlines	2014	628	none	none	White House, defense contractors discuss harm of automatic spending cuts	White House, defense firms discuss automatic spending cuts	4.4
5292	5335	main-news	headlines	2015	948	none	none	Assad warns Turkey of 'heavy price' for backing Syrian rebels	Cabinet at war over arming Syrian rebels	1.0
3536	3579	main-news	deft-news	2014	129	none	none	iranian officials have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society.	the number of executions increased in iran last year amid a campaign that is aimed at improving security in society.	4.0
3182	3208	main-news	MSRpar	2012train	405	none	none	MEN who drink tea, particularly green tea, can greatly reduce their risk of prostate cancer, a landmark WA study has found.	DRINKING green tea can dramatically reduce the risk of men contracting prostate cancer, a study by Australian researchers has discovered.	4.25
1768	1768	main-captions	images	2015	819	none	none	A man is standing on top of a rock or mountain watching the sun set.	A man standing in the mountains watching a sunset.	4.8
4880	4923	main-news	headlines	2014	714	none	none	Somalia's Shebab claims responsibility for Nairobi mall attack	Syrian rebels claim responsibility for killings in Lebanon	1.2
121	121	main-captions	MSRvid	2012test	179	none	none	A man is playing a piano.	A man is playing a flute.	2.0
