	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
4191	4234	main-news	headlines	2013	605	none	none	Canadian Muslims issue fatwa against 'honor killing'	US, Canadian imams issue fatwa against honour killings	3.4
3943	3986	main-news	headlines	2013	292	none	none	Plane crash in Ghana kills at least 10	Plane Crash in Ghana: How the international media reported it	2.2
2359	2362	main-forum	deft-forum	2014	362	none	none	Umm the California was a cargo ship I dont care what the article says.	The California was a cargo ship.	4.0
700	700	main-captions	MSRvid	2012train	296	none	none	Men are running a race.	Racers are running down a track.	2.6
3854	3897	main-news	headlines	2013	183	none	none	UN envoy in Turkey for talks on Syria	NZ to increase exports to China	0.2
2073	2076	main-forum	deft-forum	2014	76	none	none	I. ATLANTIC REQUIREMENTS .	PACIFIC REQUIREMENTS .	0.8
3231	3258	main-news	MSRpar	2012train	474	none	none	Argentine Guillermo Coria and Netherlander Martin Verkerk are in the other half.	The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling.	3.0
3042	3066	main-news	MSRpar	2012train	165	none	none	OPEC producers at a meeting on Wednesday are set to pressure independent oil exporters to contribute to the cartel's next supply cut to allow for the return of Iraqi oil.	OPEC this week is set to pressure independent exporters to back the cartel's next supply cut to prevent the resumption of Iraqi exports undercutting oil prices.	2.8
3898	3941	main-news	headlines	2013	237	none	none	French Socialist Party wins parliament victory	French Socialists win absolute parliament majority	3.8
2190	2193	main-forum	deft-forum	2014	193	none	none	Capital gains, top rate:  percent.	Income tax, top rate:  percent.	2.4
5362	5405	main-news	headlines	2015	1131	none	none	Clashes continue between police and protesters in Turkey	Turkish police fight protesters, clear square	4.4
5288	5331	main-news	headlines	2015	934	none	none	Ankara protesters clash with police	Peru protesters clash with police	1.8
4504	4547	main-news	headlines	2014	248	none	none	6.2 magnitude quake jolts Sarangani	4.3-magnitude earthquake jolts SW China	2.0
3702	3745	main-news	deft-news	2014	295	none	none	indian and pakistani governments nearly engaged in a fourth conflict in 1999.	indian and pakistani governments each conducted nuclear tests in may 1998.	1.8
2781	2805	main-news	MSRpar	2012test	540	none	none	Druce will face murder charges, Conte said.	Conte said Druce will be charged with murder.	5.0
54	54	main-captions	MSRvid	2012test	80	none	none	A woman is slicing an onion.	A man is cutting and onion.	3.2
2032	2035	main-forum	deft-forum	2014	35	none	none	Fairies don't exist - fine.	Satyrs don't exist - fine.	1.2
5579	5622	main-news	headlines	2016	594	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Search leader urges caution in findings related to missing Malaysian jetliner	Searchers hoping pings come from lost Malaysian airliner	1.0
63	63	main-captions	MSRvid	2012test	93	none	none	A man is riding a motorcycle.	A man is riding a horse.	1.4
2466	2469	main-news	MSRpar	2012test	36	none	none	A total of 17 cases have been confirmed in the southern city of Basra, the Organization said.	A total of 17 confirmed cases of cholera were reported yesterday by the World Health Organisation in the southern Iraqi city of Basra.	3.6
2298	2301	main-forum	deft-forum	2014	301	none	none	How long after the obliteration should the kid return to school?	How long after the obliteration should it no longer bother the kid?	3.0
5289	5332	main-news	headlines	2015	937	none	none	49 killed, 148 wounded in violent attacks in Iraq	15 killed, 90 wounded in fresh attacks in Iraq	2.2
88	88	main-captions	MSRvid	2012test	129	none	none	A small dog is chasing a yoga ball.	A dog is chasing a ball.	4.0
4830	4873	main-news	headlines	2014	650	none	none	'Large and extremely dangerous' tornado heads towards Oklahoma City	Mom and baby among five killed as tornadoes rake Oklahoma City area	1.6
1239	1239	main-captions	images	2014	350	none	none	Three bottles are on a table.	Old green bottle sitting on a table.	2.4
4142	4185	main-news	headlines	2013	542	none	none	Ryanair in new bid for Aer Lingus	Ryanair chief hails report findings	1.2
3127	3153	main-news	MSRpar	2012train	302	none	none	Scientists believed Stardust trapped thousands of particles of dust.	Stardust was designed to gather thousands of dust particles streaming from Wild 2.	3.0
3244	3271	main-news	MSRpar	2012train	495	none	none	Her lawyer Donald Levine told The Telegraph she had been offered $US250,000 to tell her story exclusively to Australian TV.	Mr Levine said she had been offered $400,000 to tell her story to an Australian TV network.	3.75
446	446	main-captions	MSRvid	2012test	672	none	none	A man is cutting bread.	A man is doing tricks with a soccer ball.	1.0
1733	1733	main-captions	images	2015	705	none	none	A black and white dog swimming in the pool	A black and white dog running with something in his mouth.	2.0
3225	3252	main-news	MSRpar	2012train	466	none	none	Shares of Littleton, Colorado-based EchoStar rose $1.63, or 5.3 percent, to $32.26 at 10:55 a.m.	On Monday, EchoStar (DISH: news, chart, profile) shares shrank $1.40, or 4.4 percent, to $30.63.	2.0
366	366	main-captions	MSRvid	2012test	547	none	none	A woman is firing a rifle.	A man is performing stunts.	0.25
3102	3128	main-news	MSRpar	2012train	266	none	none	In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation.	"I am not giving any consideration to resignation,"" Shumaker said in a statement."	4.0
4523	4566	main-news	headlines	2014	273	none	none	Jeff Bezos Bets $250 Million on Reviving Washington Post	Jeff Bezos Pays $250 Million For The Washington Post	4.2
4393	4436	main-news	headlines	2014	112	none	none	Rouhani leads in Iran presidential vote - preliminary results	Rouhani leads in initial Iran count	4.2
431	431	main-captions	MSRvid	2012test	645	none	none	A woman is slicing meat with a knife.	A man is spreading out dough.	0.417
4614	4657	main-news	headlines	2014	377	none	none	Egypt Army Launches New Air Raids on Sinai Militants	Egypt launches new assault against Sinai militants	3.4
1546	1546	main-captions	images	2015	177	none	none	A man is standing in water near a waterfall.	A man wades in the water and watches a water fall.	3.4
1368	1368	main-captions	images	2014	542	none	none	A women laying across two men sitting on a sofa.	Two men in shorts are sitting on a sofa.	2.0
3206	3232	main-news	MSRpar	2012train	438	none	none	Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.	Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.	3.4
5192	5235	main-news	headlines	2015	704	none	none	Extension likely for Iran nuclear talks	Oil slips below $108 ahead of Iran nuclear talks	1.4
4241	4284	main-news	headlines	2013	664	none	none	US teen held in Chicago 'jihad' car bomb plot	Chicago teen arrested in Chicago car bomb plot	3.4
1800	1800	main-captions	images	2015	903	none	none	Three dogs are running in a field.	Two dogs are running in a grassy field	2.8
3727	3770	main-news	headlines	2013	23	none	none	White House in damage control over Obama Supreme Court remarks	Fact check: Obama's Supreme Court remarks	3.6
5592	5635	main-news	headlines	2016	717	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Russian parliament allows Putin to use military in Ukraine	President Obama warns Russia to stay out of Ukraine	1.0
5220	5263	main-news	headlines	2015	773	none	none	Ukrainian President orders 7-day ceasefire in the east	Uganda's President Museveni agrees to sign anti-gays Bill	0.2
3038	3062	main-news	MSRpar	2012train	159	none	none	"Waksal, in a letter to the court, said: ""I tore my family apart."	In seeking leniency, Waksal apologized to the court, his employees and his family.	2.0
1428	1428	main-captions	images	2014	636	none	none	White cat sitting inside of a sink.	Grey and white cat sitting in bathroom sink.	3.4
2317	2320	main-forum	deft-forum	2014	320	none	none	YOU FOOLS..bought the  cover-up..hook..	Hi Eots: YOU FOOLS..bought the  cover-up..hook..	4.2
5422	5465	main-news	headlines	2015	1285	none	none	Man held after teen shot in Belfast	Man, 40, arrested after shooting	3.2
5624	5667	main-news	headlines	2016	943	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	7.3 magnitude earthquake strikes Nepal	6.6-magnitude earthquake strikes off Indonesia	1.0
5133	5176	main-news	headlines	2015	560	none	none	News of Terrorism and the Israeli-Palestinian Conflict (January 22 ‚Äď 28, 2014)	News of Terrorism and the Israeli-Palestinian Conflict (July 31 ‚Äď August 6, 2013)	3.0
2327	2330	main-forum	deft-forum	2014	330	none	none	The primary focus of Systematic Dialectics is syn chronic, not dia chronic.	Thus, Meta - System - atic Dialectic is Diachronico - Synchronic Dialectic.	2.2
5379	5422	main-news	headlines	2015	1168	none	none	17:02 23 killed in Iraq car bombings	11 children killed in Syria bombings	0.6
1290	1290	main-captions	images	2014	428	none	none	Three people sitting at dinner table smiling at camera.	Two elderly women sit at a dinner table with a man.	2.0
3900	3943	main-news	headlines	2013	239	none	none	Strauss-Kahn investigated in French prostitution ring	Dominique Strauss-Kahn faces questions over French prostitution ring	3.8
816	816	main-captions	MSRvid	2012train	477	none	none	A man is opening a box using a knife.	A man is playing a guitar.	0.0
133	133	main-captions	MSRvid	2012test	196	none	none	The shirtless man sat in a chair.	A shirtless man is sitting on a chair.	3.8
4555	4598	main-news	headlines	2014	310	none	none	Tony Abbott sworn in as new Australian PM	Tony Abbott Sworn In As Australia PM	4.6
3378	3406	main-news	MSRpar	2012train	688	none	none	The jury awarded TVT about $23 million in compensatory damages and roughly $108 million in punitive damages.	TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said.	1.75
2978	3002	main-news	MSRpar	2012train	70	none	none	During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.	Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.	4.75
343	343	main-captions	MSRvid	2012test	512	none	none	A woman is dancing with other women.	A woman is shredding chicken.	0.4
3737	3780	main-news	headlines	2013	38	none	none	Suicide bombing rocks elite Yemen military camp	Suicide bombers attack Yemen military posts	4.0
5470	5513	main-news	headlines	2015	1406	none	none	Brahimi apologises to Syria over lack of peace progress	Mediator apologizes to Syrians for lack of peace progress	3.8
3654	3697	main-news	deft-news	2014	247	none	none	tskhinvali is the capital of georgia.	paris is the capital of france.	0.4
2580	2589	main-news	MSRpar	2012test	230	none	none	While opposition parties have welcomed the cabinet's decision on anti-retroviral treatment, some said Health Minister Manto Tshabalala-Msimang was not fit to preside over a rollout plan.	Health Minister Manto-Tshabalala Msimang is not fit to preside over an anti-retroviral treatment rollout plan, according to some opposition parties.	3.4
4091	4134	main-news	headlines	2013	478	none	none	Isaac drenches Haiti, heads toward Cuba, Florida	Isaac nears Haiti with homeless quake population	2.4
2641	2650	main-news	MSRpar	2012test	318	none	none	Tuition at four-year private colleges averaged $19,710 this year, up 6 percent from 2002.	For the current academic year, tuition at public colleges averaged $4,694, up almost $600 from the year before.	1.5
1064	1064	main-captions	images	2014	89	none	none	A man and small child in a living room posing for the camera.	A man and woman are posing for the camera.	2.4
101	101	main-captions	MSRvid	2012test	148	none	none	A woman is slicing a leek.	A woman is slicing ginger.	2.2
2128	2131	main-forum	deft-forum	2014	131	none	none	So, you actually believe every word of what Terral wrote?	GL, Terral Hi Corn: So, you actually believe every word of what Terral wrote?	4.2
582	582	main-captions	MSRvid	2012train	129	none	none	A woman is cutting a tomato.	A woman is slicing a potato.	1.0
5571	5614	main-news	headlines	2016	532	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Thai protests escalate amid violence	Thai protesters call general strike	3.0
2313	2316	main-forum	deft-forum	2014	316	none	none	Are you driving one?	Are you driving a fucking Volt?	2.6
5532	5575	main-news	headlines	2016	192	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Ukrainian parliament dismisses president	Ukraine's parliament votes to dismiss president	4.0
3429	3472	main-news	deft-news	2014	22	none	none	national, regional and international efforts to end the illicit trade in small arms and light weapons.	the global community must cooperate to end illicit trade of small arms and light weapons.	4.0
4819	4862	main-news	headlines	2014	636	none	none	Officer injured in India anti-rape protests dies	Indian policeman injured in gang-rape protest dies	4.2
4345	4388	main-news	headlines	2014	50	none	none	Bangladesh building collapse death toll hits 540: army	Bangladesh building collapse death toll passes 1,000	2.6
4138	4181	main-news	headlines	2013	538	none	none	At least two Nato killed in Afghanistan helicopter crash: military	At least 18 killed in Afghan bomb attacks: officials	0.8
4871	4914	main-news	headlines	2014	703	none	none	Iran earthquake death toll rises	Algeria hostage death toll rises	0.6
3792	3835	main-news	headlines	2013	107	none	none	Halliburton 1Q income rises 23 pct	Halliburton Q1 profits rise on strong North America sales	2.6
4128	4171	main-news	headlines	2013	523	none	none	Five dead in Pakistan suicide blast	At least 63 dead in Pakistan factory blaze	1.0
5540	5583	main-news	headlines	2016	242	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Iran Nuclear Talks Enter Third Day	Iran nuclear talks enter crucial third day	5.0
1917	1917	main-captions	images	2015	1254	none	none	A girl in a pink dress rides her bike along a white picket fence.	A girl in a red dress rides her bike in front of a white fence.	4.0
3587	3630	main-news	deft-news	2014	180	none	none	drug traffickers face the death penalty under tajik law.	afghan drug trafficker was caught in tajikistan.	1.6
3522	3565	main-news	deft-news	2014	115	none	none	britain has struck an agreement to supply saudi arabia with typhoon jets in a deal worth an estimated 8 billion pounds (about 13.9 billion us dollars).	the uk agreed to supply saudi arabia with typhoon jets in a deal worth an estimated 8 billion pounds (approximately 13.9 billion us dollars) to the uk defense company bae systems.	3.2
3982	4025	main-news	headlines	2013	343	none	none	Chavez leaves again for Cuba for radiotherapy	Chavez set for more radiotherapy in Cuba	4.4
4507	4550	main-news	headlines	2014	251	none	none	Obama renews offer to cut social safety net in big budget deal: aide	Japan urges U.S. to quickly handle budget deadlock	0.8
1343	1343	main-captions	images	2014	501	none	none	A man on the back seat of a red tandem bicycle.	A man is alone on the back of a tandem bicycle.	3.6
1168	1168	main-captions	images	2014	243	none	none	A buddha statue sits on a table with a wooden table runner.	A bird standing on top of a wooden fencepost.	0.4
1165	1165	main-captions	images	2014	238	none	none	A man riding a white horse in an arena.	A man riding a white horse.	4.0
2970	2994	main-news	MSRpar	2012train	59	none	none	Only New Jersey now bans holders of learners permits or intermediate licenses from using cell phones, pagers or other wireless devices while driving.	In addition, the NTSB also recommended to NHTSA that state legislation be enacted to prohibit holders of learners permits and intermediate licenses from using mobile phones while driving.	1.4
3642	3685	main-news	deft-news	2014	235	none	none	the north korean government has warned the south korean government against participating in the proliferation security initiative program.	the north korean government stated if the south korean government participates in the proliferation security initiative program it would result in unspecified catastrophic consequences.	3.2
1891	1891	main-captions	images	2015	1195	none	none	A group of people standing outside of a building.	A large group of people have formed a line outside.	3.2
2647	2662	main-news	MSRpar	2012test	334	none	none	Standing with reporters and photographers about 150 yards from the prison gates was Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.	The whole thing is a travesty, fumed Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.	1.5
1551	1551	main-captions	images	2015	193	none	none	A little boy jumping from one chair to another.	A young boy jumping from one chair to another in his house	4.8
2192	2195	main-forum	deft-forum	2014	195	none	none	He hasn't been funny in years.	He hasn't been funny since Larry Bud Melman was on the show.	3.4
1844	1844	main-captions	images	2015	1055	none	none	A young boy riding a bike on a brick road	A person does tricks on a bike on a ramp surrounded by trees.	2.2
2757	2781	main-news	MSRpar	2012test	500	none	none	There are now 37 active probable cases in the GTA, compared with 70 cases on June 6.	And, globally, the number of active probable cases has declined to 573.	1.5
340	340	main-captions	MSRvid	2012test	508	none	none	The lady cut up a potatoe.	A man is cutting a potato.	2.4
4571	4614	main-news	headlines	2014	331	none	none	Facing Bailout Tax, Cypriots Try to Get Cash Out of Banks	Bailout terms prompt run on Cyprus banks	3.0
2206	2209	main-forum	deft-forum	2014	209	none	none	Despicable Ben, Stop trying to find excuses for the man.	Ben, Stop trying to find excuses for the man.	4.4
4696	4739	main-news	headlines	2014	488	none	none	Imran to contest from four NA seats	Imran Khan to contest elections from four NA seats	4.75
5701	5744	main-news	headlines	2016	1456	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Severe Gales As Storm Clodagh Hits Britain	Merkel pledges NATO solidarity with Latvia	0.0
3472	3515	main-news	deft-news	2014	65	none	none	iran is the most prolific applier of the death penalty in the world after china.	the islamic republic is the most prolific applier of the death penalty in the world after china.	3.8
4251	4294	main-news	headlines	2013	678	none	none	Syria rebels leave besieged Homs	Syrian rebels retreat from besieged Homs district	4.4
2115	2118	main-forum	deft-forum	2014	118	none	none	If it wasn't a life, then it would not be able to be born.	If it wasn't alive, then it would miscarriage on it's own.	3.0
4159	4202	main-news	headlines	2013	564	none	none	Sri Lanka seek one-day revival against Pakistan	Senior journalist killed in Pakistan	0.6
3030	3054	main-news	MSRpar	2012train	144	none	none	The pressure may well rise on Thursday, with national coverage of the final round planned by ESPN, the cable sports network.	The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult.	3.2
3496	3539	main-news	deft-news	2014	89	none	none	bae systems is the uk's largest defense company.	bae systems is the uk's largest military	3.4
1371	1371	main-captions	images	2014	547	none	none	A gray cat with green eyes looks at the camera.	A grey cat with green eyes looking into the camera.	5.0
2636	2645	main-news	MSRpar	2012test	311	none	none	"Bush said resistance forces hostile to the U.S. presence ""feel like ... the conditions are such that they can attack us there."	There are some who feel like the conditions are such that they can attack us there.	2.75
303	303	main-captions	MSRvid	2012test	450	none	none	A man is drawing a picture.	A person is drawing.	3.6
3475	3518	main-news	deft-news	2014	68	none	none	north korea has claimed nuclear ambitions and currently north korea is reported to have missiles aimed at japan.	north korea has boasted of nuclear ambitions and north korea is now reported to have missiles trained on	4.0
790	790	main-captions	MSRvid	2012train	433	none	none	A man is drawing some figures.	A man is drawing on a digital dry erase board.	3.333
2031	2034	main-forum	deft-forum	2014	34	none	none	ALTHOUGH SATELLITE INTENSITY ESTIMATES FROM TAFB AND SAB ARE ONLY T./	SUBJECTIVE DVORAK INTENSITY ESTIMATES FROM TAFB AND SAB INCREASED TO  KT.	2.0
2142	2145	main-forum	deft-forum	2014	145	none	none	I. ATLANTIC REQUIREMENTS .	PACIFIC REQUIREMENTS .	0.8
5660	5703	main-news	headlines	2016	1199	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Libya: UN orders investigation into Libya rights abuses	India's top court orders investigation into job scam, deaths	0.0
3174	3200	main-news	MSRpar	2012train	393	none	none	Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.	SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.	2.6
3391	3434	main-news	MSRpar	2012train	725	none	none	LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force.	The rebels are also calling for the deployment of a U.S.-led peacekeeping force.	3.0
263	263	main-captions	MSRvid	2012test	393	none	none	A man walks down a path.	A man walks across a tight rope.	0.8
4716	4759	main-news	headlines	2014	512	none	none	Brief clashes with police in Belfast	Mourners clash with police in Tunisia	1.2
2599	2608	main-news	MSRpar	2012test	256	none	none	Their contract will expire at 12:01 a.m. Wednesday instead of 12:01 a.m. Sunday, said Rian Wathen, organizing director for United Food and Commercial Workers Local 700.	It has outraged the membership, said Rian Wathen, organizing director of United Food and Commercial Workers Local 700.	2.5
2972	2996	main-news	MSRpar	2012train	61	none	none	The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks.	An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war.	1.8
3481	3524	main-news	deft-news	2014	74	none	none	china will resolutely oppose the proliferation of mass destructive weapons.	china will resolutely oppose the means of the delivery of mass destructive weapons.	4.2
5110	5153	main-news	headlines	2015	501	none	none	North Korea blocks access to joint industrial zone	North Korea Blocks Access to Key Industrial Zone	4.2
2663	2678	main-news	MSRpar	2012test	359	none	none	Two of the Britons, Sandy Mitchell from Glasgow and Glasgow-born William Sampson, face the death penalty.	Sandy Mitchell, 44, from Kirkintilloch, Glasgow, and William Sampson, a British citizen born in Glasgow, face beheading in public.	3.25
724	724	main-captions	MSRvid	2012train	328	none	none	A man is playing piano.	A man is laying on the ground.	0.75
787	787	main-captions	MSRvid	2012train	428	none	none	A man dries his hands.	A woman fixes her hair.	0.25
590	590	main-captions	MSRvid	2012train	142	none	none	A girl is styling her hair.	A girl is filing her nails.	1.25
1714	1714	main-captions	images	2015	653	none	none	A black and brown dog walks through the snow near a building.	An older man stands outside a old boarded up building.	0.8
3549	3592	main-news	deft-news	2014	142	none	none	the cfe treaty was established in 1990.	the treat was originally signed in 1990.	3.2
1402	1402	main-captions	images	2014	598	none	none	A man and women sitting on a sofa holding a small baby.	a woman sitting on a sofa holding a baby.	3.2
683	683	main-captions	MSRvid	2012train	270	none	none	The deer jumped over the fence.	A deer jumps over a cyclone fence.	4.0
2928	2952	main-news	MSRpar	2012train	0	none	none	But other sources close to the sale said Vivendi was keeping the door open to further bids and hoped to see bidders interested in individual assets team up.	But other sources close to the sale said Vivendi was keeping the door open for further bids in the next day or two.	4.0
2900	2924	main-news	MSRpar	2012test	707	none	none	Shares of USA Interactive rose $2.28, or 7 percent, to $34.96 on Friday in Nasdaq Stock Market composite trading and have gained 53 percent this year.	Shares of LendingTree rose $6.03, or 41 percent, to close at $20.72 on the Nasdaq stock market yesterday.	1.0
5126	5169	main-news	headlines	2015	541	none	none	Boston bomb suspect charged; religious motive seen	Boston bombing suspect charged in hospital bed	3.0
2338	2341	main-forum	deft-forum	2014	341	none	none	It is an excellent indicator of climate change.	I think we all agree on the nature of the change.	2.0
883	883	main-captions	MSRvid	2012train	569	none	none	A boy is upset playing video games.	Someone is playing a gameboy.	1.75
1039	1039	main-captions	images	2014	57	none	none	Two people sitting at a table at a restaurant.	four people sitting at a table.	1.8
5393	5436	main-news	headlines	2015	1210	none	none	D.C. Votes to Decriminalize Marijuana	DC votes to decriminalize pot	5.0
2098	2101	main-forum	deft-forum	2014	101	none	none	And the simple fact today?	I repeat: And the simple fact today?	4.0
