	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
4569	4612	main-news	headlines	2014	328	none	none	Eurozone jobless hits fresh record high	EU jobless hits fresh record	4.4
4819	4862	main-news	headlines	2014	636	none	none	Officer injured in India anti-rape protests dies	Indian policeman injured in gang-rape protest dies	4.2
5112	5155	main-news	headlines	2015	506	none	none	'Western' forces attack Islamic militant base in Somalia	Western powers scramble to befriend Modi	1.0
2349	2352	main-forum	deft-forum	2014	352	none	none	peeve So we agree that it came down essentially in freefall?	Do we agree that they came down essentially in freefall?	4.0
2097	2100	main-forum	deft-forum	2014	100	none	none	You are a Christian.	Therefore you are not a Christian.	1.4
152	152	main-captions	MSRvid	2012test	224	none	none	Two men are packing suitcases into the trunk of a car.	The men are putting suitcases into the car's trunk.	4.4
1937	1937	main-captions	images	2015	1322	none	none	Two black and white dogs are playing together outside.	Two children and a black dog are playing out in the snow.	1.0
2653	2668	main-news	MSRpar	2012test	340	none	none	Prosecutors filed a motion informing Lee they intend to seek the death penalty.	He added that prosecutors will seek the death penalty.	3.4
2721	2736	main-news	MSRpar	2012test	437	none	none	Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.	Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.	3.8
183	183	main-captions	MSRvid	2012test	271	none	none	A young boy is holding a guitar.	A little boy is playing a guitar.	2.75
5595	5638	main-news	headlines	2016	733	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	No winners in a war of sanctions	The impact of sanctions on Russia	1.0
3383	3411	main-news	MSRpar	2012train	694	none	none	Stanford (51-17) and Rice (57-12) will play for the national championship tonight.	Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.	3.5
3409	3452	main-news	deft-news	2014	2	none	none	the treaty was first signed in 1990.	the cfe treaty was signed in 1990.	4.2
5292	5335	main-news	headlines	2015	948	none	none	Assad warns Turkey of 'heavy price' for backing Syrian rebels	Cabinet at war over arming Syrian rebels	1.0
2966	2990	main-news	MSRpar	2012train	55	none	none	Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.	In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.	3.2
429	429	main-captions	MSRvid	2012test	642	none	none	The woman is pencilling on eye shadow.	The girl is using an eye pencil on her eyelid.	2.8
2748	2772	main-news	MSRpar	2012test	486	none	none	Peterson told police he fished alone in San Francisco Bay on Christmas Eve, returning to an empty house.	Peterson told police he left his wife at about 9:30 a.m. on Dec. 24 to fish alone in San Francisco Bay.	3.0
1283	1283	main-captions	images	2014	415	none	none	Three cows grazing in a field.	Several sheep grazing in the field.	0.8
5116	5159	main-news	headlines	2015	515	none	none	6 Killed by Hot Lava as Indonesia Volcano Erupts	Five dead in Indonesian eruption	3.0
2934	2958	main-news	MSRpar	2012train	10	none	none	The man accused of using fake grenades to commandeer a Cuban plane that landed in Key West in April was sentenced Friday to 20 years in prison.	A Cuban architect was sentenced to 20 years in prison Friday for using two fake grenades to hijack a passenger plane from Cuba to Florida in April.	4.4
1126	1126	main-captions	images	2014	178	none	none	Tan cow with ear tags on a grassy field.	Many sheep standing on a green hill.	0.2
4345	4388	main-news	headlines	2014	50	none	none	Bangladesh building collapse death toll hits 540: army	Bangladesh building collapse death toll passes 1,000	2.6
4541	4584	main-news	headlines	2014	293	none	none	Libya abruptly closes its borders with four countries	Libya closes borders, declares martial law in south	3.4
1982	1982	main-captions	images	2015	1449	none	none	A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched.	A brown dog splashes in the water while carrying a ball in it's mouth.	0.4
3009	3033	main-news	MSRpar	2012train	114	none	none	ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.	Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.	3.8
250	250	main-captions	MSRvid	2012test	374	none	none	A man is walking on a rope.	A man is riding a mo-pad.	0.4
4899	4942	main-news	headlines	2014	734	none	none	Thieves snatch English Channel swimmer's custom-made wheelchair	Thieves steal Channel swimmer's wheelchair	4.0
4994	5037	main-news	headlines	2015	212	none	none	N. Korea's Kim hails execution of powerful uncle	North Korea's Kim seen behind sacking of powerful uncle	4.6
4577	4620	main-news	headlines	2014	337	none	none	Soccer-France to host Australia for first time in October	NRA official to face questions for first time since controversial remarks	0.0
556	556	main-captions	MSRvid	2012train	92	none	none	The man is playing a guitar.	A baby is playing a guitar.	1.8
2230	2233	main-forum	deft-forum	2014	233	none	none	If I'm angry, it will show up in one of those scans..	If I'm hyper active, it will show up in one of those scans..	3.2
3580	3623	main-news	deft-news	2014	173	none	none	29 people were convicted by the quang ninh people's court of participating in a drug ring that trafficked heroin from vietnam to china.	court official tran dao stated the 12 people were among 29 people convicted by the quang ninh people's court of participating in a drug ring that trafficked heroin from vietnam to china.	3.4
3665	3708	main-news	deft-news	2014	258	none	none	the ministers from china, laos, india, myanmar and thailand will also address crop substitution initiatives for impoverished ethnic minorities who still rely on opium cultivation.	the ministers from china, laos, india, myanmar and thailand will discuss how to find markets for goods produced under crop substitution and other related programs such as eco-tourism and handicraft manufacturing.	3.6
132	132	main-captions	MSRvid	2012test	195	none	none	A man and woman are driving down the street in a jeep.	A man and woman are driving down the road in an open air vehicle.	4.0
1129	1129	main-captions	images	2014	186	none	none	Parked white double decker bus.	A red and white double decker bus is parked.	4.2
4923	4966	main-news	headlines	2015	27	none	none	NA President’s message on the World Press Freedom Day	Pakistan marks World Press Freedom Day	2.2
2304	2307	main-forum	deft-forum	2014	307	none	none	Genetic predisposition to cancer resistance is superior genetics.	Genetic predisposition to Alzheimer is inferior genetics.	1.4
4590	4633	main-news	headlines	2014	353	none	none	Dozens killed in air strike on bakery in central Syria	'Dozens killed' in Syrian air strike on bakery	5.0
4136	4179	main-news	headlines	2013	534	none	none	Indonesian president to visit UK	Indonesian president to visit Australia	1.4
808	808	main-captions	MSRvid	2012train	462	none	none	A boy is riding a bike on a gate.	A woman is riding a horse.	0.8
3595	3638	main-news	deft-news	2014	188	none	none	zahedan is a city in southeastern	bam is a city in southeastern	1.8
563	563	main-captions	MSRvid	2012train	102	none	none	Someone is pouring oil into a skillet.	Someone is pouring milk into a blender.	1.6
1556	1556	main-captions	images	2015	202	none	none	A guy and two girls are smiling at the camera.	Three dogs, one white and two brown, are running together on a field of grass.	0.0
3986	4029	main-news	headlines	2013	347	none	none	Mali interim leader takes office	Mali's Interim President Sworn Into Office	4.2
45	45	main-captions	MSRvid	2012test	68	none	none	A man is playing the piano.	A woman is playing the violin.	1.0
5430	5473	main-news	headlines	2015	1302	none	none	Doha gas blast kills 12, injures dozens	Syria missile kills 26, including 8 kids	0.6
5504	5547	main-news	headlines	2015	1489	none	none	Palestinian hunger striker, Israel reach deal	Palestinian activist detained in Israeli raid	1.2
228	228	main-captions	MSRvid	2012test	335	none	none	A man is playing guitar.	A man is draining pasta.	0.4
432	432	main-captions	MSRvid	2012test	646	none	none	A dog is running on the ground.	A girl is tapping her finger nails.	0.0
4844	4887	main-news	headlines	2014	670	none	none	occupied Palestinian territory: Palestinians rebuff US peace talks blueprint	occupied Palestinian territory: Palestinians Face a Route to Nowhere	1.4
3102	3128	main-news	MSRpar	2012train	266	none	none	In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation.	"I am not giving any consideration to resignation,"" Shumaker said in a statement."	4.0
3688	3731	main-news	deft-news	2014	281	none	none	korobeynichev's laboratory worked with the u.s. lawrence livermore national laboratory.	korobeynichev's laboratory worked with other scientific institutes.	3.2
2525	2534	main-news	MSRpar	2012test	140	none	none	Prosecutors contended that Mr. Durst had plotted the murder to assume Mr. Black's identity.	Prosecutors maintained that Durst murdered Black to try to assume Black's identity.	4.75
2056	2059	main-forum	deft-forum	2014	59	none	none	The Human Element You could sign Lance Berkman at the end of the year I guess?	You could sign Lance Berkman at the end of the year I guess?	4.0
3113	3139	main-news	MSRpar	2012train	280	none	none	Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women, aged 16 and 18.	Seven 20- and 21-year-old male cadets were caught in an off-campus hotel room early Saturday with two female teens, 16 and 18 years.	3.2
3975	4018	main-news	headlines	2013	334	none	none	South Sudan accuses Sudan of bombings ahead of talks	S. Sudan accuses Sudan of bombing in blow to talks	4.4
3824	3867	main-news	headlines	2013	147	none	none	Israel threatens action against Gaza aid ship	Israel attacks in Gaza Strip after rocket fire	1.6
26	26	main-captions	MSRvid	2012test	40	none	none	The woman is playing the flute.	A woman is playing a flute.	5.0
1633	1633	main-captions	images	2015	403	none	none	A brown dog in running on grass.	A brown dog runs through the grass.	4.8
3719	3762	main-news	headlines	2013	13	none	none	Teenager in China kills 8, wounds 5 in knife attack	Teenager kills 8 in knife attack	3.2
3026	3050	main-news	MSRpar	2012train	138	none	none	The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.	The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.	4.0
3488	3531	main-news	deft-news	2014	81	none	none	zabol is a town in southeastern iran.	khoramabad is a city in western iran.	1.2
2679	2694	main-news	MSRpar	2012test	380	none	none	Among three major candidates, Schwarzenegger is wining the battle for independents and crossover voters.	Schwarzenegger picks up more independents and crossover voters than Bustamante.	3.4
2142	2145	main-forum	deft-forum	2014	145	none	none	I. ATLANTIC REQUIREMENTS .	PACIFIC REQUIREMENTS .	0.8
1187	1187	main-captions	images	2014	274	none	none	Room with several computer monitors.	A room with four computer monitors in a row.	4.0
661	661	main-captions	MSRvid	2012train	244	none	none	A man stares out a window.	A man looks out the window.	4.8
5440	5483	main-news	headlines	2015	1338	none	none	3 dead, 1 hurt in shooting at S Carolina oceanfront motel	4 dead, 30 injured in train collision near Moscow	0.2
777	777	main-captions	MSRvid	2012train	413	none	none	A man plays a trumpet.	A man is playing a musical instrument.	3.4
5007	5050	main-news	headlines	2015	240	none	none	Iran 'thwarts nuclear sabotage attempts'	Iran says detects sabotage at nuclear facility	3.6
5384	5427	main-news	headlines	2015	1182	none	none	Two arrests made after protest against Nigel Farage	Kerry vows progress after latest intensive Mideast trip	0.0
1441	1441	main-captions	images	2014	657	none	none	A black and white cat lying on a blanket.	A black and white cat laying on a cat bed.	3.75
3135	3161	main-news	MSRpar	2012train	319	none	none	Heather, 35, who lost a leg in a road accident, is thought to have steel plates fitted in her hips, which would make natural childbirth impossible.	Former model Lady McCartney lost a leg in a road accident in 1993 and is understood to have steel plates fitted in her hips which would make natural childbirth difficult.	2.4
5005	5048	main-news	headlines	2015	229	none	none	Israel ends airstrike case; Palestinians critical	Israeli gunboats fire at Palestinian fishermen	1.4
4853	4896	main-news	headlines	2014	680	none	none	Egypt court orders Mubarak release	Egypt court turns down Mubarak's release request	2.0
5256	5299	main-news	headlines	2015	858	none	none	Conmen dressed as women steal cash	CCTV: York conmen dress as women to trick pensioners	3.8
2820	2844	main-news	MSRpar	2012test	594	none	none	The national denomination of the Episcopal Church, with 2.3 million members, is the U.S. branch of the 77 million-member Anglican Communion.	The Episcopal Church, with 2.3 million members, is the American branch of the worldwide Anglican Communion, which has 77 million adherents.	5.0
5266	5309	main-news	headlines	2015	889	none	none	Washington Pot Shops Prepare for Historic Sales	Washington pot shops prepare for historic sales	5.0
4777	4820	main-news	headlines	2014	585	none	none	UN confirms sarin used in Syria attack	'War crime': U.N. finds sarin used in Syria chemical weapons attack	3.4
2020	2023	main-forum	deft-forum	2014	23	none	none	Well, whatever, you are now.	Well, whatever, you're aware of it now.	2.2
5063	5106	main-news	headlines	2015	393	none	none	Egypt strongly opposes military action against Syria	Reactions to the prospect of military action against Syria	1.6
2511	2520	main-news	MSRpar	2012test	119	none	none	My judgment is 95 percent of that information should be declassified, become uncensored, so the American people would know.	"My judgment is 95 percent of that information could be declassified, become uncensored so the American people would know,"" Mr. Shelby said on NBC's ""Meet the Press."""	3.4
832	832	main-captions	MSRvid	2012train	495	none	none	A woman is squeezing some cucumber slices.	A woman is getting doused in green slime.	0.75
67	67	main-captions	MSRvid	2012test	102	none	none	A man is getting into a car.	A man is getting into a car in a garage.	3.833
1580	1580	main-captions	images	2015	252	none	none	A dog runs through the grass.	A dog runs through the snow.	2.2
2453	2456	main-news	MSRpar	2012test	11	none	none	Page said it's also possible that genes on the Y chromosome may influence gender-specific differences in disease susceptibility.	He added that genes on the Y might play a role in influencing gender-specific differences in disease susceptibility.	4.4
954	954	main-captions	MSRvid	2012train	679	none	none	A group of couples are dancing.	Men and women are dancing slowly.	3.333
2084	2087	main-forum	deft-forum	2014	87	none	none	The Nazis increases the longevity of a handgun permit from  to  years.	The Nazis lowered the minimum age to buy a firearm from  to .	2.2
5372	5415	main-news	headlines	2015	1152	none	none	EU declares Hezbollah's military wing terror group	EU puts Hezbollah military wing on terror list	4.8
4259	4302	main-news	headlines	2013	689	none	none	Spain jobless rate hits new high	Spain's jobless claims hit new high	4.2
876	876	main-captions	MSRvid	2012train	561	none	none	A man severs the toe of an empty leather boot using a sword.	A man is cutting a boot with a sword.	3.75
5310	5353	main-news	headlines	2015	987	none	none	Venezuelan president to visit China	Senegalese president to visit China	1.8
1520	1520	main-captions	images	2015	85	none	none	A young girl going down a tube slide.	A young girl swinging off a tire swing	1.8
1509	1509	main-captions	images	2015	34	none	none	A man crouching and holding a camera.	The crouching man is holding a large camera.	4.6
2846	2870	main-news	MSRpar	2012test	641	none	none	Wall Street analysts had expected 22 cents a share, according to Thomson First Call.	The results were 3 cents a share lower than the forecast of analysts surveyed by Thomson First Call.	2.2
634	634	main-captions	MSRvid	2012train	203	none	none	The baby is laughing and crawling.	A baby is laughing and crawling on the floor.	4.2
1909	1909	main-captions	images	2015	1232	none	none	A man jumps off of one rooftop onto another.	A young man jumps from one balcony to another.	2.8
2389	2392	main-forum	deft-forum	2014	392	none	none	Part of pro-life is the opposition to legalized abortion.	"Pro-life also refers to just ""opposition to abortion""."	3.8
5103	5146	main-news	headlines	2015	486	none	none	Iran, six global powers sign landmark nuclear deal	Iran, world powers agree nuclear deal	4.6
4779	4822	main-news	headlines	2014	589	none	none	Merkel Vies 3rd Term in Office in Germany Elections	Merkel Wins Big in Germany Election	3.25
538	538	main-captions	MSRvid	2012train	69	none	none	A woman is tapping her fingers on a table.	A woman is tapping her fingers.	4.0
4010	4053	main-news	headlines	2013	376	none	none	Jaya Prada all set to join BJP	Jaya Prada likely to join BJP, Amar Singh to decide for her	3.8
4529	4572	main-news	headlines	2014	279	none	none	Thousands protest gay marriage	Thousands protest gay marriage in Paris	3.6
5673	5716	main-news	headlines	2016	1277	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Li Na to announce retirement	US Senator Ted Cruz to announce presidential bid	0.0
4517	4560	main-news	headlines	2014	265	none	none	Whistleblower Edward Snowden flies to Moscow	NSA whistleblower Edward Snowden leaves Hong Kong on flight to Moscow	3.6
2463	2466	main-news	MSRpar	2012test	32	none	none	Leon Williams' body was found inside his third-floor apartment at 196 Bay St., in Tompkinsville.	The dead man, Leon Williams, was found in his third-floor apartment.	3.4
908	908	main-captions	MSRvid	2012train	612	none	none	A woman is cutting scallions.	A woman falls on a sand castle.	0.0
154	154	main-captions	MSRvid	2012test	227	none	none	A man is slicing something.	A man is slicing a bun.	3.0
355	355	main-captions	MSRvid	2012test	528	none	none	A man is riding a horse and jumping over obstacles.	A man is kicking a soccer ball.	0.333
4791	4834	main-news	headlines	2014	604	none	none	Singapore stocks end up 0.26 percent	Singapore stocks end up 0.11 pct	2.0
1408	1408	main-captions	images	2014	606	none	none	A man riding a white horse.	A woman leading a white horse.	1.8
2115	2118	main-forum	deft-forum	2014	118	none	none	If it wasn't a life, then it would not be able to be born.	If it wasn't alive, then it would miscarriage on it's own.	3.0
1972	1972	main-captions	images	2015	1406	none	none	A woman is sitting on a sidewalk with a cell phone at her ear.	A woman is riding her bicycle.	0.5
5110	5153	main-news	headlines	2015	501	none	none	North Korea blocks access to joint industrial zone	North Korea Blocks Access to Key Industrial Zone	4.2
4639	4682	main-news	headlines	2014	408	none	none	At least 45 killed in Spain train crash	At least 13 killed in triple car bombings in Iraq's Diyala	1.0
5019	5062	main-news	headlines	2015	270	none	none	Wreckage of Air Algerie plane carrying 116 people found in Mali	Wreckage from AirAlgerie flight AH5017 found in Mali	3.4
5469	5512	main-news	headlines	2015	1404	none	none	Ehud Olmert, former Israeli prime minister, sentenced to six years in jail for corruption	Ehud Olmert sentenced to six years in Israel	3.8
1163	1163	main-captions	images	2014	234	none	none	A close-up of a sheep with its tongue hanging out.	Close up image of a sheep with it's tongue hanging out.	5.0
4924	4967	main-news	headlines	2015	30	none	none	EU foreign ministers to discuss Syria arms embargo	EU foreign ministers seek solution on Syria arms	3.6
526	526	main-captions	MSRvid	2012train	52	none	none	A kitten is playing with a blue rope toy.	A kitten is playing with a toy.	4.4
1894	1894	main-captions	images	2015	1202	none	none	A boy waves around a sparkler.	A young boy is twisting a sparkler around in the air.	4.4
4697	4740	main-news	headlines	2014	489	none	none	Trailblazing Israeli electric car company Better Place to fold	Trailblazing Israeli electric car company to fold	4.4
1709	1709	main-captions	images	2015	640	none	none	A golden dog is running on the grass.	The large beige dog is running through the grass.	3.4
5086	5129	main-news	headlines	2015	442	none	none	China manufacturing index at 11-month low: HSBC	China manufacturing expands in September	1.0
4893	4936	main-news	headlines	2014	728	none	none	Discipline against student gunman thought to have sparked Colorado shooting	Discipline against student thought to be key to motive	3.4
5075	5118	main-news	headlines	2015	416	none	none	Outrage after reports emerge about 6-year-old Indian girl raped at school	Outrage After Indian Girl, 6, Raped at Her School	5.0
2126	2129	main-forum	deft-forum	2014	129	none	none	I hope this is nothing.	I hope everything is ok!	2.0
148	148	main-captions	MSRvid	2012test	216	none	none	A man is playing the guitar.	A man seated in a room is playing the guitar.	4.0
1845	1845	main-captions	images	2015	1063	none	none	The young man is skateboarding at a skate park.	a boy in a blue T shirt is airborne on a skateboard in a skate park.	3.8
4720	4763	main-news	headlines	2014	519	none	none	Strong new quake hits shattered Pak region	Powerful new earthquake hits shattered Pakistan region	4.8
3864	3907	main-news	headlines	2013	195	none	none	Clinton calls for friends of Syria to unite	Plastic artist calls for greater support for new talents	0.0
4190	4233	main-news	headlines	2013	604	none	none	Lakers Fire Coach Mike Brown After 1-4 Start	Lakers fire Mike Brown after 1-4 start	4.4
3020	3044	main-news	MSRpar	2012train	128	none	none	Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism, Mr Howard said.	Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said.	4.0
1327	1327	main-captions	images	2014	481	none	none	Several cows grazing on the median by the road.	Five cows grazing on a patch of grass between two roadways.	4.0
4003	4046	main-news	headlines	2013	366	none	none	Google CEO says Android important, not critical	Larry Page says Android important, not critical	4.0
2165	2168	main-forum	deft-forum	2014	168	none	none	claims about trayvon's character And when did I do that?	slanted blogs And when did I do that?	2.6
5672	5715	main-news	headlines	2016	1275	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Govt. to hold talks with FTII students	Cameron to hold talks with Sturgeon on UK future	0.0
2695	2710	main-news	MSRpar	2012test	399	none	none	Annika Sorenstam gets her first opportunity to test that objective this week at the McDonald's LPGA Championship.	The appetizer devoured, Annika Sorenstam moves on to the entree this week at the McDonald's LPGA Championship.	3.0
272	272	main-captions	MSRvid	2012test	406	none	none	A man is crushing garlic with the back of a knife.	A woman is slicing meat with a knife.	1.5
499	499	main-captions	MSRvid	2012train	11	none	none	A man is cutting a potato.	A woman is cutting a tomato.	1.25
5001	5044	main-news	headlines	2015	221	none	none	Police fire tear gas at protesters in Bangkok	Police fire tear gas at protesters	3.0
817	817	main-captions	MSRvid	2012train	478	none	none	A man is kicking oots of water.	A woman is slicing a red pepper.	0.25
4792	4835	main-news	headlines	2014	605	none	none	Iran, atomic agency in first talks since Rowhani election	IAEA, Iran to hold first nuclear talks since Rohani election	4.8
3284	3312	main-news	MSRpar	2012train	559	none	none	Customers that pay the $1,219 entrance fee get SMS 2003 with 10 device client access licenses.	Retail pricing for SMS 2003 with 10 device client access licenses is $1,219.	4.333
5222	5265	main-news	headlines	2015	777	none	none	Supreme Court takes on affirmative action in Michigan ban case	Supreme Court to hear Michigan affirmative action case	4.4
2677	2692	main-news	MSRpar	2012test	377	none	none	The president began his speech by acknowledging the terrorist attacks in Saudi Arabia that killed at least 29 people, including seven Americans.	Bush, however, also lashed out at the terrorist bombings in Saudi Arabia that killed at least 29 people -- including a number of Americans.	3.2
292	292	main-captions	MSRvid	2012test	438	none	none	A badger is burrowing a hole.	A badger is digging the earth.	4.6
3042	3066	main-news	MSRpar	2012train	165	none	none	OPEC producers at a meeting on Wednesday are set to pressure independent oil exporters to contribute to the cartel's next supply cut to allow for the return of Iraqi oil.	OPEC this week is set to pressure independent exporters to back the cartel's next supply cut to prevent the resumption of Iraqi exports undercutting oil prices.	2.8
5669	5712	main-news	headlines	2016	1256	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Pro-Palestinian Activists March to UN Headquarters	Pro-Palestinian activists prepare flotilla to break Gaza blockade	2.0
96	96	main-captions	MSRvid	2012test	141	none	none	A man is riding on a horse.	A girl is riding a horse.	2.6
3201	3227	main-news	MSRpar	2012train	430	none	none	It will also help reform the Royal Solomon Islands Police, strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation.	The intervention force will confiscate weapons, reform the police, strengthen the courts and prison system and protect key institutions such as the Finance Ministry.	3.444
3872	3915	main-news	headlines	2013	203	none	none	No blocks to investment	India allows Pakistan investment	2.0
4208	4251	main-news	headlines	2013	623	none	none	British gold rush silences gripes over cost	2 British soldiers killed in Afghan insider attack	0.6
3403	3446	main-news	MSRpar	2012train	742	none	none	The defense cannot appeal Roush's ruling until after the trial.	Defense lawyers cannot appeal the ruling until after trial, in the appellate courts.	3.4
3744	3787	main-news	headlines	2013	46	none	none	Abbas to lead Palestinian unity government	Abbas proposed as PM in interim unity government	4.0
1990	1990	main-captions	images	2015	1478	none	none	A large tan dog is running with a green item in its mouth	The tan dog is carrying a green squeak toy in its mouth.	4.4
2422	2425	main-forum	deft-forum	2014	425	none	none	LOL Don't you have to take a test to drive a vehicle in the US?	Is there a test to own a firearm in the US?	0.8
4726	4769	main-news	headlines	2014	527	none	none	Four dead in Indonesia train accident	Five dead as Indonesia train collides with fuel truck	3.4
5381	5424	main-news	headlines	2015	1171	none	none	Air strikes kills dozens in northern Syria	Ukraine will not give 'an inch' over Crimea	0.0
1019	1019	main-captions	images	2014	28	none	none	A silver and blue Amtrak train on the tracks near a small train station.	A small white car parked at the gas station.	0.6
1836	1836	main-captions	images	2015	1037	none	none	Two constructions workers sit on a beam taking a break.	The man is putting on his shirt near an elevator.	0.0
1582	1582	main-captions	images	2015	255	none	none	Two people are playing golf on a golf course.	Two people are on a golf course playing golf.	5.0
1867	1867	main-captions	images	2015	1133	none	none	A swimmer is doing the backstroke in the swimming pool.	a person doing the back stroke in a swimming pool	4.8
3942	3985	main-news	headlines	2013	290	none	none	Bradley triumphs at Firestone as Furyk fades	Bahrain court upholds sentences against uprising leaders	0.0
940	940	main-captions	MSRvid	2012train	656	none	none	A woman is dancing by a fire.	A man ties a noose.	0.0
4636	4679	main-news	headlines	2014	405	none	none	Mandela to spend Christmas in hospital	Mandela movie to open this month in South Africa	0.2
4960	5003	main-news	headlines	2015	118	none	none	Titanic Violin Nabs Record $1.4 Million	Titanic violin sells for $1.7 million	3.8
3776	3819	main-news	headlines	2013	89	none	none	Israeli air strikes kill 16 in Gaza	Israel air strikes kill 4 in Gaza; death toll now at 38	2.2
3562	3605	main-news	deft-news	2014	155	none	none	russian president vladimir putin states that the decision to cease implementation of the conventional forces in europe treaty is a response to u.s. plans to establish missile defense sites in eastern europe and to nato's failure to ratify an amended version of the treaty.	russian president vladimir putin states that the decision is a response to u.s. plans to establish missile defense sites in eastern europe and to nato's failure to ratify an amended version of the treaty.	4.2
3844	3887	main-news	headlines	2013	173	none	none	Boris Johnson re-elected London mayor	Johnson re-elected London mayor	3.8
2855	2879	main-news	MSRpar	2012test	652	none	none	Prior to joining Kodak, Palumbo worked for Procter & Gamble Corp., where he managed products such as Folgers and Pantene shampoo.	Prior to joining Eastman Kodak, Mr. Palumbo held senior marketing positions for Procter & Gamble.	3.75
3418	3461	main-news	deft-news	2014	11	none	none	russia would not immediately increase military strength along russian borders.	russia would not hesitate to increase military strength along russian borders if the need arises.	2.0
3317	3345	main-news	MSRpar	2012train	605	none	none	The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party.	Their differences on energy and Medicare have become so pointed other members say it is embarrassing to the party.	3.5
1796	1796	main-captions	images	2015	897	none	none	a white dog running in the snow	The dogs are running in the snow.	3.2
