	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
5562	5605	main-news	headlines	2016	428	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Spain approves new restrictive abortion law	Spanish government approves tight restrictions on abortion	5.0
877	877	main-captions	MSRvid	2012train	563	none	none	The person is removing the scales from the fish.	A person is descaling a fish.	5.0
1991	1991	main-captions	images	2015	1481	none	none	A group of people in boats racing towards the shore.	A classroom of students watching a presentation.	0.0
2652	2667	main-news	MSRpar	2012test	339	none	none	The Commerce Commission would have been a significant hurdle for such a deal.	The New Zealand Commerce Commission had given Westpac no indication whether it would have approved its deal.	1.8
4466	4509	main-news	headlines	2014	198	none	none	Bangladesh Opposition Leader Sentenced to Death for War Crimes	Bangladesh: Fugitive Sentenced to Death by War Crimes Tribunal	3.6
2278	2281	main-forum	deft-forum	2014	281	none	none	Operation Chaos is merely people voting.	Chaos is merely people voting.	4.0
2276	2279	main-forum	deft-forum	2014	279	none	none	Yes, it's about dilution.	Er, that's not how dilution works.	1.8
3480	3523	main-news	deft-news	2014	73	none	none	iran's nuclear projects are for peaceful purposes.	iran insists that its nuclear program is for peaceful purposes	3.6
1666	1666	main-captions	images	2015	507	none	none	A white dog runs on a beach.	The white dog is running along the beach.	5.0
2930	2954	main-news	MSRpar	2012train	2	none	none	The fines are part of failed Republican efforts to force or entice the Democrats to return.	Perry said he backs the Senate's efforts, including the fines, to force the Democrats to return.	2.8
4464	4507	main-news	headlines	2014	196	none	none	Intel's McAfee Buys Cloud-Based, Networked Firewall Specialist Stonesoft For $389M In Cash	McAfee to acquire firewall Stonesoft for $389 million	3.8
1175	1175	main-captions	images	2014	256	none	none	A dog is wearing a gray jacket.	A dog laying in a pet jacket.	3.0
4654	4697	main-news	headlines	2014	432	none	none	More than 1,000 inmates escape from Libya's al-Kweifiya prison	1000 prisoners escape from Libyan jail	4.4
5574	5617	main-news	headlines	2016	569	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	UN warns of plight of women, children in Syria's Homs	UNICEF calls for immediate safe access to women, children in Homs	3.0
4551	4594	main-news	headlines	2014	305	none	none	China's yuan weakens to 6.2767 against USD Thursday	China yuan weakens to 6.1818 against USD Tuesday	2.0
4396	4439	main-news	headlines	2014	117	none	none	"India gang-rape victim ""struggling against the odds"""	Indian rape victim dies in Singapore hospital	1.8
5514	5557	main-news	headlines	2016	57	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Syrian Rebel Groups Battle Each Other in North	Syrian rebel groups battle each other in north	5.0
3073	3099	main-news	MSRpar	2012train	226	none	none	On May 1, he crawled through a narrow, winding canyon, rappelled down a 60-foot cliff and walked some six miles down the canyon.	He crawled through a narrow, winding canyon, rappelled down a 60-foot cliff, and walked some six miles down the canyon near Canyonlands National Park in southeastern Utah.	3.75
2369	2372	main-forum	deft-forum	2014	372	none	none	Yet you didn't have to declare it.	And you didn't have to.	2.0
5115	5158	main-news	headlines	2015	514	none	none	Five children buried alive in Bohol landslide	Nine children die in attack in Afghanistan attack	0.4
3858	3901	main-news	headlines	2013	187	none	none	U.S. Drone Kills Five Militants in Pakistan	Six Police Officers Killed in Attacks in Dagestan	0.4
1834	1834	main-captions	images	2015	1023	none	none	A large black and white dog is swimming in the water.	A black and white dog with a stick is in muddy water.	3.6
4730	4773	main-news	headlines	2014	532	none	none	US set for Obama inauguration	US House backs new sanctions before Iran inauguration	0.4
3829	3872	main-news	headlines	2013	153	none	none	Barack Obama's bodyguards sent back to US after prostitution scandal	Barclays boss falls to rate fixing scandal	0.4
4204	4247	main-news	headlines	2013	619	none	none	UN aid chief Amos enters Baba Amr with Red Crescent	Syria's besieged Baba Amr is deserted, Red Cross says	2.0
871	871	main-captions	MSRvid	2012train	553	none	none	A man is frying a tortilla.	A person is performing a card trick.	0.0
2887	2911	main-news	MSRpar	2012test	690	none	none	The broader Standard & Poor's 500 Index .SPX climbed 10 points, or 1.10 percent, to 943.	The Nasdaq Composite Index .IXIC jumped 43.64 points, or 2.89 percent, to 1,553.73.	1.0
4367	4410	main-news	headlines	2014	81	none	none	Britain set to deport of Abu Qatada	Britain loses bid to deport radical cleric Abu Qatada	2.2
1261	1261	main-captions	images	2014	384	none	none	Ten sheep looking at the camera.	A cat on its back looking at the camera.	1.2
1212	1212	main-captions	images	2014	319	none	none	A cruise liner docked at a port.	A cruise ship docked at a coast.	3.2
1026	1026	main-captions	images	2014	41	none	none	a black and white cow in hay.	A black and white cow in a pen with hay.	4.0
2347	2350	main-forum	deft-forum	2014	350	none	none	For the trillionth time, I've never said rehabilitation doesn't work.	"The point you quote should say ""I never said rehabilitation could never work."""	3.4
285	285	main-captions	MSRvid	2012test	427	none	none	Two zebras are playing.	Zebras are socializing.	4.25
213	213	main-captions	MSRvid	2012test	314	none	none	A man is punching through boards.	A dog is running through water.	0.4
1614	1614	main-captions	images	2015	357	none	none	A black dog with a blue collar is running in the snow.	A black dog wearing a blue collar is running through the snow.	5.0
3670	3713	main-news	deft-news	2014	263	none	none	the extradition conditions stipulate that the tunisian can only be prosecuted for the single charge of falsifying documents that italian authorities can provide sufficient evidence to prosecute.	spokesman for the swiss justice ministry folco galli stated that the extradition conditions stipulate that mejri can only be prosecuted on a single charge of falsifying documents for which italian authorities could provide sufficient evidence to prosecute.	2.6
747	747	main-captions	MSRvid	2012train	360	none	none	A man and woman are walking.	A man and woman walking hold each other.	3.2
2029	2032	main-forum	deft-forum	2014	32	none	none	More expensive homes.	More expensive cars.	1.2
2701	2716	main-news	MSRpar	2012test	410	none	none	The state's population was 6,080,485 in 2000, according to the U.S. census.	Between 1960 and 2000, however, the state's population grew by 30.4 percent to 6,080,485.	2.6
4904	4947	main-news	headlines	2014	740	none	none	'Whitey' Bulger given two consecutive life terms	Whitey Bulger gets life for racketeering, killings	3.2
2044	2047	main-forum	deft-forum	2014	47	none	none	I'm not outraged, I'm disappointed.	God bless I'm not outraged, I'm disappointed.	5.0
5377	5420	main-news	headlines	2015	1166	none	none	California governor declares drought emergency	California governor declares drought emergency as wildfires continue to burn	3.6
3102	3128	main-news	MSRpar	2012train	266	none	none	In an E-mail statement to the Knoxville News Sentinel, Shumaker said, ''I am not giving any consideration to resignation.	"I am not giving any consideration to resignation,"" Shumaker said in a statement."	4.0
3238	3265	main-news	MSRpar	2012train	485	none	none	The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches.	On Wednesday, attendees will vote on resolutions that express the Southern Baptist view on issues, but are not binding on individual churches.	3.273
46	46	main-captions	MSRvid	2012test	69	none	none	A woman is playing the flute.	A man is playing the guitar.	1.0
35	35	main-captions	MSRvid	2012test	54	none	none	A lion is playing with people.	A lion is playing with two men.	3.4
3045	3069	main-news	MSRpar	2012train	170	none	none	"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do."""	What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do.	4.0
3660	3703	main-news	deft-news	2014	253	none	none	iraq has been lobbying for the security council to stop using the country's oil revenue to pay compensation to victims of the 1991 gulf war and the salaries of the united nations monitoring, verification and inspection commission inspectors and to have all money remaining in the united nation's oil-for-food accounts transferred to the government's development fund.	iraq's new leaders have been lobbying for the united nations security council to stop using the iraq's oil revenue to pay the salaries of the inspectors and to have all money remaining in the united nation's oil-for-food account transferred to the iraqi government.	4.0
531	531	main-captions	MSRvid	2012train	58	none	none	A turtle is walking.	A tortoise is walking.	4.4
1340	1340	main-captions	images	2014	498	none	none	The black and white cat is looking up at the camera.	A grey, black, and white cat looking at the camera.	3.6
4213	4256	main-news	headlines	2013	629	none	none	Iran says UN nuclear talks will continue	Iran says nuclear talks with UN 'constructive'	2.8
4161	4204	main-news	headlines	2013	567	none	none	'Million Muppet March' to defend Obama backing of PBS	Million Muppet March planned to defend U.S. backing for PBS	4.0
1555	1555	main-captions	images	2015	201	none	none	Two women sitting on a bench, their faces obscured, with one woman carrying an inflatable tiger and the other woman in a Disney snow white costume.	A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.	2.2
2167	2170	main-forum	deft-forum	2014	170	none	none	Why did that transaction take place.	Did the transaction take place?	2.4
3839	3882	main-news	headlines	2013	167	none	none	Syria rebels attack Lebanese post near border: army	Turkish army stages tank exercises near Syria border	0.8
3680	3723	main-news	deft-news	2014	273	none	none	the gang engaged in illegal activities including racketeering, blackmail, arms smuggling, cigarette smuggling and money laundering and allegedly used proceeds to fund terrorist groups in chechnya.	the dans stated the gang engaged in illegal activities including racketeering, blackmail, arms smuggling, cigarette smuggling and money laundering.	3.0
2569	2578	main-news	MSRpar	2012test	213	none	none	Tech stocks were hurt by a sour forecast from Sun Microsystems, which was viewed as a bad omen for the upcoming quarterly earnings season.	A sour forecast from Sun Microsystems Inc. SUNW.O put more pressure on Wall Street before the quarterly earnings season.	3.0
657	657	main-captions	MSRvid	2012train	240	none	none	A motorcyclist crashes on his motorcycle.	A person crashes on a motorcycle.	4.2
2715	2730	main-news	MSRpar	2012test	430	none	none	A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.	A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.	4.818
106	106	main-captions	MSRvid	2012test	155	none	none	A man is playing on his keyboard.	A man is playing a keyboard piano.	4.0
1412	1412	main-captions	images	2014	613	none	none	A subway train pulling into the station.	A white train pulling into a station.	3.6
2391	2394	main-forum	deft-forum	2014	394	none	none	Time of the Season by the Zombies We are all vessels filled with many wonders.	The theme song to Cheers: We are all vessels filled with many wonders.	2.8
104	104	main-captions	MSRvid	2012test	152	none	none	A man is playing the piano.	The man is playing the violin.	1.75
4172	4215	main-news	headlines	2013	582	none	none	Afghan, US govts sign deal on controversial night raid	Afghans, US sign deal on night raids	3.8
4326	4369	main-news	headlines	2014	25	none	none	Suicide bomber kills 3 at US base in Afghanistan	Suicide bombers attack US base in Afghanistan	2.8
775	775	main-captions	MSRvid	2012train	410	none	none	The woman is putting makeup on the man.	A woman is painting the face of a man.	2.8
3786	3829	main-news	headlines	2013	100	none	none	Tsunami warning issued for southern Alaska	Tsunami warning after Canada quake	2.4
94	94	main-captions	MSRvid	2012test	136	none	none	A man is levitating.	A man is talking.	0.8
1658	1658	main-captions	images	2015	487	none	none	A black and white dog is running through the field.	A black and white dog is running in the grass.	4.8
