	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
4253	4296	main-news	headlines	2013	680	none	none	Egypt's Mubarak critical	Egypt's Mubarak in critical condition	4.6
1496	1496	main-captions	images	2014	749	none	none	A small brown birds is eating from a bird feeder hanging from a tree.	A small red and grey bird perched in a tree.	2.0
4059	4102	main-news	headlines	2013	436	none	none	Chinese stocks open lower Wednesday	China stocks open lower Friday	2.4
3101	3127	main-news	MSRpar	2012train	265	none	none	Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income, but hoped for a rebound.	Cisco executives were encouraged by $1.3 billion in cash flow and the increase in net income, but said they remained ``cautiously optimistic'' about a rebound.	4.6
4629	4672	main-news	headlines	2014	397	none	none	U.S. bans carry-on liquids, gels on flights to Russia	US bans carry-on liquids on direct flights to Russia	4.4
4245	4288	main-news	headlines	2013	669	none	none	Wall Street Opens Lower	Wall Street Ends Mixed	2.0
5619	5662	main-news	headlines	2016	900	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	US Attorney General Holder resigns	Attorney General Eric Holder to Resign	5.0
2547	2556	main-news	MSRpar	2012test	179	none	none	The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 on Friday.	The tech-laced Nasdaq Composite .IXIC rallied 30.46 points, or 2.04 percent, to 1,520.15.	1.8
2684	2699	main-news	MSRpar	2012test	385	none	none	In 2002, Linksys overtook Cisco Systems as the leading wireless equipment vendor, accounting for 14.1 percent of revenue.	Rolfe said Linksys overtook Cisco Systems last year as the leading supplier of WLAN equipment.	3.5
13	13	main-captions	MSRvid	2012test	20	none	none	A person is folding a piece of paper.	Someone is folding a piece of paper.	4.667
5197	5240	main-news	headlines	2015	712	none	none	China stocks open higher Monday	China stocks close lower on Thursday	1.0
4199	4242	main-news	headlines	2013	614	none	none	N Korea warns of retaliation for South Korea drill	North warns of retaliation for Seoul's naval drill plan	3.6
2413	2416	main-forum	deft-forum	2014	416	none	none	What makes you think the owl didn't participate?	It doesn't say that it didn't participate.	1.6
2236	2239	main-forum	deft-forum	2014	239	none	none	Atlas Shrugged It's also a stellar performer in terms of blithering idiocy.	It's also a stellar performer in terms of blithering idiocy.	3.6
2260	2263	main-forum	deft-forum	2014	263	none	none	council tax Hasn't council tax been frozen for most people?	Hasn't council tax been frozen for most people?	4.8
4222	4265	main-news	headlines	2013	640	none	none	Obama's poll rating drops in boost for Republican rivals	Obama's big Hispanic win worries Republicans	1.0
4123	4166	main-news	headlines	2013	518	none	none	British Archbishop of Canterbury changes career to Cambridge	Archbishop of Canterbury to step down amid rifts	2.4
3247	3274	main-news	MSRpar	2012train	500	none	none	The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties.	The lawsuit named Secretary of State Kevin Shelley, a Democrat, and the registrars of voters in Los Angeles, Orange and San Diego counties.	4.2
5267	5310	main-news	headlines	2015	891	none	none	Rio airport workers strike on eve of FIFA World Cup	Rio de Janeiro airport workers strike on eve of World Cup	5.0
204	204	main-captions	MSRvid	2012test	298	none	none	A woman holds a kangaroo.	A woman is picking up a kangaroo.	3.25
756	756	main-captions	MSRvid	2012train	371	none	none	A man is playing soccer.	A man is drawing some figures.	0.4
2032	2035	main-forum	deft-forum	2014	35	none	none	Fairies don't exist - fine.	Satyrs don't exist - fine.	1.2
971	971	main-captions	MSRvid	2012train	703	none	none	The girl is tiding up her bed.	A woman is making a bed.	2.5
3699	3742	main-news	deft-news	2014	292	none	none	saudi arabia is an absolute monarchy that has taken steps towards reform.	saudi arabia is an absolute monarchy and has a consultative council appointed by the government.	3.4
258	258	main-captions	MSRvid	2012test	385	none	none	A lion is walking.	A lion is pacing in a pen.	2.4
4146	4189	main-news	headlines	2013	548	none	none	Putin sworn in as Russian growth falters	Putin sworn in as Russia's president for 6 years	2.4
1232	1232	main-captions	images	2014	342	none	none	Boy with glasses typing on a computer.	A boy looking at a computer screen.	3.2
594	594	main-captions	MSRvid	2012train	149	none	none	A man is playing a guitar and singing.	A man is playing a guitar.	3.2
794	794	main-captions	MSRvid	2012train	439	none	none	A man is adding oil to car.	A man is putting anti-freeze into a car.	2.0
5025	5068	main-news	headlines	2015	286	none	none	China launches probe and rover to moon	China launches first moon rover mission	4.0
5217	5260	main-news	headlines	2015	763	none	none	Car bomb in northern Syria kills at least 12	Syrian airstrikes kill at least 18 in Aleppo	2.0
944	944	main-captions	MSRvid	2012train	662	none	none	A man is playing the guitar and singing.	A man is opening a package containing headphones.	0.8
4961	5004	main-news	headlines	2015	120	none	none	Ankeet Chavan granted conditional bail for marriage	Ankeet Chavan granted bail to get married	5.0
1534	1534	main-captions	images	2015	136	none	none	five people standing on a sidewalk	Five people on a sidewalk.	4.8
1614	1614	main-captions	images	2015	357	none	none	A black dog with a blue collar is running in the snow.	A black dog wearing a blue collar is running through the snow.	5.0
3561	3604	main-news	deft-news	2014	154	none	none	nicaragua commemorated the 25th anniversary of the sandinista revolution.	nicaragua has not reconciled how to approach the anniversary of the sandinista revolution.	2.4
5052	5095	main-news	headlines	2015	360	none	none	Deaf customers sue Starbucks, say they're mocked	Deaf NY Starbucks patrons sue, say they're mocked	4.6
1055	1055	main-captions	images	2014	77	none	none	A black and white photo of an old train station.	A black and white photo of a motorcycle laying on the ground.	0.2
4462	4505	main-news	headlines	2014	194	none	none	Tokyo shares close 0.88pc lower	Singapore stocks close 0.44 pct lower	0.8
5259	5302	main-news	headlines	2015	864	none	none	Bangladesh garment factory fire 'kills 8'	Bangladesh garment factory collapse kills 149	2.0
4340	4383	main-news	headlines	2014	43	none	none	11 killed in Chinese police station attack	Eleven killed in China police station attack	5.0
3678	3721	main-news	deft-news	2014	271	none	none	both tajikistan and uzbekistan share a border with afghanistan and have experienced raids by taliban-backed islamic militants in recent years.	neighboring kyrgyzstan has also experienced raids by taliban-backed islamic militants in recent years.	1.8
333	333	main-captions	MSRvid	2012test	498	none	none	A person is riding a horse.	A woman is slicing potatoes.	0.0
1086	1086	main-captions	images	2014	118	none	none	A silver bicycle is parked in a living room.	A bicycle in a dining room.	2.4
3105	3131	main-news	MSRpar	2012train	270	none	none	Doctors had planned to deliver him two weeks early, on or around November 14.	A Caesarean had originally been planned in mid- November, two weeks early.	3.6
2030	2033	main-forum	deft-forum	2014	33	none	none	"Martin said, ""Why are you following me?"""	"Zimmerman replied, ""What are you doing here?"""	0.8
200	200	main-captions	MSRvid	2012test	294	none	none	Someone is feeding a animal.	Someone is playing a piano.	0.0
3860	3903	main-news	headlines	2013	189	none	none	9 killed, 168 injured in latest Cairo clashes	10 killed, 12 injured in E. Afghan airport suicide blast	1.2
1852	1852	main-captions	images	2015	1087	none	none	A shirtless man playing football on a lawn.	A shirtless man catches a football	4.4
2955	2979	main-news	MSRpar	2012train	42	none	none	A divided Supreme Court ruled Monday that Congress can force the nation's public libraries to equip computers with anti-pornography filters.	The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters, rejecting librarians' complaints that the law amounts to censorship.	3.6
4592	4635	main-news	headlines	2014	355	none	none	Police confirm how suspect was captured	Raid on Boston Marathon bombing suspect captured on film	2.2
3255	3282	main-news	MSRpar	2012train	509	none	none	CCAG supported Bill Curry, Rowland's opponent in the 2002 gubernatorial election.	Mr. Swan's group supported the governor's Democratic opponent, Bill Curry, in the 2002 election.	3.0
3466	3509	main-news	deft-news	2014	59	none	none	kashmir is divided between india and pakistan.	kashmir is claimed by both india and pakistan.	4.4
4604	4647	main-news	headlines	2014	367	none	none	South Africa Admits Mistake Over 'Schizophrenic' Mandela Signer	South Africa admits possible 'mistake' over deaf signer at Mandela memorial	3.2
3210	3236	main-news	MSRpar	2012train	444	none	none	Colgate shares closed Monday at $56.30 on the New York Stock Exchange.	Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.	2.4
3801	3844	main-news	headlines	2013	119	none	none	Capello quits as England manager	Capello resigns as England manager	5.0
1598	1598	main-captions	images	2015	314	none	none	two big brown dogs running through the snow.	A brown dog running through the grass.	2.0
5613	5656	main-news	headlines	2016	854	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	How the Dow Jones Industrial Average Did Wednesday	How the Dow Jones Industrial Average Fared on Monday	2.0
4727	4770	main-news	headlines	2014	528	none	none	Israel advances plan to build 900 settlement homes	Israel unveils plans for new settler homes	3.8
2270	2273	main-forum	deft-forum	2014	273	none	none	The government does not determine if you are married or not.	The government doesnt have to declare you married before you can be married.	3.6
5279	5322	main-news	headlines	2015	917	none	none	French raid wine cellar for austerity auction	US praises Ukraine deal; calls for concrete action	0.2
3686	3729	main-news	deft-news	2014	279	none	none	executive director of the arms control association in washington daryl kimball stated that-- the iaea report is 1 in a series of bad signs.	executive director of the arms control association in washington daryl kimball stated the israeli document could affect the debate over india.	3.6
2958	2982	main-news	MSRpar	2012train	45	none	none	Consumers still would have to get a descrambling security card from their cable operator to plug into the set.	To watch pay television, consumers would insert into the set a security card provided by their cable service.	3.4
3658	3701	main-news	deft-news	2014	251	none	none	the opposition japanese communist party was against the new law and feared it would lead to a stronger military.	the opposition japanese communist party was against the bill proposing the new law.	3.2
3579	3622	main-news	deft-news	2014	172	none	none	naeem m. smuggled 10 kilograms (22 pounds) of heroin.	the defendants smuggled more than 11 kilograms (24 pounds) of heroin.	2.4
4865	4908	main-news	headlines	2014	696	none	none	RF FM urges Syrian opposition to assist in immediate release of all foreigners captured in Syria	S Korea opposition candidate closes poll gap	0.6
210	210	main-captions	MSRvid	2012test	309	none	none	A man is opening a door.	A man is playing a guitar.	0.8
3332	3360	main-news	MSRpar	2012train	629	none	none	Mr Colpin did not specify whether it was this system that was at the centre of the investigation.	Neither OLAF nor the Belgian prosecutors have specified if it was this system that was at the centre of the investigation.	2.2
4800	4843	main-news	headlines	2014	615	none	none	East Timor bans martial arts clubs amid killings	East Timor Bans Martial Arts Schools Amid Killings	5.0
2610	2619	main-news	MSRpar	2012test	271	none	none	The report ranked 45 large companies based on employment, marketing, procurement, community reinvestment and charitable donations.	Of those three, only Dillard's responded to the survey that ranked 45 large companies on employment, marketing, procurement, community reinvestment and charitable donations.	3.0
2555	2564	main-news	MSRpar	2012test	193	none	none	Gartner analysts said that businesses are not yet feeling confident enough to upgrade corporate PCs.	What's more, companies are not feeling confident enough to replace older PCs, the analyst firm said.	3.5
2405	2408	main-forum	deft-forum	2014	408	none	none	billion . Everyone in the world at Mexico's current prosperity level.	"Everyone in the world at the current ""prosperity"" level of Northwest Africa."	1.53333333333333
1209	1209	main-captions	images	2014	313	none	none	A train is running on the tracks.	A train is running down the track in a rural area.	4.0
2088	2091	main-forum	deft-forum	2014	91	none	none	Do you see Obama calling for regulation reform?	Do you see Obama calling for Cut, Cap and Balance?	1.8
4860	4903	main-news	headlines	2014	691	none	none	Helicopter crashes near rail station in London	Helicopter crashes in London	4.0
2526	2535	main-news	MSRpar	2012test	141	none	none	That objection was cited by PeopleSoft's board in rejecting Oracle's offer.	PeopleSoft's board has recommended stockholders reject the offer.	2.75
163	163	main-captions	MSRvid	2012test	240	none	none	The man spread butter on the loaf of bread.	A man is spreading butter onto bread.	4.0
3053	3077	main-news	MSRpar	2012train	183	none	none	Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe.	Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.	4.25
55	55	main-captions	MSRvid	2012test	81	none	none	A man is playing the guitar.	A man is playing the drums.	1.556
3915	3958	main-news	headlines	2013	257	none	none	Sheryl Crow says has benign brain tumor	Sheryl Crow Has a Benign Brain Tumor	4.6
4282	4325	main-news	headlines	2013	722	none	none	US soldier accused of Afghan massacre hires prominent criminal lawyer	US soldier accused of killing Afghan civilians identified	2.0
4946	4989	main-news	headlines	2015	88	none	none	Nobel author Doris Lessing dies at 94	Nobel laureate Doris Lessing dies at 94	5.0
890	890	main-captions	MSRvid	2012train	583	none	none	A young woman is playing the flute.	A woman is washing off the top of a freezer.	0.0
4015	4058	main-news	headlines	2013	383	none	none	Beef burger mix recalled over salmonella concerns	Choc powder recalled over salmonella concerns	1.0
5492	5535	main-news	headlines	2015	1467	none	none	Chinese envoy rebuts Vietnamese, Philippine accusations over South China Sea	China's Xi tells Vietnam wants peace in South China Sea	3.2
5195	5238	main-news	headlines	2015	709	none	none	Didier Reynders on Syria	Obama's day: Prime time on Syria	1.6
3235	3262	main-news	MSRpar	2012train	481	none	none	Median household income declined 1.1 percent between 2001 and 2002 to $42,409, after accounting for inflation.	The same survey found the median household income rose by $51, when accounting for inflation, to $43,057.	1.4
1620	1620	main-captions	images	2015	378	none	none	A black and white dog is swimming in a large green lake.	A black dog runs fast into shallow water.	2.2
5505	5548	main-news	headlines	2015	1493	none	none	Assad says Syria will comply with UN arms resolution	Syria's Assad vows to comply with U.N. resolution	4.8
2461	2464	main-news	MSRpar	2012test	27	none	none	The Standard Edition is $15,000 per processor or $300 per named user.	The Standard Edition One is a single processor version of the Oracle Standard Edition Database.	2.5
3275	3303	main-news	MSRpar	2012train	547	none	none	"Dewhurst's proposal calls for an abrupt end to the controversial ""Robin Hood"" plan for school finance."	"The committee would propose a replacement for the ""Robin Hood"" school finance system."	2.6
2563	2572	main-news	MSRpar	2012test	204	none	none	The men were immediately flown to nearby Botswana on a chartered Air Malawi flight, Malawi intelligence officials said on condition of anonymity.	The men were flown to nearby Botswana on an Air Malawi flight, the officials said.	3.533
682	682	main-captions	MSRvid	2012train	269	none	none	A man is dancing on the road.	A man is dancing.	3.25
4707	4750	main-news	headlines	2014	500	none	none	Obama meets Mandela family as icon remains in hospital	Obamas to meet Mandela family wont visit hospital	2.8
135	135	main-captions	MSRvid	2012test	199	none	none	The puppy played with a blue tennis ball.	A puppy is playing with a tennis ball.	4.0
2472	2475	main-news	MSRpar	2012test	44	none	none	It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.	And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre.	3.846
1264	1264	main-captions	images	2014	387	none	none	Red double decker bus taking on passengers.	A red double decker bus driving down a street.	2.2
4735	4778	main-news	headlines	2014	537	none	none	India Ink: Image of the Day: January 27	India Ink: Image of the Day: March 20	1.0
3597	3640	main-news	deft-news	2014	190	none	none	china has so far balked against united states pressure on china to stop and search north korean ships.	china has stated that the united states pressure on china to stop and search north korean ships could trigger military clashes.	4.0
762	762	main-captions	MSRvid	2012train	382	none	none	A woman is cutting flowers.	A man is holding huge sunflowers.	1.0
2904	2928	main-news	MSRpar	2012test	713	none	none	Blue chips edged lower by midday on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.	U.S. stocks fell in early morning trade on Wednesday as a wave of profit warnings drained some of the optimism that has driven a rally over the past three months.	3.6
2082	2085	main-forum	deft-forum	2014	85	none	none	but okay, ultimate sovereignty?	Thus, ultimate sovereignty.	2.2
2987	3011	main-news	MSRpar	2012train	85	none	none	Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy.	Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion.	2.75
2308	2311	main-forum	deft-forum	2014	311	none	none	Joy to the World We are all vessels filled with many wonders.	The theme song to Cheers: We are all vessels filled with many wonders.	3.0
5350	5393	main-news	headlines	2015	1094	none	none	Israel agrees to extend Gaza truce by four hours	Israel, Hamas reportedly agree to 12-hour truce	2.6
4414	4457	main-news	headlines	2014	139	none	none	Gunman Among 7 Dead After Florida Apartment Shooting	Gunman among 7 dead after Fla. apartment shootout	5.0
5243	5286	main-news	headlines	2015	826	none	none	China sends largest fleet yet to disputed islands	China ships enter waters off disputed islands	3.4
4005	4048	main-news	headlines	2013	369	none	none	Factory Fires Kill At Least 260 in Pakistan	At Least Six Dead in Pakistan Gunfight	0.8
1156	1156	main-captions	images	2014	226	none	none	A yellow parrot clings to the side of its cage.	A yellow and orange bird hold on to the side of a cage.	3.4
3086	3112	main-news	MSRpar	2012train	245	none	none	Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday.	Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.	4.6
730	730	main-captions	MSRvid	2012train	339	none	none	A person is riding a horse.	A man is riding a motorcycle.	1.8
361	361	main-captions	MSRvid	2012test	536	none	none	A man is doing push-ups.	A woman is cutting some octopus.	0.0
3335	3363	main-news	MSRpar	2012train	632	none	none	The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.	Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50.	1.25
3701	3744	main-news	deft-news	2014	294	none	none	shalgam's visit to london is the first by a libyan foreign minister since 1969.	a visit to libya by the russian foreign minister was announced.	2.6
171	171	main-captions	MSRvid	2012test	252	none	none	A woman is playing a flute on stage.	The woman is playing the flute.	3.6
1356	1356	main-captions	images	2014	525	none	none	The brown train is sitting on the railroad tracks.	The white train is sitting on the tracks.	2.25
4650	4693	main-news	headlines	2014	425	none	none	Syria welcomes Iran's nuclear deal	Iran, six world powers clinch breakthrough nuclear deal	3.0
2352	2355	main-forum	deft-forum	2014	355	none	none	Haiti is a shithole.	Haiti has been a shithole.	4.2
1324	1324	main-captions	images	2014	475	none	none	A man and two women smiling at the camera while sitting on a blue sofa.	A man and women smiling at the camera while standing in a kitchen.	2.2
2165	2168	main-forum	deft-forum	2014	168	none	none	claims about trayvon's character And when did I do that?	slanted blogs And when did I do that?	2.6
5429	5472	main-news	headlines	2015	1301	none	none	Man dies in Co Donegal house fire	Woman dies in Co Cork house fire	2.2
4075	4118	main-news	headlines	2013	455	none	none	Taliban pose as 'attractive women, on Facebook for spying	Taliban soldiers posing as pretty women on Facebook to get troops' secrets	4.6
1545	1545	main-captions	images	2015	176	none	none	a dog is running across the sand with a stick in it's mouth.	A dog is running through a creek with a stick in its mouth.	3.6
4859	4902	main-news	headlines	2014	688	none	none	Mexico swears in president amid violent protests	Former New Mexico Gov. Richardson pressing North Korean test ban	0.0
2783	2807	main-news	MSRpar	2012test	543	none	none	Nick Markakis, a left-hander from Young Harris Junior College in Georgia, went to the Orioles with the seventh pick.	Next, Baltimore took Nick Markakis, a left-handed pitcher and outfielder from Young Harris Junior College in Georgia.	3.8
77	77	main-captions	MSRvid	2012test	114	none	none	A monkey pushes another monkey.	The monkey pushed the other monkey.	4.8
1036	1036	main-captions	images	2014	52	none	none	A man sitting in a cluttered room.	A man lies in a bed in a cluttered room.	3.2
513	513	main-captions	MSRvid	2012train	37	none	none	A woman thinly slices an onion with a large knife.	A woman is slicing onions with a large knife.	4.2
1811	1811	main-captions	images	2015	946	none	none	A woman standing in front of trees and smiling.	A man is walking by trees in front of the city skyline.	2.0
4220	4263	main-news	headlines	2013	638	none	none	Chinese stocks close higher midday Friday	Chinese stocks higher at midday Friday	4.6
2282	2285	main-forum	deft-forum	2014	285	none	none	Morals have absolutely nothing to do with it !	and morals and honesty have everything to do with it.	2.0
1158	1158	main-captions	images	2014	229	none	none	A silver and blue motorcycle sitting next to a car.	A motorcycle parked next to a car.	3.6
3956	3999	main-news	headlines	2013	311	none	none	Journalists hail London Olympics opening	Israeli delegation marches in 2012 Olympics opener	1.0
3519	3562	main-news	deft-news	2014	112	none	none	non-proliferation expert at the international institute for strategic studies mark fitzpatrick stated that the iaea report -- had an unusually strong tenor.	senior fellow at the international institute for strategic studies mark fitzpatrick stated that-- the international atomic energy agency plan is superficial.	4.0
4452	4495	main-news	headlines	2014	183	none	none	'Friends of Syria' in Doha talks on arming rebels	Syria talks agree military aid to rebels	2.6
1249	1249	main-captions	images	2014	367	none	none	A double decker red United bus on a city street.	A doubly decker red bus driving down the road.	4.0
5476	5519	main-news	headlines	2015	1421	none	none	India, China ink border pact; 8 other agreements	India, China ink agreement on trans-border rivers	3.8
223	223	main-captions	MSRvid	2012test	328	none	none	A woman is slicing a pumpkin.	A woman is riding an elephant.	0.4
4478	4521	main-news	headlines	2014	211	none	none	Macau Gambling Revenue Hits Record $38 bn in 2012	Macau gambling revenue hits record US$38b in 2012	5.0
4549	4592	main-news	headlines	2014	302	none	none	Taliban on agenda for US in Pakistan	At least 33 dead as big quake hits Pakistan	0.0
4248	4291	main-news	headlines	2013	674	none	none	Man charged after MP hurt in attack	Man charged with murder in flat	1.4
2761	2785	main-news	MSRpar	2012test	509	none	none	He was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.	DeVries, who was voluntarily castrated in August 2001, has said the surgery took away his ability to become sexually aroused.	4.5
1800	1800	main-captions	images	2015	903	none	none	Three dogs are running in a field.	Two dogs are running in a grassy field	2.8
1202	1202	main-captions	images	2014	300	none	none	A man sits crossed legged on a bed watching a small TV.	A man sits on a bed very close to a small television.	3.4
1132	1132	main-captions	images	2014	192	none	none	Table with blue table cloth in kitchen.	Wooden cabinets in kitchen.	1.6
5596	5639	main-news	headlines	2016	751	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	World Cup hit by new stadium death	Worker dies at World Cup stadium	3.0
547	547	main-captions	MSRvid	2012train	82	none	none	A girl is putting gel in her hair.	A woman is putting gel on her hair.	2.6
64	64	main-captions	MSRvid	2012test	94	none	none	A man is riding a motorcycle.	A man is riding a horse.	1.4
287	287	main-captions	MSRvid	2012test	429	none	none	Some men are playing guitars.	Three men are playing guitars and singing together.	3.2
1935	1935	main-captions	images	2015	1317	none	none	A dog is running through a backyard full of leaves.	Three dogs run through a field.	2.8
1349	1349	main-captions	images	2014	513	none	none	Yellow boat on a beach.	A yellow boat on shore.	4.0
4277	4320	main-news	headlines	2013	713	none	none	Armenians vote in parliamentary elections	Armenia's parliamentary vote a test for president	3.2
5693	5736	main-news	headlines	2016	1404	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Two Palestinians die in attacks on Israelis ahead of Kerry visit	Palestinian official slams Israel's stone-throwing bill	0.0
4954	4997	main-news	headlines	2015	104	none	none	The Note's Must-Reads for Friday May 24, 2013	The Note's Must-Reads for Tuesday October 29, 2013	2.0
4376	4419	main-news	headlines	2014	92	none	none	Syria denies reports of deadly Damascus nerve gas attack	US allies get help to repel Iranian computer attacks	0.0
4608	4651	main-news	headlines	2014	371	none	none	NATO: Patriot missile battery operational on Syrian border	Obama: Patriot missile batteries, troops to stay in Jordan near Syrian border	3.2
2094	2097	main-forum	deft-forum	2014	97	none	none	"I have  years of ""Neener Neener"" rights Usually I get pretty decent care."	"I have  years of ""Neener Neener"" rights they are crack ups."	3.4
492	492	main-captions	MSRvid	2012test	748	none	none	A badger is digging in the dirt.	A man is moving large rocks.	0.0
2158	2161	main-forum	deft-forum	2014	161	none	none	Scenario A assumes that the CO growth rate accelerates by .%/yr.	It assumes that methane growth rate accelerates by .%/yr.	1.75
4003	4046	main-news	headlines	2013	366	none	none	Google CEO says Android important, not critical	Larry Page says Android important, not critical	4.0
