	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
4263	4306	main-news	headlines	2013	697	none	none	Taiwan rattled by strong earthquake	China rocked by twin earthquakes	1.2
2054	2057	main-forum	deft-forum	2014	57	none	none	And that's why you're yelling at me and refusing to answer my questions?	Still refusing to answer my questions?	3.4
2220	2223	main-forum	deft-forum	2014	223	none	none	You should put scientists on a pedestal.	Why do people like you put scientist on a pedestal?	3.4
1909	1909	main-captions	images	2015	1232	none	none	A man jumps off of one rooftop onto another.	A young man jumps from one balcony to another.	2.8
1489	1489	main-captions	images	2014	735	none	none	A blue bird perched on a gloved hand.	A bird is perched on a person's gloved hand.	4.4
1431	1431	main-captions	images	2014	639	none	none	A small bird on a tiny branch.	A small bird perched on an icy branch.	3.0
950	950	main-captions	MSRvid	2012train	672	none	none	A man dives off of a cliff.	A man is riding a motorcycle.	0.667
811	811	main-captions	MSRvid	2012train	470	none	none	A man is mowing grass.	A guy is mowing the lawn.	4.8
3375	3403	main-news	MSRpar	2012train	685	none	none	Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.	Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree.	3.2
4508	4551	main-news	headlines	2014	252	none	none	Suicide Bomber Kills 14 at Afghan Province Council	Suicide Bomber Kills 11 in Afghanistan	2.4
1066	1066	main-captions	images	2014	91	none	none	Five birds stand on the snow.	Several cardinals stand in the snow.	3.8
3452	3495	main-news	deft-news	2014	45	none	none	police stated tsai wen-huang would be extradited to taiwan.	police stated that-- chung has been on the run.	1.8
1710	1710	main-captions	images	2015	642	none	none	A dog runs through the grass.	a dog runs across the grass.	4.8
2534	2543	main-news	MSRpar	2012test	157	none	none	BOSTON The Catholic archdiocese in Boston has offered $55 million to settle more than 500 clergy sex abuse lawsuits, according to a document obtained by The Associated Press.	The American Roman Catholic archdiocese of Boston has offered $55 million to settle more than 500 sex abuse lawsuits involving priests.	3.6
5386	5429	main-news	headlines	2015	1185	none	none	Pictures show completed Costa Concordia operation	Timelapse of Costa Concordia operation	4.4
2376	2379	main-forum	deft-forum	2014	379	none	none	But do you actually believe there was an iceberg in those waters?	I absolutely do believe there was an iceberg in those waters.	3.0
2956	2980	main-news	MSRpar	2012train	43	none	none	The weakness exists in the way that VBA looks at the properties of documents passed to it when the document is opened by a host application.	The vulnerability exists in the way Microsoft's Visual Basic for Applications checks document properties passed to it when a document is opened.	3.8
4545	4588	main-news	headlines	2014	297	none	none	Meteorite hits central Russia, more than 500 people hurt	Meteorite hits central Russia, 400 hurt	3.0
2513	2522	main-news	MSRpar	2012test	121	none	none	Washington, however, said more was needed to prevent complaints being filed in the first place.	But the US insisted it wanted more done to prevent complaints being filed in the first place, preferably by repealing the entire law.	2.8
1048	1048	main-captions	images	2014	67	none	none	Brown and white cow standing in grass at side of road.	A brown and white cow standing in a grassy area with trees behind.	3.6
2012	2015	main-forum	deft-forum	2014	15	none	none	The whole earth combined produces enough food for  billion people.	Who does it now only produce enough for  billion?	2.2
2007	2010	main-forum	deft-forum	2014	10	none	none	Imagine a place that's % white and % black.	Imagine a place with % men and % women.	1.0
4274	4317	main-news	headlines	2013	710	none	none	7 dead in Christian school shooting	5 wounded in Ohio school shooting	1.4
3372	3400	main-news	MSRpar	2012train	682	none	none	Richard Grasso quit as chairman last week after losing the support of his board amid public furor over his $140 million pay package.	Grasso quit last week in the wake of a firestorm of criticism over his $140 million compensation package.	3.8
3750	3793	main-news	headlines	2013	53	none	none	Is Madeleine McCann Still Alive?	Reopen Madeleine case, police urge	0.6
4805	4848	main-news	headlines	2014	620	none	none	Witnesses hear 'loud booms' at Boston Marathon	Report of two explosions at finish line of Boston Marathon	3.0
880	880	main-captions	MSRvid	2012train	566	none	none	A person is cutting garlic into pieces with a knife.	Someone is putting ingredients into a wok.	0.75
3655	3698	main-news	deft-news	2014	248	none	none	an indian government official stated that india does not attach much credence to reports by amnesty international.	one indian government official who studied the blueprints stated the science was old and dated but still functional.	1.4
5329	5372	main-news	headlines	2015	1034	none	none	Car Bombs Kill 58 in Iraqi Capital	Car bombings kill 13 civilians in Iraqi capital	2.4
244	244	main-captions	MSRvid	2012test	365	none	none	A man drove his car.	A man is driving a car.	4.25
631	631	main-captions	MSRvid	2012train	200	none	none	A man is running.	A man is mooing.	1.0
5248	5291	main-news	headlines	2015	838	none	none	US postpones missile test over N Korea tensions	Embassies staying put in N. Korea despite tension	1.2
5427	5470	main-news	headlines	2015	1298	none	none	Turkey president appeals for calm	Texas house provisionally approves abortion law	0.0
2771	2795	main-news	MSRpar	2012test	523	none	none	The department also sent water and soil samples to the state health laboratory.	Water samples are being sent to the state health department for analysis.	3.25
1801	1801	main-captions	images	2015	904	none	none	A man and woman with their hands on their chins are standing next to a Christmas tree.	The man with a white beard and blue cap is standing in the doorway of a workshop.	0.4
4492	4535	main-news	headlines	2014	232	none	none	Preston and England legend Tom Finney dies at 91	Former England great Tom Finney dies at 91	4.4
2537	2546	main-news	MSRpar	2012test	160	none	none	But he is the only candidate who has won national labor endorsements so far, picking up his 11th union on Tuesday when the United Steelworkers of America endorsed him.	But he is the only candidate who has won national labor endorsements so far, picking up his 11th on Tuesday.	3.6
5281	5324	main-news	headlines	2015	923	none	none	S Korea MPs to visit Kaesong complex	S. Korea demands talks with N. Korea on closed factory	1.4
2068	2071	main-forum	deft-forum	2014	71	none	none	"What is your definition of ""life""?"	What's your definition of nature?	1.2
3785	3828	main-news	headlines	2013	99	none	none	Iran (Islamic Republic of): Iran steps up relief efforts after quakes kill 227	Iran steps up relief efforts after quakes kill 227	4.6
4908	4951	main-news	headlines	2014	745	none	none	Algeria hostage crisis ends; death toll unclear	Algeria hostage crisis ends in bloodbath	3.8
4297	4340	main-news	headlines	2013	740	none	none	DR Congo rebels kill park rangers	Rebels kill two park rangers in eastern Congo	4.0
724	724	main-captions	MSRvid	2012train	328	none	none	A man is playing piano.	A man is laying on the ground.	0.75
468	468	main-captions	MSRvid	2012test	706	none	none	A person is putting salt and pepper on a piece of pork.	A youngster is sitting on a piano.	0.0
108	108	main-captions	MSRvid	2012test	158	none	none	Someone is sitring noodles in water.	A woman is boiling noodles in water.	3.2
242	242	main-captions	MSRvid	2012test	360	none	none	A woman is playing a game with a man.	A man is playing piano.	0.6
2997	3021	main-news	MSRpar	2012train	98	none	none	The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.	The commission estimated California lost $937 million to corporate tax shelters in 2001.	2.75
4697	4740	main-news	headlines	2014	489	none	none	Trailblazing Israeli electric car company Better Place to fold	Trailblazing Israeli electric car company to fold	4.4
1378	1378	main-captions	images	2014	560	none	none	A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.	A girl wearing black shorts and boots is standing next to a blue motorcycle.	0.0
2063	2066	main-forum	deft-forum	2014	66	none	none	And yet, the Titanic story is the one that holds up to scrutiny of the evidence.	The new study shows that the Titanic story does not stand up to scrutiny imo.	1.6
5272	5315	main-news	headlines	2015	901	none	none	Mumbai Indians puts T&T in its place	Indonesians vote for president in tight race	0.0
4771	4814	main-news	headlines	2014	579	none	none	Syria’s chemical weapons could end up at sea	US to destroy Syria chemical weapon stockpile at sea	2.4
3719	3762	main-news	headlines	2013	13	none	none	Teenager in China kills 8, wounds 5 in knife attack	Teenager kills 8 in knife attack	3.2
5410	5453	main-news	headlines	2015	1253	none	none	Glasgow Helicopter Crash Search Ends	Glasgow Helicopter Crash: Woman PC Is Victim	2.8
4538	4581	main-news	headlines	2014	289	none	none	UN resolution orders Syria chemical arms destroyed	Germany ready to help Syria chemical mission	1.0
3759	3802	main-news	headlines	2013	66	none	none	US, allies to set demands for Iran nuclear talks	'Iran won't accept pre-conditions to nuclear talks'	1.6
2644	2653	main-news	MSRpar	2012test	322	none	none	But U.S. troops will not shrink from mounting raids and attacking their foes when their locations can be pinpointed.	But American troops will not shrink from mounting raids in the locations of their foes that can be pinpointed.	4.75
1761	1761	main-captions	images	2015	791	none	none	A teenage girl running on a beach shouting, with an older man walking behind her.	a young child running along the shore at a beach	1.8
993	993	main-captions	MSRvid	2012train	737	none	none	A man is karate kicking at another man wearing protective boxing gloves.	A man is kick boxing with a trainer.	2.5
4702	4745	main-news	headlines	2014	495	none	none	Up to 50 dead in Spanish train crash	Over 70 dead in Spanish high-speed train crash	3.4
605	605	main-captions	MSRvid	2012train	160	none	none	A man is riding a horse.	A man is driving a car.	1.4
4870	4913	main-news	headlines	2014	702	none	none	Russia Destroys Over 75% of Its Chemical Weapons Stockpile	Britain Sees Evidence Assad Could Use Chemical Weapons	1.0
3513	3556	main-news	deft-news	2014	106	none	none	the plan for tunisia is the creation of electronic databases to facilitate tax collection.	the plan for nigeria and mozambique is the creation an electronic database for real estate.	1.8
295	295	main-captions	MSRvid	2012test	441	none	none	A helicopter is landing on a helipad.	A helicopter lands.	3.923
2533	2542	main-news	MSRpar	2012test	156	none	none	Hoy confirmed the woman's age Tuesday and said she has left on vacation with her family.	Hoy confirmed the woman's age Tuesday and said she was on vacation with her family, but is expected to return this week.	3.4
4205	4248	main-news	headlines	2013	620	none	none	Dozens killed in Nigerian riots	Dozens killed in Kenyan clashes	1.0
648	648	main-captions	MSRvid	2012train	229	none	none	A woman is playing the flute.	A girl is playing a flute.	3.8
2270	2273	main-forum	deft-forum	2014	273	none	none	The government does not determine if you are married or not.	The government doesnt have to declare you married before you can be married.	3.6
3389	3427	main-news	MSRpar	2012train	714	none	none	They drive around in their cars, while people are being killed 500 metres away, he said on Sunday.	"What they are doing right now is they drive around in their cars, while people are being killed 500 metres away.	4.000
3428	main-news	MSRpar	2012train	0715	none	none	At Tuesday's arraignment hearing, Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.	At the hearing he pleaded not guilty to the burial service fraud and false statements charges.	3.000
3429	main-news	MSRpar	2012train	0716	none	none	Still, revenues from the extra premiums would not be huge.	How would the extra premiums be collected?	1.333
3430	main-news	MSRpar	2012train	0719	none	none	Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business.	Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.	3.800
3431	main-news	MSRpar	2012train	0722	none	none	Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs, which came after Berlusconi compared a German politician to a Nazi concentration camp guard.	Stefani's remarks further stoked tension after Italian Prime Minister Silvio Berlusconi last week compared a German member of the European Parliament to a Nazi concentration camp guard.	3.000
3432	main-news	MSRpar	2012train	0723	none	none	Dell's OpenManage software includes Dell Update Packages with SMS to help automate the management of server hardware, applications and operating systems patches with a single tool.	The update packages help automate the management of server hardware, applications and operating systems patches using one tool,"" which is unpleasantly vague."	2.667
426	426	main-captions	MSRvid	2012test	638	none	none	A man sharpens a pencil using a knife.	A woman is dancing in the rain.	0.0
5698	5741	main-news	headlines	2016	1441	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Two Australians killed in Kenya after bus crashed into river	Permalink to Two killed in Germany train accident	0.0
1326	1326	main-captions	images	2014	480	none	none	Two cows crossing a road intersection.	Two cows cross a paved street.	3.8
5122	5165	main-news	headlines	2015	529	none	none	Super Typhoon Haiyan, Strongest of Season, Slams the Philippines	Super typhoon Haiyan closes in on the Philippines	3.4
608	608	main-captions	MSRvid	2012train	165	none	none	The woman is slicing herbs.	The man is slicing bread.	1.6
1561	1561	main-captions	images	2015	213	none	none	A girl is wearing a purple sash and matching skirt.	A group of girls stands wearing jean skirts and superman shirts.	1.6
798	798	main-captions	MSRvid	2012train	446	none	none	A woman is slicing pumpkin.	A person is slicing cantaloupe.	2.0
3877	3920	main-news	headlines	2013	208	none	none	Russian TV reports foiled attempt on Putin	Russia, Ukraine foiled plot to kill Putin, report says	3.2
2258	2261	main-forum	deft-forum	2014	261	none	none	"Zimmerman replied, ""What are you doing here?"""	"Martin said, ""Why are you following me?"""	0.9
4176	4219	main-news	headlines	2013	586	none	none	Secret Service sees its 'biggest scandal' over prostitutes	Secret Service sex scandal 'regret'	2.2
4888	4931	main-news	headlines	2014	722	none	none	About 60 Crushed to Death in Ivory Coast Stampede	61 dead in Ivory Coast stampede	3.4
5207	5250	main-news	headlines	2015	743	none	none	Tropical Storm Karen targets US Gulf Coast	Tropical Storm Karen weakens as it nears U.S. Gulf Coast	2.6
4841	4884	main-news	headlines	2014	665	none	none	Sniper waiting for result of appeal	New glories for China in striving for renewal	0.0
5142	5185	main-news	headlines	2015	582	none	none	G7 'to intensify Russia sanctions'	Ukraine Fears Russian Invasion	0.6
