	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2446	2449	main-forum	deft-forum	2014	449	none	none	my final word: ignoring has the effect of normalizing.	taking advantage has the effect of reinforcing.	0.4
1013	1013	main-captions	images	2014	21	none	none	A black dog standing in front of yellow flowers.	A black dog standing in a field.	3.0
3085	3111	main-news	MSRpar	2012train	244	none	none	SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor.	The virus killed 44 people in the Toronto area, including one doctor and two nurses.	3.2
3832	3875	main-news	headlines	2013	157	none	none	Tibetan monk dies after setting himself on fire in protest against Chinese rule	Teenage Tibetan monk dies after setting himself on fire in China	3.8
2062	2065	main-forum	deft-forum	2014	65	none	none	Slutstamp! A dear friend from Ohio sent me this.	A dear friend from Ohio sent me this.	3.6
3652	3695	main-news	deft-news	2014	245	none	none	russia has ratified the amended version but the united states and other nato members have refused to do so until the russian government withdraws troops from the former soviet republics of moldova and georgia.	the united states and other nato members have refused to ratify the amended version until russia withdraws troops from former soviet republics moldova and georgia.	3.6
375	375	main-captions	MSRvid	2012test	564	none	none	The animal is eating.	A woman is dancing.	0.0
1884	1884	main-captions	images	2015	1177	none	none	Two girls with ponytails ride an amusement park ride.	A young girl is on a ride at an amusement park.	3.0
3557	3600	main-news	deft-news	2014	150	none	none	the chinese government gave active cooperation and assistance to the organization for the prohibition of chemical weapons inspections.	the ecuadorian foreign ministry said in a statement that delegates from the organization for the prohibition of chemical weapons (opaq) will also take part in the meeting.	1.0
4543	4586	main-news	headlines	2014	295	none	none	Search after man swept into sea	Lara plans visit to Nepal	0.2
5699	5742	main-news	headlines	2016	1443	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	France shuts mosque, arrests man in crackdown after attacks	Security tightened at New Delhi churches after attacks	2.0
4383	4426	main-news	headlines	2014	101	none	none	Fight for Mali Town Reflects Islamist Tactics	EU to train Mali army to fight northern Islamist militants	2.0
1405	1405	main-captions	images	2014	601	none	none	A living room with a dining table in the background.	View of a living room with a dining room in the background.	4.2
823	823	main-captions	MSRvid	2012train	485	none	none	A dog is looking around	A dog is watching a store counter.	1.6
3699	3742	main-news	deft-news	2014	292	none	none	saudi arabia is an absolute monarchy that has taken steps towards reform.	saudi arabia is an absolute monarchy and has a consultative council appointed by the government.	3.4
2291	2294	main-forum	deft-forum	2014	294	none	none	The onus is on the manufacturer of a product to convince consumers it is safe.	The manufacturer has to convince the government it's safe.	3.4
3504	3547	main-news	deft-news	2014	97	none	none	the number of executions increased in iran last year amid a campaign that is aimed at improving security in society.	the number of executions increased dramatically in 2007 amid a campaign which iranian authorities state is aimed at improving security in society.	3.4
